  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				PS1_g		       PS1_r       			PS1_i      			 PS1_z       			PS1_y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79260.170093213936       0.13879800000000000        2.0430756004913064E-004   8.9149191999999999        6.2176000000000002E-003   10.231786014111094        10.035933980092452        10.609756422357702        9.4549132146955088        9.9616676398831316        10.530904388339060        10.922756422692977        11.305682439367025        10.040007963083131        10.537589243267192        10.949756422357702        11.252633634504477        11.474657261238889        8.6728644107270334        9.9571307509363542        10.305712031120414        10.451904388339059        10.659756422357702        11.126513503785667        11.273979066876173        11.398833758029227        7.9323564107728224        8.5873674921778900     
   78115.460980972668       0.11284100000000000        2.1831469756742195E-004   8.9156049999999993        6.2126999999999998E-003   10.245866539294180        10.050243447097987        10.623261849784669        9.4697208991770232        9.9760943209998914        10.544638757588476        10.936261850119944        11.319073395882764        10.054431900999891        10.551364795856681        10.963261849784669        11.265948560249068        11.488009777614561        8.6875960644373968        9.9717451905354899        10.319678085392280        10.465638757588476        10.673261849784669        11.139683748078962        11.286892902006951        11.411564471568642        7.9514324727097012        8.6039361668678396     
   76879.225589505499        8.4453000000000000E-002   2.3296938831774127E-004   8.9162803000000004        6.2078999999999997E-003   10.260905190863724        10.065529345745823        10.637679682458476        9.4855458370190711        9.9915065443868727        10.559303837340579        10.950679682793755        11.333367605017429        10.069841423186872        10.566073466659546        10.977679682458479        11.280160035695346        11.502263096898464        8.7033382685910574        9.9873610699500048        10.334593113422677        10.480303837340578        10.687679682458480        11.153738813735330        11.300670635534264        11.425144905455284        7.9718669689509341        8.6216617500478492     
   75664.296759265955        5.6118000000000001E-002   2.4848731231725196E-004   8.9169458000000006        6.2030999999999996E-003   10.275712848947821        10.080579989595970        10.651877214127454        9.5011275448309913        10.006681343120045        10.573744354775600        10.964877214462733        11.347443643803382        10.085013559920045        10.580556177321244        10.991877214127458        11.294154112824950        11.516299604457744        8.7188380147466251        10.002736661222551        10.349279278623749        10.494744354775603        10.701877214127455        11.167579852755237        11.314239805561451        11.438521506146097        7.9919781206614164        8.6391107063318007     
   74550.403776265244        2.9697000000000001E-002   2.6486867411966842E-004   8.9176009999999994        6.1985000000000000E-003   10.289354868787315        10.094444788032058        10.664959666675445        9.5154807562264683        10.020660151654434        10.587049585920193        10.977959667010724        11.360414707053073        10.098989747654434        10.593899606431892        11.004959666675449        11.307049363942395        11.529235090541379        8.7331154140098608        10.016900050387486        10.362809909164939        10.508049585920192        10.714959666675446        11.180335999808326        11.326748080051880        11.450855099406118        8.0104830716600492        8.6551755759678333     
   73528.549717491871        5.0759999999999998E-003   2.8222147578256339E-004   8.9182450000000006        6.1938999999999996E-003   10.301999122556150        10.107293412612652        10.677090417414895        9.5287788581255590        10.033613537640900        10.599384707471398        10.990090417750171        11.372443272386644        10.111940557640899        10.606269316838535        11.017090417414895        11.319007756725529        11.541231643019504        8.7463433433585145        10.030023218330264        10.375351977527895        10.520384707471397        10.727090417414896        11.192167922330142        11.338353922906503        11.462302459143974        8.0275888944320464        8.6700436238105283     
   72342.081405345409       -2.3819000000000000E-002   3.0043817848275010E-004   8.9188810000000007        6.1893000000000000E-003   10.316428776316034        10.121960360034965        10.690924293018711        9.5439678802794425        10.048401675894432        10.613455876737643        11.003924293353986        11.386158501159244        10.126726151894434        10.620379881817033        11.030924293018710        11.332641190379167        11.554910020079852        8.7614505703934391        10.045009254533969        10.389662984456567        10.534455876737642        10.740924293018711        11.205653489440312        11.351575520641990        11.475339338623741        8.0471996130531238        8.6870542881448820     
   71253.630938810165       -5.0779999999999999E-002   3.1984244250477900E-004   8.9195068000000006        6.1849000000000001E-003   10.329725642066407        10.135474915878646        10.703674430335813        9.5579629081278767        10.062027579984765        10.626423704148053        11.016674430671088        11.398799793429696        10.140349552784766        10.633383340641700        11.043674430335813        11.345206765817224        11.567518184136048        8.7753698814094747        10.058817217303357        10.402851005160290        10.547423704148052        10.753674430335813        11.218084601217456        11.363765826911575        11.487362053018160        8.0652500294419980        8.7027201263073799     
   70255.608555452607       -7.5900999999999996E-002   3.4043461957281805E-004   8.9201221999999998        6.1805000000000002E-003   10.342042400700493        10.147991278989402        10.715489716178219        9.5709212741768610        10.074646206933856        10.638438594467129        11.028489716513494        11.410515277033767        10.152965718133856        10.645430427487501        11.055489716178219        11.356852182109684        11.579203932813392        8.7882581801468476        10.071603252202394        10.415067961556037        10.559438594467128        10.765489716178216        11.229607865144857        11.375069597835573        11.498513936650376        8.0819258900361284        8.7172101840581249     
   69293.739649250841      -0.10045400000000000        3.6243074319671111E-004   8.9207280999999998        6.1761999999999997E-003   10.355733622317043        10.161945500422267        10.728437470241328        9.5855110136136830        10.088673202102189        10.651768205776744        11.041415075936644        11.423154966101027        10.166826642992078        10.658697579741670        11.068437470241328        11.369520285096147        11.591719021070841        8.8028763335028692        10.085862685567452        10.428402886781630        10.572697579741668        10.778225592136106        11.241824736370500        11.387168672335424        11.510557397580268        8.0996292897551143        8.7330638339686111     
