  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				PS1_g		       PS1_r       			PS1_i      			 PS1_z       			PS1_y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79683.242821628737       0.16530000000000000        1.7213940159805930E-004   8.8976667000000003        6.3423999999999998E-003   10.407238255140943        10.219339026166406        10.772494953623706        9.6780910474965935        10.142955624812291        10.701174903705269        11.081878355313091        11.456840935388033        10.210892273376619        10.706558305059378        11.108457534033921        11.404457534033920        11.622368250752356        8.8950651165447745        10.151018976247965        10.465584236905269        10.619558305059382        10.816431602188032        11.253814436884998        11.391858146526896        11.505267479726900        8.1057707030442145        8.7958804902047092     
   78458.861159718959       0.13753399999999999        1.8549916104021235E-004   8.8985321000000006        6.3360999999999999E-003   10.422616179040368        10.235107533679095        10.787280494206872        9.6951796441226925        10.158826762976478        10.716307951272309        11.096561265244762        11.471378138038812        10.226518535208424        10.721588721974925        11.123097367336197        11.419097367336196        11.636664038670755        8.9120545441193748        10.167134990744536        10.480713822872310        10.634588721974925        10.830972266438813        11.267746503382842        11.405766812432031        11.519172684032032        8.1261814760721620        8.8144348832250969     
   77336.052427327828       0.11165400000000000        1.9961408838852889E-004   8.8993716999999997        6.3299000000000003E-003   10.436864364466278        10.249715488682924        10.800986843824784        9.7109964033739473        10.173527430295344        10.730331574951741        11.110174902547637        11.484856567510253        10.240994640780809        10.735519633339319        11.136668509122671        11.432668509122674        11.649921264795715        8.9277819494555963        10.182060219809880        10.494734088151741        10.648519633339319        10.844454054310251        11.280661756412108        11.418667627379069        11.532070140579069        8.1450460290590776        8.8315956545552226     
   76109.698230797047        8.3059999999999995E-002   2.1426882740968267E-004   8.9001982000000002        6.3239000000000004E-003   10.452160806609523        10.265406320021917        10.815693285806553        9.7280064353923379        10.189317720117206        10.745382746255682        11.124781886046542        11.499314432652714        10.256539659763362        10.750471346160396        11.151225832748004        11.447225832748003        11.664137165098875        8.9446958289911223        10.198095780471046        10.509781953455683        10.663471346160396        10.858915225452712        11.294493324255235        11.432492444486478        11.545891651686482        8.1653870883448860        8.8500740056094500     
   74917.452299127486        5.4821000000000002E-002   2.2989457052855755E-004   8.9010110999999998        6.3179999999999998E-003   10.467128146272625        10.280748700212797        10.830078617652099        9.7446331307148881        10.204758672708085        10.760088590147387        11.139068645492085        11.513451526667037        10.271748700212797        10.765095127192275        11.165468036207212        11.461451526667037        11.678062108111927        8.9612437130538432        10.213775182248259        10.524501055287562        10.678078617652101        10.873062108111924        11.308039061526866        11.446029089031576        11.559398896452034        8.1852997768966347        8.8681611635303526     
   73824.412584304460        2.8487999999999999E-002   2.4627599528227506E-004   8.9018101000000005        6.3121999999999996E-003   10.481885083780908        10.295727441664047        10.844179731331492        9.7608313202201824        10.219870214498558        10.774322504165999        11.153036958832258        11.527245028799724        10.286727441664047        10.779414848814630        11.179480146282861        11.475245028799725        11.691944613848355        8.9775309061628814        10.229105331981698        10.538950381249139        10.692179731331491        10.886944613848355        11.321617151716586        11.459474378882076        11.572497759887552        8.2050783050931084        8.8861050205793628     
   72810.497749525006        3.6790000000000000E-003   2.6362886362960578E-004   8.9025950999999992        6.3064999999999996E-003   10.495684984476210        10.309733265326305        10.857371283125925        9.7759692917345973        10.234000551178195        10.787638568977815        11.166103997609309        11.540152387677622        10.300733265326304        10.792809183576018        11.192590288127718        11.488152387677623        11.704933382675829        8.9927502876268726        10.243438451628290        10.552466089027906        10.705371283125924        10.899933382675830        11.334324867627526        11.472057581775641        11.584764742982816        8.2235359340283942        8.9028621158294250     
   71644.358767389247       -2.5142000000000001E-002   2.8195343291847054E-004   8.9033681999999992        6.3008999999999999E-003   10.511226787365604        10.325511388412128        10.872213402626041        9.7930518020752224        10.249923107336681        10.802625121550594        11.180801684036762        11.554669392257548        10.316511388412128        10.807884530872560        11.207340520504072        11.502669392257548        11.719542274379517        9.0099246850912600        10.259594235583204        10.567682776997113        10.720213402626040        10.914542274379517        11.348611736811026        11.486200017886471        11.598548907798598        8.2444357914356168        8.9218073561414677     
   70575.505909120984       -5.2012999999999997E-002   3.0146558945716608E-004   8.9041280999999994        6.2953999999999996E-003   10.525599593711203        10.340101004929380        10.885944897256675        9.8088380244203393        10.264646556023532        10.816490448350827        11.194399346497800        11.568104138314474        10.331101004929380        10.821829796074852        11.220989037132650        11.516104138314475        11.733059998438499        9.0257938854384321        10.274531454841703        10.581758834769001        10.733944897256674        10.928059998438499        11.361835751896297        11.499290200802147        11.611316297506047        8.2637192417292447        8.9393007034598142     
   69595.634719023132       -7.7048000000000005E-002   3.2205786826753523E-004   8.9048739999999995        6.2899999999999996E-003   10.539316497215323        10.354097739327711        10.898993004990539        9.8239133802359913        10.278667134792892        10.829724146568109        11.207373509325814        11.580942904455716        10.345016866271516        10.835154751102932        11.233993004990539        11.528942904455716        11.745912131934345        9.0409133811300624        10.288828880905283        10.595104650568109        10.747104650568110        10.941023777511914        11.374573844963647        11.511750385821953        11.623570217795061        8.2821802046763988        8.9559909701144473     
