  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79326.994449965190       0.23466600000000001        1.2710859633887139E-004   8.7974510000000006        6.9315000000000002E-003   10.003447268248278        9.8075818693582857        10.381920961473261        9.2259991219583117        9.7328389739132870        10.303055562583269        10.694920961808540        11.077853660918256        9.8116491699132897        10.309299893223729        10.721920961473264        11.024840887003718        11.246799134277799        8.4439863489378393        9.7287292443828353        10.077379967693277        10.224055562583269        10.431920961473262        10.897288471808251        11.042858560057786        11.166251618221855        7.7041641620279737        8.3574427658178951     
   78094.419318407148       0.20664700000000000        1.4089467563363202E-004   8.7982659000000005        6.9249999999999997E-003   10.018964805825075        9.8233459219613906        10.396818951884278        9.2421842385250983        9.7487295436295511        10.318200068020595        10.709818952219553        11.092628393816121        9.8275364800295506        10.324546899862106        10.736818951884278        11.039591603989471        11.261474625574607        8.4601474495925189        9.7447638279243591        10.092774247756914        10.239200068020594        10.446818951884275        10.911826468479799        11.057063838501968        11.180144934750786        7.7250025289825714        8.3755825058830666     
   76695.873844224509       0.17445900000000000        1.5543573083189700E-004   8.7990607999999995        6.9186999999999999E-003   10.036243510162580        9.8409043353937324        10.413395203884692        9.2602214980044000        9.7664309912093099        10.335056029115846        10.726395204219967        11.109064791269114        9.8452347480093128        10.341517843702421        10.753395203884688        11.055999950040112        11.277799219882537        8.4781566576694676        9.7626300018538874        10.109913097547002        10.256056029115845        10.463395203884689        10.927992695637956        11.072851271820225        11.195578446031496        7.7483198506614119        8.3958357459187081     
   75407.753021644545       0.14426600000000001        1.7062420577218518E-004   8.7998288000000002        6.9125000000000002E-003   10.052279367696039        9.8571978170917109        10.428783929006864        9.2769578664161347        9.7828563569895426        10.350702378402532        10.741783929342136        11.124324704309027        9.8616570417895435        10.357269387837876        10.768783929006860        11.071233173846531        11.292957010073684        8.4948663368477089        9.7792077969498745        10.125820142998203        10.271702378402532        10.478783929006861        10.943004200513352        11.087515317682341        11.209918650113822        7.7699182449654618        8.4146125624130779     
   74237.442174193464       0.11634899999999999        1.8667571583722519E-004   8.8005768999999994        6.9065999999999997E-003   10.066928187688148        9.8720806992533063        10.442844601175242        9.2922449351557006        9.7978592626358889        10.364997112740404        10.755844601510518        11.138268345392660        9.8766569550358909        10.371659095198623        10.782844601175242        11.085151764468300        11.306808670534444        8.5101283551254099        9.7943497917428282        10.140351931905563        10.285997112740404        10.492844601175243        10.956722756627499        11.100919800604117        11.223031117905098        7.7896214596634756        8.4317530628466990     
   73014.480577409427        8.6756000000000000E-002   2.0348273070376876E-004   8.8013139999999996        6.9007000000000001E-003   10.082155558675668        9.8875526625601839        10.457457542964372        9.3081403374478118        9.8134564705024427        10.379854646848889        10.770457543299647        11.152758991022113        9.8922512145024459        10.386615072813688        10.797457542964368        11.099615609044653        11.321203821057312        8.5259969563644216        9.8100931484221636        10.155457006733409        10.300854646848888        10.507457542964369        10.970977655137597        11.114846405288278        11.236653281416421        7.8101314181702666        8.4495842994405681     
   71787.197624931985        5.6580999999999999E-002   2.2115319581547511E-004   8.8020403999999992        6.8950000000000001E-003   10.097367744217376        9.9030103046923870        10.472053181429839        9.3240242241274132        9.8290397465298938        10.394695741904851        10.785053181765118        11.167231901192334        9.9078315849298946        10.401554224734074        10.812053181429839        11.114060942184043        11.335581579963115        8.5418532660131952        9.8258238241756892        10.170546463979864        10.315695741904854        10.522053181429840        10.985213825517317        11.128753590213083        11.250256152317139        7.8306455918384543        8.4674100730133013     
   70670.798763888219        2.8639000000000001E-002   2.3990286777910797E-004   8.8027549999999994        6.8893000000000001E-003   10.111362935416006        9.9172287756632276        10.485487314797949        9.3386322847489591        9.8433727157868365        10.408353155045171        10.798487315133224        11.180554394674340        9.9221616957868388        10.415300230364297        10.825487314797948        11.127357529869856        11.348818339355214        8.5564354208385449        9.8402914807149333        10.184430015292394        10.329353155045171        10.535487314797949        10.998321614427114        11.141563798860767        11.262791828098900        7.8494643455357700        8.4837841828163238     
   69627.692074143604        2.0999999999999999E-003   2.5962428282363703E-004   8.8034587999999996        6.8837000000000004E-003   10.125361960510968        9.9314736528887266        10.498842317716306        9.3534050426813629        9.8577460271659412        10.421999202140629        10.811813048512974        11.193693394545964        9.9364284608421620        10.428961971348041        10.838842317716303        11.140487520599944        11.361862037699400        8.5711991696294128        9.8548284500050904        10.198205076086648        10.342961971348043        10.548730625338546        11.011170054467662        11.154201999675077        11.275292483959706        7.8678884230069777        8.5000949178250664     
   68449.140630966285       -2.8246000000000000E-002   2.8042551756678338E-004   8.8041523999999995        6.8782000000000001E-003   10.142637369020562        9.9491026268312730        10.515146478822576        9.3719595491296701        9.8755622220995640        10.438800415672947        10.828024986323708        11.209526135074963        9.9539139477916088        10.445645329736045        10.855146478822576        11.156343118577723        11.377554065635302        8.5897765335264999        9.8729059870761269        10.214983432170190        10.359645329736043        10.564681221011867        11.026488433921834        11.169416395984928        11.290587343716318        7.8899958924335998        8.5201586837007248     
   67374.103596060406       -5.6431000000000002E-002   3.0252250722585930E-004   8.8048336999999997        6.8728000000000001E-003   10.158515792815777        9.9653035617369596        10.530138145846365        9.3890046873197832        9.8919328857252324        10.454246099454203        10.842933151587509        11.224087787284791        9.9699833770503083        10.460983509813808        10.870138145846369        11.170926047531051        11.391986937398141        8.6068429484601126        9.8895156600522753        10.230407839207942        10.374983509813809        10.579350376925184        11.040580243030700        11.183414327390306        11.304658400938184        7.9102819680719278        8.5385800932927154     
