  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79451.298605000877       0.25419599999999998        3.3464867834976530E-004   8.7800098999999996        7.0669000000000001E-003   10.172893941238843        9.9850168546970366        10.538457853981036        9.4445420826977724        9.9082334613968399        10.466784200959843        10.848241247616507        11.223228074102039        9.9761237211178404        10.472567594260035        10.874444680801844        11.170444680801843        11.388238373423036        8.6614455164920372        9.9163432016758435        10.231664161359841        10.385567594260039        10.582348113702039        11.017099052505866        11.157235499564841        11.271115459964843        7.8737418011980331        8.5630804856658393     
   78176.819882889700       0.22507099999999999        3.4887225508205689E-004   8.7810442000000002        7.0584999999999997E-003   10.189365216769277        10.001775132127252        10.554192411233563        9.4627934912391627        9.9252186656161197        10.483000580745854        10.863748878079969        11.238703598410142        9.9928540295926975        10.488557047256984        10.890147131899008        11.186147131899007        11.403463139186721        8.6794741354443641        9.9335833016395458        10.247876403945854        10.401557047256988        10.597827775210144        11.032665796026246        11.172177400628742        11.286053223828747        7.8953306861722741        8.5828571314737641     
   76928.098902314916       0.19608500000000001        3.6385122659328320E-004   8.7820570999999994        7.0502999999999998E-003   10.205495116981293        10.018188278193371        10.569602528915226        9.4806675492239840        9.9418521058203666        10.498880736761755        10.878938701623504        11.253859920295689        10.009237725600830        10.504216909134762        10.905523747922679        11.201523747922682        11.418373768476151        8.6971319508910589        9.9504664860399039        10.263752508361755        10.417216909134762        10.612988148695688        11.047899213359969        11.186808835664070        11.300680607264070        7.9164768171645790        8.6022256030352722     
   75705.076039056294       0.16725499999999999        3.7937021550624194E-004   8.7830458999999994        7.0422999999999996E-003   10.221284179251285        10.034256707745648        10.584688584976895        9.4981648883025365        9.9581343324356624        10.514425194459093        10.893810960622162        11.268697416584708        10.025275347643472        10.519547569769085        10.920575041274720        11.216575041274719        11.432970615392520        8.7144194481065931        9.9669933172278533        10.279293010859096        10.432547569769085        10.627829600184704        11.062800424363836        11.201130270498155        11.314998086898154        7.9371808679972347        8.6211866143497389     
   74506.643669252080       0.13858000000000001        3.9575270147531683E-004   8.7840027999999997        7.0345000000000000E-003   10.237171263210698        10.050405945676847        10.599875249412250        9.5156406991108398        9.9744193660741622        10.529888669809562        10.908861829350212        11.283555316077265        10.041405945676846        10.534973920678400        10.935653987343414        11.231555316077266        11.447776578146101        8.7318619620737472        9.9835180373403141        10.294851329875716        10.447875249412252        10.642776578146101        11.077592656011117        11.215579235613799        11.329102220938459        7.9581686799321396        8.6402940589341064     
   73334.274526740526       0.11009800000000000        4.1278331362553901E-004   8.7849328999999994        7.0270000000000003E-003   10.253270380571633        10.066743257266280        10.615270945287675        9.5331760695425789        9.9907898081633899        10.545317496184781        10.924224394725842        11.298511474395481        10.057743257266283        10.550604090382327        10.950844619490132        11.246511474395481        11.462937800193023        8.7496023962341933        10.000122953258041        10.310510909679435        10.463270945287674        10.657937800193023        11.092318060900828        11.230271510003719        11.342985401613545        7.9796532545486247        8.6597014995938633     
   72187.998393970571        8.1814999999999999E-002   4.3067782662305378E-004   8.7858476999999997        7.0196000000000000E-003   10.269032905923606        10.082738697044814        10.630345704959989        9.5503445591887477        10.006819340076792        10.560426347991967        10.939265062263285        11.313158156549555        10.073738697044814        10.565908105281196        10.965720556870760        11.261158156549556        11.477783304638784        8.7669697081720486        10.016381740398000        10.325845357513174        10.478345704959988        10.672783304638781        11.106739147028350        11.244658503996373        11.356588084039462        8.0006813317113412        8.6787003718524680     
   71067.330114101627        5.3735999999999999E-002   4.4943647638609718E-004   8.7867469000000007        7.0123000000000000E-003   10.284464526165651        10.098398047742828        10.645104924234113        9.5671523522762829        10.022513658484455        10.575220534975736        10.953989313827764        11.327500479421376        10.089398047742831        10.580891458211292        10.980287013398554        11.275500479421376        11.492318390256928        8.7839702640059070        10.032300192461635        10.340860081352917        10.493104924234112        10.687318390256928        11.120860933044197        11.258745322302572        11.369914641760351        8.0212608324407828        8.6972976373877895     
   69971.470336611063        2.5855000000000000E-002   4.6916733452428614E-004   8.7876297999999995        7.0051999999999996E-003   10.299570834853773        10.113732765919130        10.659548011123062        9.5836156225687059        10.037882426266711        10.589709083335995        10.968397492258338        11.341547152270641        10.104727059986450        10.595559422988421        10.994548011123063        11.289547152270641        11.506542305190385        8.8006156234627735        10.047893838132063        10.355558564135995        10.507558564135996        10.701552858203319        11.134706506778732        11.272530893325031        11.382990427380699        8.0414181507033984        8.7155116105766179     
   68900.282091577188       -1.8129999999999999E-003   4.8987069369678697E-004   8.7884978999999994        6.9982000000000004E-003   10.315352554155920        10.129946432919288        10.674472779829179        9.6010782324512700        10.054066555055234        10.605032789128495        10.983318788564459        11.356438910365126        10.120726489337605        10.610912666992549        11.009472779829180        11.304438910365127        11.521252836247497        8.8180782333453411        10.064506442218603        10.370878797528496        10.522878797528497        10.716658853946813        11.149931180736337        11.286812949084128        11.397579333191283        8.0627631040797159        8.7347176598628717     
