  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79765.483128457257      -0.20676400000000000        4.2813585009187705E-004   9.3176547999999997        4.1240000000000001E-003   11.091269872751297        10.896316776125605        11.467594270705188        10.317687547656970        10.822323122602420        11.389935244966651        11.780858543763649        12.163006128930881        10.899316776125605        11.396928898489833        11.807587924228372        12.109293853341217        12.331270401654063        9.5354232758278563        10.818617193489576        11.164688077453807        11.310928898489834        11.517564472541217        11.983705711566913        12.135417987156572        12.265212739546232        8.7877370568989299        9.4475386423558447     
   78860.767597978789      -0.22709799999999999        4.7452316729365405E-004   9.3181697000000003        4.1215999999999996E-003   11.102161985670701        10.907389832151104        11.477964153081921        10.329149267470275        10.833420896603535        11.400578601602525        11.791205767764765        12.173190949001516        10.910389832151104        11.407547537150094        11.817933088629488        12.119546486589286        12.341432563349084        9.5469076540167777        10.829807498643738        11.175419846042729        11.321547537150096        11.527819165389285        11.993773282508883        12.145417744921112        12.275152922533337        8.8025153273993908        9.4605095413953499     
   78037.617167552526      -0.24584700000000001        5.3020240418157982E-004   9.3186928000000009        4.1190999999999997E-003   11.112236225459714        10.917628702026203        11.487563173988821        10.339742346093686        10.843682622654779        11.410426660038553        11.800784024895524        12.182621155022328        10.920628702026203        11.417372739409981        11.827509253360247        12.129038243877002        12.350842005593758        9.5575214964163315        10.840153632138023        11.185348127121799        11.331372739409982        11.537313015077000        12.003096224910511        12.154679136055844        12.284361132001170        8.8161249292392405        9.4724749347743433     
   77300.980032741107      -0.26285100000000000        5.9701671991078346E-004   9.3192219999999999        4.1165999999999998E-003   11.121387288875329        10.926927092868780        11.496288833519042        10.349358320585683        10.853001825492850        11.419375427509220        11.809490989230252        12.191195253525589        10.929927092868780        11.426300694885150        11.836214100894974        12.137667310898248        12.359397408901518        9.5671561661038247        10.849548615489574        11.194368441505947        11.340300694885151        11.545944198898244        12.011573730904797        12.163101673532140        12.292737168159480        8.8284392987345406        9.4833181468000234     
   76649.618918638836      -0.27808400000000000        6.7713747359894681E-004   9.3197536000000003        4.1140999999999999E-003   11.129628634773068        10.935298710989342        11.504153857780976        10.358011357384536        10.861392191446063        11.427437986505380        11.817339392059528        12.198925752764699        10.938298710989342        11.434344506048662        11.844060377324253        12.145446324816119        12.367111286707980        9.5758258243353236        10.858006243954199        11.202494010213519        11.348344506048663        11.553725339216117        12.019218219799845        12.170697647748428        12.300293133297009        8.8394772446229215        9.4930554968601992     
   76100.410597527516      -0.29108699999999998        7.6874402132435192E-004   9.3202640999999993        4.1117000000000003E-003   11.136728697957350        10.942508615837843        11.510936431971759        10.365459107560655        10.868618216293738        11.434387365192498        11.824107888251140        12.205594401291263        10.945508615837843        11.441277764736606        11.850826831515866        12.152155816175620        12.373765857235368        9.5832876525106183        10.865289231633982        11.209496267732748        11.355277764736607        11.560436872575620        12.025813785495123        12.177252370610772        12.306815181326415        8.8489348195879796        9.5014166971830338     
   75577.931239947226      -0.30352699999999999        8.6828483272617522E-004   9.3207371000000006        4.1094000000000000E-003   11.143493275056823        10.949377688808834        11.517399258728826        10.372554585546819        10.875502810536869        11.441008827756843        11.830557085736071        12.211948948176815        10.952377688808834        11.447883706028808        11.857274137000793        12.158548981724788        12.380106774848780        9.5903967597689253        10.872227965812872        11.216168086232848        11.361883706028809        11.566831930124788        12.032098671172779        12.183498637624805        12.313030397676837        8.8579422739250511        9.5093810848049465     
   75109.868217797804      -0.31475999999999998        9.7577190092698629E-004   9.3211773999999998        4.1073999999999998E-003   11.149520845346773        10.955498871703215        11.523156573823821        10.378878859868392        10.881638098449580        11.446908322958480        11.836302057012732        12.217609128267378        10.958498871703215        11.453769096212115        11.863017347077454        12.164243624299234        12.385754611121010        9.5967333779088282        10.878411821227802        11.222112626536701        11.367769096212117        11.572528333899230        12.037696178742793        12.189061682710937        12.318566025079084        8.8659789928102430        9.5164834388458406     
   74717.098753171551      -0.32428200000000001        1.0916510965253111E-003   9.3215920000000008        4.1054000000000004E-003   11.154746718459078        10.960803298708447        11.528155527097409        10.384354111699531        10.886954584094871        11.452026765471457        11.841290610046260        12.222526210848043        10.963803298708447        11.458875480085032        11.868004241710983        12.169189583586300        12.390661293461617        9.6022190299800254        10.883769242219552        11.227268687596142        11.372875480085034        11.577475951586299        12.042560267336937        12.193896894598678        12.323378993860418        8.8728904578204411        9.5226110233267871     
   74381.340338046270      -0.33250099999999999        1.2163703444348641E-003   9.3219860000000008        4.1035000000000004E-003   11.159312836852811        10.965436568785202        11.532527538989408        10.389133761689683        10.891598354718971        11.456501080887994        11.845653697390917        12.226827919057017        10.968436568785203        11.463339294954226        11.872365753055641        12.173515943089443        12.394954077123247        9.6070076045175217        10.888448164685167        11.231775002854191        11.377339294954227        11.581803887089444        12.046816323157055        12.198128299124628        12.327592051092202        8.8788971853992127        9.5279478100753057     
