  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  	   	 	U      			 B       		V      			 	R    			I     		 	 J       		    H       			K 		     FUV    			 NUV
   79928.193986215061       0.17995500000000000        1.8912951401668464E-004   8.8883419000000004        6.4108000000000004E-003   10.381143398633984        10.193165706861048        10.746554894450018        9.6516905585592170        10.116725488639499        10.675129037431230        11.055995113006841        11.430987165647263        10.184711127436742        10.680569255652774        11.082546947425715        11.378546947425715        11.596526172044502        8.8686841452748304        10.124739849842257        10.439575669831228        10.593569255652774        10.790540533247263        11.227827417904201        11.366057231417447        11.479503863817445        8.0787784669134304        8.7692233590698301     
   78654.214821445610       0.15115899999999999        2.0238115152704949E-004   8.8892272999999999        6.4042999999999999E-003   10.397111496981834        10.209530550046976        10.761897012704138        9.6694386861377435        10.133206720253254        10.690842339946125        11.071220842833133        11.446070946468422        10.200937563217545        10.696166169739845        11.097747116674702        11.393747116674701        11.611358698632712        8.8863194260255352        10.141475877288967        10.455285430746121        10.609166169739845        10.805627855668424        11.242339091727542        11.380496554767570        11.493939645567570        8.0999738061254849        8.7884967200460746     
   77485.956783108501       0.12430900000000000        2.1628017176053050E-004   8.8900834000000000        6.3980000000000000E-003   10.411870639629729        10.224655188850363        10.776083620676847        9.6858299656393072        10.148436590516486        10.705367830986351        11.085302219346001        11.460020478433471        10.215933781873108        10.710586429320227        11.111801880099595        11.407801880099594        11.625078003390090        8.9026088984672533        10.156939399159864        10.469807497386352        10.623586429320227        10.819580812033468        11.255755178813317        11.393853787769459        11.507293454169460        8.1195275522745511        8.8062864847936453     
   76351.750766902245        9.7853999999999997E-002   2.3093446830534957E-004   8.8909210000000005        6.3918000000000004E-003   10.426228496767141        10.239369438557901        10.789887155171424        9.7017723607994064        10.163251480460382        10.719498846920523        11.099005113604221        11.473593821324805        10.230521830613760        10.724616805018044        11.125475863227280        11.421475863227279        11.638427855478184        8.9184540037909983        10.171981130307000        10.483935162920520        10.637616805018045        10.833157505324806        11.268801507506574        11.406850597687423        11.520286913687421        8.1385417336436738        8.8235865767731951     
   75111.078855594635        6.8569000000000005E-002   2.4634421018652119E-004   8.8917459000000001        6.3857000000000002E-003   10.441701494459387        10.255233666310385        10.804755545794862        9.7189789995674865        10.179224046517152        10.734723710230508        11.113765165923368        11.488210777965978        10.246246262288270        10.739733330023743        11.140201158172744        11.436201158172747        11.652799977337096        8.9355556038547874        10.188201830746031        10.499156726630510        10.652733330023743        10.847777761565979        11.282831121662177        11.420834789086101        11.534267805486103        8.1591106158591238        8.8422787222348411     
   73974.493457716337        4.1267999999999999E-002   2.6261734871806650E-004   8.8925570000000000        6.3797999999999997E-003   10.456888720366662        10.270664049675121        10.819273416441293        9.7356660538322526        10.194781004184042        10.749390370950215        11.128156462267652        11.502409940333299        10.261664049675124        10.754478517749751        11.154615041641753        11.450409940333300        11.667068315132836        8.9523244295258610        10.203986105492495        10.514025244258667        10.667273416441295        10.862068315132836        11.296775067024845        11.434658112515924        11.547735297317770        8.1794655944611687        8.8607366371939751     
   72932.651025567975        1.5831999999999999E-002   2.7975409841900499E-004   8.8933526999999994        6.3739000000000001E-003   10.471068529925009        10.285055410519899        10.832828120540352        9.7512130250461198        10.209292498565755        10.763065208586212        11.141591032829766        11.515664858196441        10.276055410519898        10.768241590335236        11.168078327991328        11.463664858196442        11.680414650745465        8.9679628184892124        10.218705968360641        10.527905267581097        10.680828120540351        10.875414650745462        11.309824799201554        11.447587711155688        11.560308773359591        8.1984315136073960        8.8779473734992784     
   71837.465240049729       -1.1235999999999999E-002   2.9786247812108968E-004   8.8941373000000006        6.3682000000000001E-003   10.485803376266563        10.300012432418551        10.846905855410593        9.7673865392615973        10.224377103795717        10.777270526787756        11.155541184368705        11.529428963683777        10.291012432418551        10.782538362362583        11.182061470635769        11.477428963683778        11.694273348458601        8.9842309249304932        10.234009610747709        10.542326484539746        10.694905855410592        10.889273348458602        11.323373005931789        11.461008334554624        11.573360443055318        8.2181979377623335        8.8958700465715843     
   70726.147106019562       -3.9091000000000001E-002   3.1715836334709026E-004   8.8949090000000002        6.3625000000000001E-003   10.500726951408748        10.315161357987542        10.861162639672358        9.7837713937866653        10.239656813786755        10.791658095471572        11.169667184208425        11.543368918313977        10.306161357987545        10.797017410251154        11.196223688892776        11.491368918313977        11.708307869093563        9.0007103454603197        10.249511584365553        10.556933230050365        10.709162639672360        10.903307869093563        11.337093783735181        11.474598327935968        11.586581432817631        8.2382274027210549        8.9140299233111016     
   69707.418556186720       -6.5050999999999998E-002   3.3742647440649878E-004   8.8956669000000002        6.3569999999999998E-003   10.514801424646864        10.329501124824391        10.874567359491815        9.7992354585173640        10.254049696878861        10.805232964123805        11.182984692227093        11.556533263946280        10.320442608535631        10.810684392069343        11.209567359491816        11.504533263946280        11.721508843203052        9.0162354594114351        10.264166729456383        10.570650296523807        10.722650296523804        10.916591780235043        11.350130677487206        11.487391810625526        11.599120463820919        8.2571575129546932        8.9311550176670682     
