logg,log(teff),mWD,TpreWD(gyr),R(Rsun),core,log(L),Mzams,Gaia_G,Gaia_BP,Gaia_RP,teff
7.5,4.9,0.532,0.00028,0.02157,CO,1.219,1.414,7.5073,7.2331,7.8488,79432.82347242821
7.5,4.88,0.528,0.00035,0.021474,CO,1.135,1.31,7.5651,7.2927,7.9029,75857.75750291836
7.5,4.86,0.523,0.00043,0.021357,CO,1.052,1.201,7.6252,7.3544,7.9602,72443.59600749906
7.5,4.84,0.518,0.00054,0.021222,CO,0.968,1.087,7.6879,7.4185,8.0204,69183.09709189362
7.6,4.9,0.55,0.00034,0.019475,CO,1.133,1.81,7.7295,7.4553,8.071,79432.82347242821
7.6,4.88,0.542,0.00043,0.019322,CO,1.047,1.66,7.7944,7.5221,8.1323,75857.75750291836
7.6,4.86,0.538,0.00053,0.019285,CO,0.964,1.568,7.8469,7.5761,8.1819,72443.59600749906
7.6,4.84,0.535,0.00064,0.019232,CO,0.881,1.475,7.9017,7.6323,8.2342,69183.09709189362
7.6,4.82,0.53,0.00077,0.019161,CO,0.798,1.375,7.9592,7.6912,8.289,66069.34480075965
7.6,4.8,0.526,0.00093,0.019074,CO,0.714,1.272,8.0189,7.7523,8.347,63095.7344480193
7.6,4.78,0.522,0.00112,0.018978,CO,0.63,1.166,8.0803,7.8149,8.4071,60255.95860743581
7.6,4.76,0.517,0.00135,0.018876,CO,0.547,1.059,8.159,7.898,8.4785,57543.993733715666
7.7,4.9,0.578,0.00036,0.017797,CO,1.055,2.382,7.9253,7.6511,8.2668,79432.82347242821
7.7,4.88,0.572,0.00045,0.017711,CO,0.97,2.26,7.9837,7.7113,8.3215,75857.75750291836
7.7,4.86,0.566,0.00056,0.017615,CO,0.886,2.135,8.0436,7.7728,8.3786,72443.59600749906
7.7,4.84,0.56,0.00069,0.017511,CO,0.801,2.005,8.1054,7.8361,8.4379,69183.09709189362
7.7,4.82,0.553,0.00084,0.017401,CO,0.716,1.873,8.1684,7.9005,8.4982,66069.34480075965
7.7,4.8,0.546,0.00102,0.017287,CO,0.63,1.738,8.2325,7.9659,8.5606,63095.7344480193
7.7,4.78,0.541,0.00122,0.0172,CO,0.546,1.623,8.2939,8.0285,8.6207,60255.95860743581
7.7,4.76,0.537,0.00143,0.017159,CO,0.463,1.543,8.3637,8.1022,8.6842,57543.993733715666
7.7,4.74,0.534,0.00167,0.017109,CO,0.38,1.459,8.408,8.1467,8.7288,54954.08738576248
7.7,4.72,0.53,0.00195,0.017052,CO,0.297,1.373,8.456,8.1955,8.7756,52480.74602497723
7.7,4.7,0.527,0.00228,0.01699,CO,0.214,1.287,8.5196,8.2602,8.8377,50118.72336272725
7.7,4.68,0.523,0.00265,0.016927,CO,0.132,1.202,8.6517,8.3947,8.9676,47863.0092322638
7.7,4.66,0.52,0.00307,0.016862,CO,0.049,1.116,8.9036,8.6588,9.2027,45708.818961487515
7.7,4.64,0.516,0.00356,0.016796,CO,-0.034,1.03,9.0459,8.8107,9.3291,43651.58322401656
7.8,4.9,0.613,0.00039,0.016369,CO,0.98,2.866,8.1071,7.833,8.4486,79432.82347242821
7.8,4.88,0.607,0.00048,0.016271,CO,0.895,2.784,8.1678,7.8955,8.5057,75857.75750291836
7.8,4.86,0.6,0.00058,0.016172,CO,0.811,2.702,8.2293,7.9585,8.5643,72443.59600749906
7.8,4.84,0.594,0.0007,0.016072,CO,0.726,2.62,8.2916,8.0222,8.624,69183.09709189362
7.8,4.82,0.587,0.00083,0.015975,CO,0.642,2.54,8.3541,8.0862,8.6839,66069.34480075965
7.8,4.8,0.582,0.00099,0.015895,CO,0.558,2.448,8.4148,8.1482,8.7429,63095.7344480193
7.8,4.78,0.576,0.00118,0.015829,CO,0.474,2.344,8.4744,8.209,8.8011,60255.95860743581
7.8,4.76,0.571,0.00139,0.01576,CO,0.39,2.241,8.5464,8.2844,8.868,57543.993733715666
7.8,4.74,0.566,0.00164,0.015689,CO,0.306,2.138,8.5932,8.3316,8.9144,54954.08738576248
7.8,4.72,0.561,0.00191,0.015617,CO,0.222,2.036,8.6453,8.3846,8.9652,52480.74602497723
7.8,4.7,0.556,0.00222,0.015547,CO,0.138,1.938,8.7149,8.4554,9.033,50118.72336272725
7.8,4.68,0.552,0.00257,0.01548,CO,0.054,1.844,8.8708,8.6145,9.1858,47863.0092322638
7.8,4.66,0.547,0.00296,0.015414,CO,-0.029,1.752,9.1127,8.8693,9.4086,45708.818961487515
7.8,4.64,0.542,0.00341,0.015348,CO,-0.113,1.661,9.2504,9.0162,9.5313,43651.58322401656
7.8,4.62,0.54,0.0039,0.015312,CO,-0.195,1.595,9.3597,9.1328,9.6287,41686.93834703355
7.8,4.6,0.537,0.00446,0.015278,CO,-0.277,1.534,9.4577,9.2374,9.716,39810.71705534969
7.8,4.58,0.534,0.00511,0.015242,CO,-0.359,1.473,9.5489,9.335,9.7972,38018.93963205613
7.8,4.56,0.532,0.00586,0.015206,CO,-0.441,1.411,9.6353,9.4277,9.874,36307.8054770101
7.8,4.54,0.529,0.00673,0.015169,CO,-0.523,1.349,9.7184,9.5169,9.9475,34673.685045253165
7.8,4.52,0.527,0.00774,0.015132,CO,-0.605,1.29,9.7985,9.6032,10.018,33113.112148259075
7.8,4.5,0.524,0.00892,0.015096,CO,-0.687,1.232,9.8769,9.6878,10.0863,31622.776601683792
7.8,4.48,0.522,0.01032,0.01506,CO,-0.769,1.175,9.9534,9.7708,10.1521,30199.51720402019
7.8,4.46,0.52,0.01196,0.015025,CO,-0.851,1.12,10.0271,9.851,10.2144,28840.31503126606
7.8,4.44,0.518,0.01391,0.014993,CO,-0.933,1.068,10.0954,9.9254,10.2714,27542.28703338169
7.8,4.42,0.515,0.01628,0.01496,CO,-1.015,1.018,10.1554,9.9908,10.3217,26302.679918953814
7.9,4.9,0.65,0.00043,0.015006,CO,0.906,3.326,8.296,8.0219,8.6375,79432.82347242821
7.9,4.88,0.645,0.00052,0.014946,CO,0.822,3.257,8.3522,8.0799,8.6901,75857.75750291836
7.9,4.86,0.639,0.00062,0.014884,CO,0.738,3.189,8.4095,8.1387,8.7445,72443.59600749906
7.9,4.84,0.634,0.00073,0.01482,CO,0.654,3.121,8.4677,8.1983,8.8001,69183.09709189362
7.9,4.82,0.629,0.00086,0.014756,CO,0.571,3.056,8.5265,8.2586,8.8563,66069.34480075965
7.9,4.8,0.623,0.001,0.014692,CO,0.487,2.991,8.5857,8.3191,8.9138,63095.7344480193
7.9,4.78,0.618,0.00117,0.014629,CO,0.403,2.929,8.6635,8.4018,8.9838,60255.95860743581
7.9,4.76,0.614,0.00136,0.014567,CO,0.32,2.867,8.7146,8.4523,9.0371,57543.993733715666
7.9,4.74,0.609,0.00157,0.014506,CO,0.237,2.807,8.7607,8.4989,9.0823,54954.08738576248
7.9,4.72,0.604,0.00181,0.014447,CO,0.153,2.749,8.8133,8.5524,9.1333,52480.74602497723
7.9,4.7,0.6,0.00209,0.01439,CO,0.07,2.693,8.8865,8.627,9.2046,50118.72336272725
7.9,4.68,0.595,0.00239,0.014337,CO,-0.013,2.64,9.0657,8.8104,9.3791,47863.0092322638
7.9,4.66,0.591,0.00274,0.014283,CO,-0.096,2.587,9.2911,9.049,9.5839,45708.818961487515
7.9,4.64,0.587,0.00314,0.014231,CO,-0.178,2.536,9.423,9.1896,9.7014,43651.58322401656
7.9,4.62,0.583,0.00359,0.014184,CO,-0.261,2.482,9.5324,9.3063,9.7992,41686.93834703355
7.9,4.6,0.58,0.00411,0.014144,CO,-0.344,2.414,9.6305,9.411,9.8867,39810.71705534969
7.9,4.58,0.577,0.00471,0.014105,CO,-0.426,2.348,9.7219,9.5087,9.9682,38018.93963205613
7.9,4.56,0.573,0.00539,0.014066,CO,-0.509,2.284,9.8085,9.6015,10.0451,36307.8054770101
7.9,4.54,0.57,0.00618,0.014028,CO,-0.591,2.222,9.8915,9.6906,10.1185,34673.685045253165
7.9,4.52,0.567,0.00709,0.013992,CO,-0.673,2.163,9.9768,9.7826,10.193,33113.112148259075
7.9,4.5,0.565,0.00814,0.013956,CO,-0.756,2.104,10.0505,9.8622,10.2575,31622.776601683792
7.9,4.48,0.562,0.00939,0.01392,CO,-0.838,2.047,10.1268,9.9449,10.3227,30199.51720402019
7.9,4.46,0.559,0.01087,0.013886,CO,-0.92,1.992,10.199,10.0235,10.3834,28840.31503126606
7.9,4.44,0.556,0.01264,0.013853,CO,-1.002,1.94,10.2648,10.0953,10.4383,27542.28703338169
7.9,4.42,0.554,0.0148,0.013821,CO,-1.084,1.889,10.3214,10.1569,10.4858,26302.679918953814
7.9,4.4,0.551,0.01749,0.01379,CO,-1.166,1.839,10.3654,10.2046,10.5232,25118.864315095823
7.9,4.38,0.549,0.02084,0.01376,CO,-1.248,1.79,10.3984,10.2401,10.5513,23988.329190194898
7.9,4.36,0.546,0.02509,0.013727,CO,-1.33,1.738,10.4264,10.2701,10.5754,22908.676527677748
7.9,4.34,0.544,0.03035,0.013694,CO,-1.412,1.686,10.4595,10.3055,10.6038,21877.616239495517
7.9,4.32,0.541,0.03723,0.013666,CO,-1.493,1.638,10.5141,10.3641,10.6509,20892.96130854041
7.9,4.3,0.54,0.04647,0.013646,CO,-1.575,1.598,10.5836,10.4383,10.7116,19952.62314968879
7.9,4.28,0.538,0.05813,0.013626,CO,-1.656,1.56,10.6633,10.5225,10.7822,19054.607179632483
7.9,4.26,0.537,0.0725,0.013606,CO,-1.737,1.523,10.7513,10.6149,10.8612,18197.008586099826
7.9,4.24,0.535,0.08979,0.013588,CO,-1.819,1.487,10.8461,10.7143,10.9465,17378.00828749376
7.9,4.22,0.534,0.11016,0.01357,CO,-1.9,1.454,10.9461,10.8193,11.0363,16595.869074375598
7.9,4.2,0.532,0.13373,0.013554,CO,-1.981,1.422,11.0487,10.9275,11.1274,15848.93192461114
7.9,4.18,0.531,0.1604,0.013538,CO,-2.062,1.393,11.1519,11.0375,11.2177,15135.612484362071
7.9,4.16,0.53,0.19008,0.013523,CO,-2.143,1.365,11.2546,11.148,11.3062,14454.39770745928
7.9,4.14,0.529,0.22285,0.013509,CO,-2.224,1.339,11.3575,11.2599,11.3934,13803.842646028837
7.9,4.12,0.528,0.25864,0.013496,CO,-2.305,1.315,11.4605,11.3731,11.4796,13182.567385564074
7.9,4.1,0.527,0.2977,0.013483,CO,-2.385,1.292,11.565,11.4889,11.566,12589.254117941662
7.9,4.08,0.526,0.34047,0.013471,CO,-2.466,1.27,11.6713,11.6077,11.6525,12022.644346174131
7.9,4.06,0.525,0.38761,0.01346,CO,-2.547,1.248,11.7819,11.7319,11.7424,11481.536214968817
7.9,4.04,0.524,0.44028,0.013448,CO,-2.628,1.226,11.8982,11.8625,11.8371,10964.78196143185
7.9,4.02,0.523,0.50074,0.013436,CO,-2.708,1.204,12.0175,11.9977,11.9328,10471.285480508985
7.9,4.0,0.522,0.57338,0.013423,CO,-2.789,1.181,12.1322,12.1306,12.0214,10000.0
7.9,3.98,0.521,0.6656,0.013409,CO,-2.87,1.156,12.2614,12.2784,12.1239,9549.92586021436
7.9,3.96,0.52,0.78238,0.013396,CO,-2.951,1.131,12.3968,12.4337,12.2315,9120.108393559096
7.9,3.94,0.519,0.91907,0.013383,CO,-3.032,1.108,12.5377,12.5962,12.3427,8709.635899560806
7.9,3.92,0.518,1.07077,0.013372,CO,-3.112,1.088,12.6837,12.765,12.4583,8317.63771102671
7.9,3.9,0.518,1.23102,0.013363,CO,-3.193,1.072,12.8333,12.9391,12.5761,7943.282347242814
7.9,3.88,0.517,1.39597,0.013355,CO,-3.273,1.058,12.991,13.1228,12.7011,7585.775750291836
7.9,3.86,0.517,1.56672,0.01335,CO,-3.354,1.048,13.1568,13.3161,12.8335,7244.359600749898
7.9,3.84,0.516,1.74882,0.013344,CO,-3.434,1.038,13.3539,13.5515,12.9854,6918.309709189362
7.9,3.82,0.516,1.99288,0.01334,CO,-3.514,1.03,13.5252,13.7526,13.123,6606.934480075957
7.9,3.8,0.516,2.25341,0.013337,CO,-3.595,1.024,13.6987,13.9575,13.2625,6309.57344480193
7.9,3.78,0.515,2.51541,0.013334,CO,-3.675,1.019,13.8798,14.1726,13.4081,6025.595860743575
7.9,3.76,0.515,2.76208,0.013331,CO,-3.755,1.014,14.0703,14.3998,13.5621,5754.399373371566
7.9,3.74,0.515,3.0129,0.013329,CO,-3.835,1.011,14.262,14.6295,13.7176,5495.408738576249
7.9,3.72,0.515,3.27143,0.013327,CO,-3.915,1.007,14.4594,14.8664,13.8791,5248.074602497728
7.9,3.7,0.515,3.52729,0.013326,CO,-3.995,1.005,14.6661,15.1151,14.0494,5011.872336272725
7.9,3.68,0.515,3.794,0.013325,CO,-4.075,1.002,14.8704,15.3614,14.2195,4786.300923226385
8.0,4.9,0.692,0.00047,0.013792,CO,0.833,3.591,8.4793,8.2052,8.8208,79432.82347242821
8.0,4.88,0.686,0.00055,0.013731,CO,0.749,3.572,8.5365,8.2642,8.8743,75857.75750291836
8.0,4.86,0.681,0.00064,0.013672,CO,0.666,3.555,8.5939,8.3231,8.9289,72443.59600749906
8.0,4.84,0.676,0.00075,0.013616,CO,0.583,3.538,8.6517,8.3823,8.9841,69183.09709189362
8.0,4.82,0.671,0.00087,0.013562,CO,0.499,3.522,8.7096,8.4417,9.0394,66069.34480075965
8.0,4.8,0.666,0.00101,0.013511,CO,0.417,3.507,8.7677,8.5011,9.0958,63095.7344480193
8.0,4.78,0.662,0.00117,0.013469,CO,0.334,3.472,8.8406,8.5781,9.1627,60255.95860743581
8.0,4.76,0.658,0.00134,0.013433,CO,0.251,3.423,8.8876,8.6249,9.2106,57543.993733715666
8.0,4.74,0.654,0.00153,0.013396,CO,0.168,3.376,8.9309,8.6689,9.2527,54954.08738576248
8.0,4.72,0.651,0.00175,0.01336,CO,0.086,3.331,8.9823,8.7213,9.3024,52480.74602497723
8.0,4.7,0.647,0.002,0.013324,CO,0.003,3.286,9.0588,8.7993,9.3766,50118.72336272725
8.0,4.68,0.644,0.00229,0.013289,CO,-0.079,3.243,9.2615,9.0076,9.5722,47863.0092322638
8.0,4.66,0.64,0.00261,0.013253,CO,-0.161,3.2,9.4659,9.225,9.7557,45708.818961487515
8.0,4.64,0.637,0.00298,0.013219,CO,-0.244,3.159,9.5915,9.3591,9.8675,43651.58322401656
8.0,4.62,0.634,0.0034,0.013185,CO,-0.326,3.119,9.6975,9.4721,9.962,41686.93834703355
8.0,4.6,0.631,0.00388,0.013152,CO,-0.408,3.08,9.7936,9.5748,10.0477,39810.71705534969
8.0,4.58,0.628,0.00444,0.01312,CO,-0.49,3.042,9.8835,9.671,10.1277,38018.93963205613
8.0,4.56,0.625,0.00509,0.013089,CO,-0.572,3.006,9.9686,9.7623,10.2031,36307.8054770101
8.0,4.54,0.622,0.00586,0.013059,CO,-0.654,2.971,10.0513,9.8512,10.2759,34673.685045253165
8.0,4.52,0.619,0.00676,0.013029,CO,-0.736,2.937,10.1301,9.9361,10.3449,33113.112148259075
8.0,4.5,0.616,0.00784,0.013001,CO,-0.818,2.904,10.2073,10.0197,10.4116,31622.776601683792
8.0,4.48,0.614,0.00915,0.012973,CO,-0.9,2.872,10.2816,10.1005,10.4747,30199.51720402019
8.0,4.46,0.611,0.01077,0.012946,CO,-0.981,2.841,10.3507,10.1758,10.5325,28840.31503126606
8.0,4.44,0.609,0.01283,0.012921,CO,-1.063,2.811,10.4126,10.2433,10.5839,27542.28703338169
8.0,4.42,0.607,0.01548,0.012895,CO,-1.145,2.782,10.4647,10.3,10.6275,26302.679918953814
8.0,4.4,0.604,0.01894,0.012871,CO,-1.226,2.754,10.5049,10.3436,10.6615,25118.864315095823
8.0,4.38,0.602,0.02353,0.012846,CO,-1.308,2.726,10.5356,10.3768,10.6876,23988.329190194898
8.0,4.36,0.6,0.02949,0.01282,CO,-1.39,2.695,10.5628,10.406,10.7109,22908.676527677748
8.0,4.34,0.597,0.03714,0.012794,CO,-1.471,2.665,10.5997,10.4456,10.7425,21877.616239495517
8.0,4.32,0.595,0.0469,0.012769,CO,-1.553,2.637,10.6582,10.5083,10.7931,20892.96130854041
8.0,4.3,0.593,0.05913,0.012746,CO,-1.634,2.609,10.7309,10.5856,10.8569,19952.62314968879
8.0,4.28,0.591,0.07413,0.012723,CO,-1.716,2.583,10.8126,10.6719,10.9298,19054.607179632483
8.0,4.26,0.589,0.09214,0.012701,CO,-1.797,2.558,10.9024,10.766,11.0108,18197.008586099826
8.0,4.24,0.587,0.11331,0.012681,CO,-1.878,2.535,10.9984,10.8664,11.0979,17378.00828749376
8.0,4.22,0.585,0.13775,0.012662,CO,-1.96,2.513,11.0992,10.9722,11.1887,16595.869074375598
8.0,4.2,0.584,0.16534,0.012645,CO,-2.041,2.489,11.1986,11.077,11.2773,15848.93192461114
8.0,4.18,0.582,0.19609,0.01263,CO,-2.122,2.461,11.3048,11.1902,11.3702,15135.612484362071
8.0,4.16,0.581,0.23003,0.012616,CO,-2.203,2.435,11.4073,11.3006,11.4584,14454.39770745928
8.0,4.14,0.58,0.26745,0.012603,CO,-2.284,2.411,11.5095,11.4118,11.5453,13803.842646028837
8.0,4.12,0.579,0.30869,0.01259,CO,-2.365,2.388,11.6122,11.5247,11.6312,13182.567385564074
8.0,4.1,0.578,0.35429,0.012578,CO,-2.446,2.366,11.7165,11.6402,11.7174,12589.254117941662
8.0,4.08,0.576,0.40493,0.012567,CO,-2.526,2.344,11.8227,11.759,11.8039,12022.644346174131
8.0,4.06,0.575,0.46161,0.012555,CO,-2.607,2.323,11.9329,11.8828,11.8935,11481.536214968817
8.0,4.04,0.574,0.52588,0.012544,CO,-2.688,2.302,12.0487,12.0129,11.9877,10964.78196143185
8.0,4.02,0.573,0.60094,0.012532,CO,-2.769,2.281,12.1695,12.1497,12.0848,10471.285480508985
8.0,4.0,0.572,0.69249,0.01252,CO,-2.85,2.258,12.2836,12.2819,12.1727,10000.0
8.0,3.98,0.571,0.80843,0.012507,CO,-2.931,2.235,12.4131,12.4299,12.276,9549.92586021436
8.0,3.96,0.57,0.95075,0.012494,CO,-3.011,2.212,12.5483,12.5853,12.3829,9120.108393559096
8.0,3.94,0.569,1.11283,0.012483,CO,-3.092,2.191,12.6885,12.7471,12.4933,8709.635899560806
8.0,3.92,0.568,1.28937,0.012473,CO,-3.173,2.174,12.8331,12.9144,12.6078,8317.63771102671
8.0,3.9,0.567,1.47301,0.012466,CO,-3.253,2.16,12.985,13.0909,12.7275,7943.282347242814
8.0,3.88,0.567,1.66484,0.012459,CO,-3.334,2.149,13.1431,13.2752,12.8528,7585.775750291836
8.0,3.86,0.566,1.87362,0.012454,CO,-3.414,2.14,13.3091,13.4688,12.9852,7244.359600749898
8.0,3.84,0.566,2.13496,0.01245,CO,-3.495,2.132,13.5061,13.7038,13.1373,6918.309709189362
8.0,3.82,0.566,2.42266,0.012446,CO,-3.575,2.125,13.6756,13.9028,13.2736,6606.934480075957
8.0,3.8,0.565,2.70556,0.012444,CO,-3.655,2.12,13.8477,14.106,13.4119,6309.57344480193
8.0,3.78,0.565,2.99079,0.012441,CO,-3.735,2.115,14.033,14.326,13.561,6025.595860743575
8.0,3.76,0.565,3.27767,0.012439,CO,-3.815,2.112,14.2228,14.5522,13.7145,5754.399373371566
8.0,3.74,0.565,3.6,0.012437,CO,-3.895,2.108,14.4169,14.7848,13.8718,5495.408738576249
8.0,3.72,0.565,3.90704,0.012435,CO,-3.976,2.105,14.6151,15.0227,14.034,5248.074602497728
8.0,3.7,0.564,4.2196,0.012434,CO,-4.056,2.103,14.8224,15.2722,14.2049,5011.872336272725
8.0,3.68,0.564,4.52821,0.012433,CO,-4.136,2.101,15.0273,15.5192,14.3753,4786.300923226385
8.0,3.66,0.564,4.83188,0.012432,CO,-4.216,2.099,15.2403,15.7767,14.5538,4570.881896148751
8.0,3.64,0.564,5.11592,0.012431,CO,-4.296,2.098,15.4555,16.0373,14.7356,4365.158322401661
8.0,3.62,0.564,5.40191,0.01243,CO,-4.376,2.096,15.6756,16.3046,14.923,4168.693834703355
8.0,3.6,0.564,5.69457,0.01243,CO,-4.456,2.095,15.8971,16.5741,15.1131,3981.0717055349733
8.0,3.58,0.564,5.97768,0.012429,CO,-4.536,2.094,16.1213,16.8473,15.3071,3801.8939632056126
8.0,3.56,0.564,6.25138,0.012429,CO,-4.616,2.093,16.3476,17.1236,15.5044,3630.780547701014
8.0,3.54,0.564,6.5188,0.012428,CO,-4.696,2.093,16.5743,17.4011,15.7035,3467.368504525317
8.0,3.52,0.564,6.78223,0.012428,CO,-4.776,2.092,16.8028,17.6807,15.9058,3311.311214825911
8.0,3.5,0.564,7.04508,0.012428,CO,-4.856,2.092,17.0364,17.9676,16.1136,3162.2776601683795
8.0,3.48,0.564,7.30984,0.012428,CO,-4.936,2.091,17.273,18.259,16.3252,3019.9517204020162
8.0,3.46,0.564,7.57936,0.012428,CO,-5.016,2.091,17.5043,18.5445,16.5333,2884.031503126606
8.0,3.44,0.564,7.85535,0.012428,CO,-5.096,2.091,17.7432,18.8392,16.7499,2754.2287033381663
8.0,3.42,0.564,8.13892,0.012428,CO,-5.176,2.091,17.9898,19.1452,16.9741,2630.2679918953813
8.0,3.4,0.564,8.42935,0.012428,CO,-5.256,2.091,18.2244,19.4369,17.1885,2511.88643150958
8.1,4.9,0.737,0.00049,0.012668,CO,0.76,3.736,8.6639,8.3898,9.0054,79432.82347242821
8.1,4.88,0.732,0.00057,0.012631,CO,0.677,3.721,8.7177,8.4454,9.0555,75857.75750291836
8.1,4.86,0.728,0.00066,0.012595,CO,0.595,3.706,8.7722,8.5014,9.1071,72443.59600749906
8.1,4.84,0.723,0.00076,0.01256,CO,0.512,3.693,8.827,8.5576,9.1594,69183.09709189362
8.1,4.82,0.719,0.00087,0.012526,CO,0.43,3.68,8.8822,8.6143,9.212,66069.34480075965
8.1,4.8,0.716,0.00099,0.012493,CO,0.347,3.667,8.9378,8.6711,9.2659,63095.7344480193
8.1,4.78,0.712,0.00114,0.012459,CO,0.265,3.655,9.011,8.7479,9.3343,60255.95860743581
8.1,4.76,0.708,0.00129,0.012427,CO,0.183,3.643,9.0534,8.7905,9.3767,57543.993733715666
8.1,4.74,0.705,0.00147,0.012396,CO,0.1,3.632,9.097,8.8349,9.419,54954.08738576248
8.1,4.72,0.701,0.00168,0.012365,CO,0.018,3.621,9.1501,8.889,9.4702,52480.74602497723
8.1,4.7,0.698,0.00191,0.012336,CO,-0.064,3.611,9.2335,8.9742,9.5508,50118.72336272725
8.1,4.68,0.695,0.00217,0.012307,CO,-0.146,3.6,9.457,9.2048,9.7643,47863.0092322638
8.1,4.66,0.692,0.00247,0.012279,CO,-0.228,3.59,9.6432,9.4035,9.93,45708.818961487515
8.1,4.64,0.689,0.00281,0.012252,CO,-0.309,3.581,9.7644,9.5328,10.0378,43651.58322401656
8.1,4.62,0.686,0.00321,0.012226,CO,-0.391,3.572,9.8678,9.6432,10.13,41686.93834703355
8.1,4.6,0.683,0.00367,0.0122,CO,-0.473,3.563,9.9621,9.744,10.2139,39810.71705534969
8.1,4.58,0.681,0.00421,0.012175,CO,-0.554,3.554,10.0502,9.8384,10.2921,38018.93963205613
8.1,4.56,0.678,0.00485,0.012152,CO,-0.636,3.546,10.1339,9.9283,10.3662,36307.8054770101
8.1,4.54,0.676,0.00561,0.012129,CO,-0.718,3.538,10.2227,10.024,10.4433,34673.685045253165
8.1,4.52,0.673,0.00654,0.012106,CO,-0.799,3.53,10.2929,10.0997,10.5052,33113.112148259075
8.1,4.5,0.671,0.0077,0.012084,CO,-0.881,3.522,10.3688,10.182,10.5704,31622.776601683792
8.1,4.48,0.669,0.00915,0.012064,CO,-0.962,3.515,10.4405,10.2601,10.6307,30199.51720402019
8.1,4.46,0.666,0.01103,0.012044,CO,-1.043,3.508,10.506,10.3316,10.6852,28840.31503126606
8.1,4.44,0.664,0.01351,0.012024,CO,-1.125,3.501,10.5639,10.3947,10.7332,27542.28703338169
8.1,4.42,0.662,0.01697,0.012006,CO,-1.206,3.478,10.6114,10.4465,10.7728,26302.679918953814
8.1,4.4,0.66,0.02178,0.011989,CO,-1.287,3.454,10.6478,10.486,10.8034,25118.864315095823
8.1,4.38,0.658,0.02847,0.011972,CO,-1.369,3.43,10.6763,10.5168,10.8275,23988.329190194898
8.1,4.36,0.656,0.03746,0.011953,CO,-1.45,3.404,10.703,10.5455,10.8502,22908.676527677748
8.1,4.34,0.654,0.04904,0.011935,CO,-1.531,3.379,10.7444,10.5902,10.8856,21877.616239495517
8.1,4.32,0.653,0.06319,0.011918,CO,-1.613,3.355,10.8052,10.6554,10.9382,20892.96130854041
8.1,4.3,0.651,0.08011,0.011901,CO,-1.694,3.333,10.879,10.7339,11.0032,19952.62314968879
8.1,4.28,0.649,0.09978,0.011885,CO,-1.775,3.311,10.9611,10.8204,11.0767,19054.607179632483
8.1,4.26,0.647,0.12217,0.011871,CO,-1.856,3.291,11.0509,10.9145,11.1582,18197.008586099826
8.1,4.24,0.646,0.14726,0.011857,CO,-1.937,3.273,11.1471,11.0149,11.2456,17378.00828749376
8.1,4.22,0.645,0.17523,0.011844,CO,-2.018,3.256,11.2474,11.1201,11.3361,16595.869074375598
8.1,4.2,0.643,0.20621,0.011832,CO,-2.099,3.24,11.3426,11.2204,11.4214,15848.93192461114
8.1,4.18,0.642,0.24043,0.011821,CO,-2.18,3.225,11.4433,11.3278,11.5097,15135.612484362071
8.1,4.16,0.641,0.27818,0.011811,CO,-2.261,3.211,11.5486,11.4414,11.6002,14454.39770745928
8.1,4.14,0.64,0.31993,0.011801,CO,-2.342,3.198,11.6534,11.5556,11.689,13803.842646028837
8.1,4.12,0.639,0.36623,0.011792,CO,-2.422,3.186,11.7552,11.6675,11.7742,13182.567385564074
8.1,4.1,0.638,0.41784,0.011783,CO,-2.503,3.174,11.8588,11.7824,11.8598,12589.254117941662
8.1,4.08,0.637,0.4756,0.011775,CO,-2.584,3.163,11.9643,11.9006,11.9456,12022.644346174131
8.1,4.06,0.636,0.54077,0.011766,CO,-2.664,3.152,12.0741,12.0238,12.0347,11481.536214968817
8.1,4.04,0.635,0.61568,0.011758,CO,-2.745,3.14,12.1901,12.1544,12.1289,10964.78196143185
8.1,4.02,0.634,0.7052,0.011749,CO,-2.825,3.128,12.3103,12.2904,12.2256,10471.285480508985
8.1,4.0,0.633,0.81638,0.011739,CO,-2.906,3.116,12.4237,12.4221,12.3127,10000.0
8.1,3.98,0.632,0.9578,0.01173,CO,-2.987,3.103,12.5529,12.5698,12.4154,9549.92586021436
8.1,3.96,0.631,1.12802,0.01172,CO,-3.068,3.091,12.6871,12.7242,12.5214,9120.108393559096
8.1,3.94,0.631,1.32142,0.011712,CO,-3.148,3.08,12.8276,12.8864,12.6321,8709.635899560806
8.1,3.92,0.63,1.52915,0.011705,CO,-3.229,3.071,12.9722,13.0537,12.7464,8317.63771102671
8.1,3.9,0.629,1.746,0.0117,CO,-3.309,3.063,13.1238,13.2299,12.8662,7943.282347242814
8.1,3.88,0.629,2.014,0.011695,CO,-3.389,3.057,13.2822,13.4146,12.9914,7585.775750291836
8.1,3.86,0.628,2.29913,0.011691,CO,-3.47,3.052,13.4455,13.6049,13.1219,7244.359600749898
8.1,3.84,0.628,2.60723,0.011688,CO,-3.55,3.048,13.6463,13.8443,13.2771,6918.309709189362
8.1,3.82,0.628,2.91737,0.011685,CO,-3.63,3.044,13.8078,14.0337,13.4072,6606.934480075957
8.1,3.8,0.627,3.22411,0.011683,CO,-3.71,3.042,13.9876,14.2462,13.5513,6309.57344480193
8.1,3.78,0.627,3.5391,0.011682,CO,-3.79,3.039,14.1735,14.4671,13.7009,6025.595860743575
