logg,log(teff),mWD,TpreWD(gyr),R(Rsun),core,log(L),Mzams,Gaia_G,Gaia_BP,Gaia_RP,teff
9.0,3.68,1.16,3.91424,0.005638,ONe,-4.823,0.0,16.8007,17.3035,16.1386,4786.300923226385
9.0,3.66,1.16,3.94979,0.005638,ONe,-4.903,0.0,17.0303,17.5821,16.3306,4570.881896148751
9.0,3.64,1.16,3.98145,0.005638,ONe,-4.983,0.0,17.2632,17.8655,16.5268,4365.158322401661
9.0,3.62,1.16,4.00962,0.005638,ONe,-5.063,0.0,17.502,18.1573,16.7297,4168.693834703355
9.0,3.6,1.16,4.03416,0.005638,ONe,-5.143,0.0,17.7461,18.4567,16.9386,3981.0717055349733
9.0,3.58,1.16,4.05456,0.005638,ONe,-5.223,0.0,17.9934,18.7611,17.1521,3801.8939632056126
9.0,3.56,1.16,4.07158,0.005638,ONe,-5.303,0.0,18.2476,19.075,17.3732,3630.780547701014
9.0,3.54,1.16,4.0861,0.005638,ONe,-5.383,0.0,18.5067,19.3965,17.6,3467.368504525317
9.0,3.52,1.16,4.0988,0.005638,ONe,-5.463,0.0,18.7685,19.7225,17.8312,3311.311214825911
9.0,3.5,1.16,4.11019,0.005638,ONe,-5.543,0.0,19.0349,20.0552,18.068,3162.2776601683795
9.0,3.48,1.16,4.12137,0.005638,ONe,-5.623,0.0,19.3139,20.4053,18.3175,3019.9517204020162
9.0,3.46,1.16,4.13256,0.005638,ONe,-5.703,0.0,19.5806,20.7417,18.5574,2884.031503126606
9.0,3.44,1.16,4.14375,0.005638,ONe,-5.783,0.0,19.8584,21.0929,18.8093,2754.2287033381663
9.0,3.42,1.16,4.15495,0.005638,ONe,-5.863,0.0,20.1441,21.4555,19.0697,2630.2679918953813
9.0,3.4,1.16,4.16614,0.005638,ONe,-5.943,0.0,20.4299,21.8182,19.3302,2511.88643150958
9.1,4.9,1.226,0.00029,0.005167,ONe,-0.018,0.0,10.6115,10.3374,10.953,79432.82347242821
9.1,4.88,1.226,0.00033,0.005165,ONe,-0.099,0.0,10.6597,10.3873,10.9975,75857.75750291836
9.1,4.86,1.225,0.0004,0.005164,ONe,-0.179,0.0,10.7079,10.4371,11.0429,72443.59600749906
9.1,4.84,1.224,0.00048,0.005163,ONe,-0.259,0.0,10.7795,10.5137,11.1056,69183.09709189362
9.1,4.82,1.224,0.00061,0.005163,ONe,-0.339,0.0,10.823,10.5563,11.1515,66069.34480075965
9.1,4.8,1.223,0.00082,0.005162,ONe,-0.419,0.0,10.8581,10.5917,11.1861,63095.7344480193
9.1,4.78,1.222,0.00125,0.005161,ONe,-0.5,0.0,10.8953,10.6299,11.2213,60255.95860743581
9.1,4.76,1.221,0.0026,0.00516,ONe,-0.58,0.0,10.9393,10.6749,11.2627,57543.993733715666
9.1,4.74,1.22,0.00623,0.005159,ONe,-0.661,0.0,10.9991,10.7363,11.319,54954.08738576248
9.1,4.72,1.22,0.01133,0.005158,ONe,-0.741,0.0,11.1074,10.8476,11.42,52480.74602497723
9.1,4.7,1.219,0.01762,0.005157,ONe,-0.821,0.0,11.343,11.0934,11.6364,50118.72336272725
9.1,4.68,1.218,0.02526,0.005156,ONe,-0.901,0.0,11.503,11.2643,11.7775,47863.0092322638
9.1,4.66,1.217,0.03422,0.005155,ONe,-0.982,0.0,11.614,11.3831,11.8753,45708.818961487515
9.1,4.64,1.217,0.04451,0.005154,ONe,-1.062,0.0,11.7087,11.4845,11.9588,43651.58322401656
9.1,4.62,1.216,0.05616,0.005153,ONe,-1.142,0.0,11.7956,11.5777,12.0352,41686.93834703355
9.1,4.6,1.216,0.06933,0.005153,ONe,-1.222,0.0,11.8777,11.6659,12.1069,39810.71705534969
9.1,4.58,1.215,0.08411,0.005152,ONe,-1.302,0.0,11.9563,11.7507,12.1753,38018.93963205613
9.1,4.56,1.215,0.1007,0.005151,ONe,-1.383,0.0,12.0301,11.8306,12.2386,36307.8054770101
9.1,4.54,1.215,0.11934,0.005151,ONe,-1.463,0.0,12.0954,11.9017,12.2934,34673.685045253165
9.1,4.52,1.214,0.14025,0.00515,ONe,-1.543,0.0,12.1515,11.9632,12.3398,33113.112148259075
9.1,4.5,1.214,0.16367,0.005149,ONe,-1.623,0.0,12.1993,12.0155,12.3789,31622.776601683792
9.1,4.48,1.213,0.18984,0.005149,ONe,-1.703,0.0,12.24,12.06,12.4123,30199.51720402019
9.1,4.46,1.213,0.2191,0.005148,ONe,-1.783,0.0,12.2739,12.0971,12.4403,28840.31503126606
9.1,4.44,1.213,0.25628,0.005148,ONe,-1.863,0.0,12.3016,12.1273,12.4633,27542.28703338169
9.1,4.42,1.21,0.31051,0.005145,ONe,-1.944,0.0,12.3272,12.1552,12.4848,26302.679918953814
9.1,4.4,1.207,0.36913,0.005142,ONe,-2.025,0.0,12.3618,12.1927,12.514,25118.864315095823
9.1,4.38,1.205,0.42677,0.005141,ONe,-2.106,0.0,12.412,12.2471,12.5566,23988.329190194898
9.1,4.36,1.203,0.48866,0.005139,ONe,-2.187,0.0,12.4668,12.3061,12.6038,22908.676527677748
9.1,4.34,1.202,0.55649,0.005138,ONe,-2.267,0.0,12.5306,12.3741,12.6602,21877.616239495517
9.1,4.32,1.2,0.62775,0.005137,ONe,-2.348,0.0,12.6143,12.4626,12.7358,20892.96130854041
9.1,4.3,1.199,0.70123,0.005135,ONe,-2.428,0.0,12.7174,12.5707,12.8303,19952.62314968879
9.1,4.28,1.198,0.78004,0.005131,ONe,-2.509,0.0,12.8122,12.6689,12.9189,19054.607179632483
9.1,4.26,1.197,0.86238,0.005128,ONe,-2.589,0.0,12.9067,12.7682,13.0085,18197.008586099826
9.1,4.24,1.197,0.94491,0.005127,ONe,-2.669,0.0,13.0053,12.8696,13.0986,17378.00828749376
9.1,4.22,1.196,1.03072,0.005126,ONe,-2.749,0.0,13.1004,12.9697,13.1854,16595.869074375598
9.1,4.2,1.196,1.12082,0.005125,ONe,-2.829,0.0,13.1932,13.0686,13.2686,15848.93192461114
9.1,4.18,1.196,1.21436,0.005125,ONe,-2.909,0.0,13.2865,13.169,13.3505,15135.612484362071
9.1,4.16,1.196,1.30901,0.005124,ONe,-2.99,0.0,13.3793,13.2702,13.4303,14454.39770745928
9.1,4.14,1.196,1.4089,0.005124,ONe,-3.07,0.0,13.473,13.3733,13.5091,13803.842646028837
9.1,4.12,1.195,1.51579,0.005123,ONe,-3.15,0.0,13.571,13.4817,13.5915,13182.567385564074
9.1,4.1,1.195,1.62577,0.005123,ONe,-3.23,0.0,13.6714,13.5935,13.6741,12589.254117941662
9.1,4.08,1.195,1.74724,0.005123,ONe,-3.31,0.0,13.7752,13.7102,13.7581,12022.644346174131
9.1,4.06,1.195,1.88476,0.005123,ONe,-3.39,0.0,13.8848,13.8335,13.847,11481.536214968817
9.1,4.04,1.195,2.03798,0.005123,ONe,-3.47,0.0,14.0003,13.9634,13.9409,10964.78196143185
9.1,4.02,1.195,2.2013,0.005122,ONe,-3.55,0.0,14.1211,14.1002,14.0377,10471.285480508985
9.1,4.0,1.195,2.36586,0.005122,ONe,-3.63,0.0,14.2237,14.2231,14.1112,10000.0
9.1,3.98,1.195,2.52183,0.005122,ONe,-3.71,0.0,14.3506,14.3691,14.2108,9549.92586021436
9.1,3.96,1.195,2.66438,0.005122,ONe,-3.79,0.0,14.4843,14.5228,14.3164,9120.108393559096
9.1,3.94,1.195,2.79159,0.005122,ONe,-3.87,0.0,14.6236,14.6835,14.4263,8709.635899560806
9.1,3.92,1.195,2.90484,0.005122,ONe,-3.95,0.0,14.7695,14.8524,14.5418,8317.63771102671
9.1,3.9,1.195,3.00607,0.005122,ONe,-4.03,0.0,14.9198,15.0272,14.6602,7943.282347242814
9.1,3.88,1.195,3.09662,0.005122,ONe,-4.11,0.0,15.0748,15.2081,14.7826,7585.775750291836
9.1,3.86,1.195,3.17724,0.005122,ONe,-4.19,0.0,15.2405,15.4014,14.9148,7244.359600749898
9.1,3.84,1.195,3.24989,0.005122,ONe,-4.27,0.0,15.426,15.6207,15.0611,6918.309709189362
9.1,3.82,1.195,3.31482,0.005122,ONe,-4.35,0.0,15.6114,15.8399,15.2072,6606.934480075957
9.1,3.8,1.195,3.37298,0.005122,ONe,-4.43,0.0,15.788,16.0481,15.3496,6309.57344480193
9.1,3.78,1.195,3.42657,0.005121,ONe,-4.51,0.0,15.9765,16.2719,15.5013,6025.595860743575
9.1,3.76,1.195,3.47214,0.005122,ONe,-4.59,0.0,16.1729,16.5062,15.6598,5754.399373371566
9.1,3.74,1.195,3.51331,0.005122,ONe,-4.67,0.0,16.3717,16.7439,15.8217,5495.408738576249
9.1,3.72,1.195,3.55041,0.005121,ONe,-4.75,0.0,16.5789,16.9926,15.9913,5248.074602497728
9.1,3.7,1.195,3.58356,0.005121,ONe,-4.83,0.0,16.7949,17.2528,16.1692,5011.872336272725
9.1,3.68,1.195,3.61322,0.005121,ONe,-4.91,0.0,17.0136,17.5173,16.3506,4786.300923226385
9.1,3.66,1.195,3.63931,0.005121,ONe,-4.99,0.0,17.2444,17.7973,16.5437,4570.881896148751
9.1,3.64,1.195,3.66237,0.005121,ONe,-5.07,0.0,17.4781,18.0819,16.7406,4365.158322401661
9.1,3.62,1.195,3.68269,0.005121,ONe,-5.15,0.0,17.7191,18.3764,16.9454,4168.693834703355
9.1,3.6,1.195,3.7003,0.005121,ONe,-5.23,0.0,17.9647,18.6779,17.1556,3981.0717055349733
9.1,3.58,1.195,3.71484,0.005121,ONe,-5.31,0.0,18.2143,18.985,17.3711,3801.8939632056126
9.1,3.56,1.195,3.72693,0.005121,ONe,-5.39,0.0,18.4713,19.3027,17.5946,3630.780547701014
9.1,3.54,1.195,3.7373,0.005121,ONe,-5.47,0.0,18.7338,19.6288,17.8246,3467.368504525317
9.1,3.52,1.195,3.74677,0.005121,ONe,-5.55,0.0,18.9963,19.9556,18.0563,3311.311214825911
9.1,3.5,1.195,3.75561,0.005121,ONe,-5.63,0.0,19.2682,20.2956,18.298,3162.2776601683795
9.1,3.48,1.195,3.76436,0.005121,ONe,-5.71,0.0,19.5443,20.6425,18.545,3019.9517204020162
9.1,3.46,1.195,3.77311,0.005121,ONe,-5.79,0.0,19.8204,20.9912,18.7936,2884.031503126606
9.1,3.44,1.195,3.78186,0.005121,ONe,-5.87,0.0,20.1027,21.348,19.0496,2754.2287033381663
9.1,3.42,1.195,3.79061,0.005121,ONe,-5.95,0.0,20.3849,21.7047,19.3055,2630.2679918953813
9.1,3.4,1.195,3.79937,0.005121,ONe,-6.03,0.0,20.6671,22.0614,19.5614,2511.88643150958
9.2,4.9,1.256,0.0003,0.004689,ONe,-0.108,0.0,10.8221,10.548,11.1636,79432.82347242821
9.2,4.88,1.256,0.00037,0.004688,ONe,-0.188,0.0,10.87,10.5976,11.2078,75857.75750291836
9.2,4.86,1.255,0.00051,0.004687,ONe,-0.268,0.0,10.9184,10.6476,11.2534,72443.59600749906
9.2,4.84,1.255,0.00092,0.004686,ONe,-0.349,0.0,10.9916,10.7249,11.3194,69183.09709189362
9.2,4.82,1.254,0.00242,0.004685,ONe,-0.429,0.0,11.031,10.7638,11.3604,66069.34480075965
9.2,4.8,1.253,0.00452,0.004684,ONe,-0.509,0.0,11.0659,10.7993,11.3942,63095.7344480193
9.2,4.78,1.253,0.00712,0.004683,ONe,-0.589,0.0,11.104,10.8384,11.4301,60255.95860743581
9.2,4.76,1.252,0.01067,0.004681,ONe,-0.67,0.0,11.1501,10.8856,11.4734,57543.993733715666
9.2,4.74,1.251,0.01612,0.004679,ONe,-0.75,0.0,11.2146,10.9517,11.5339,54954.08738576248
9.2,4.72,1.251,0.02305,0.004678,ONe,-0.83,0.0,11.3363,11.0771,11.6472,52480.74602497723
9.2,4.7,1.25,0.03131,0.004676,ONe,-0.91,0.0,11.5751,11.327,11.8652,50118.72336272725
9.2,4.68,1.25,0.0409,0.004675,ONe,-0.99,0.0,11.7245,11.4866,11.9968,47863.0092322638
9.2,4.66,1.249,0.05189,0.004674,ONe,-1.07,0.0,11.8328,11.6024,12.0922,45708.818961487515
9.2,4.64,1.249,0.06435,0.004673,ONe,-1.151,0.0,11.9262,11.7024,12.1744,43651.58322401656
9.2,4.62,1.249,0.0784,0.004672,ONe,-1.231,0.0,12.0123,11.7948,12.2501,41686.93834703355
9.2,4.6,1.248,0.09422,0.004671,ONe,-1.311,0.0,12.094,11.8827,12.3214,39810.71705534969
9.2,4.58,1.248,0.11196,0.00467,ONe,-1.391,0.0,12.1723,11.967,12.3893,38018.93963205613
9.2,4.56,1.248,0.13273,0.004669,ONe,-1.471,0.0,12.244,12.0449,12.4505,36307.8054770101
9.2,4.54,1.246,0.16207,0.004669,ONe,-1.552,0.0,12.3064,12.113,12.5027,34673.685045253165
9.2,4.52,1.242,0.20114,0.004671,ONe,-1.633,0.0,12.3583,12.1698,12.5451,33113.112148259075
9.2,4.5,1.241,0.23343,0.004672,ONe,-1.713,0.0,12.4026,12.2184,12.5814,31622.776601683792
9.2,4.48,1.24,0.26572,0.004672,ONe,-1.793,0.0,12.4406,12.26,12.6127,30199.51720402019
9.2,4.46,1.24,0.30056,0.004672,ONe,-1.874,0.0,12.4721,12.2944,12.6387,28840.31503126606
9.2,4.44,1.239,0.34237,0.004671,ONe,-1.954,0.0,12.4983,12.323,12.6605,27542.28703338169
9.2,4.42,1.238,0.39932,0.004664,ONe,-2.034,0.0,12.5287,12.3558,12.6863,26302.679918953814
9.2,4.4,1.236,0.46303,0.004653,ONe,-2.115,0.0,12.5708,12.4012,12.7225,25118.864315095823
9.2,4.38,1.235,0.52834,0.004646,ONe,-2.195,0.0,12.6279,12.4627,12.7716,23988.329190194898
9.2,4.36,1.233,0.599,0.004638,ONe,-2.276,0.0,12.6967,12.5365,12.832,22908.676527677748
9.2,4.34,1.232,0.67244,0.004631,ONe,-2.356,0.0,12.7744,12.619,12.9013,21877.616239495517
9.2,4.32,1.231,0.74709,0.004625,ONe,-2.437,0.0,12.859,12.7079,12.9784,20892.96130854041
9.2,4.3,1.23,0.82072,0.004622,ONe,-2.517,0.0,12.9495,12.8021,13.0625,19952.62314968879
9.2,4.28,1.23,0.89407,0.004621,ONe,-2.597,0.0,13.0438,12.8999,13.1506,19054.607179632483
9.2,4.26,1.229,0.97035,0.00462,ONe,-2.677,0.0,13.1393,12.9997,13.2386,18197.008586099826
9.2,4.24,1.229,1.04975,0.004619,ONe,-2.757,0.0,13.2345,13.0994,13.3265,17378.00828749376
9.2,4.22,1.229,1.13205,0.004618,ONe,-2.837,0.0,13.3299,13.1991,13.4144,16595.869074375598
9.2,4.2,1.229,1.21797,0.004617,ONe,-2.917,0.0,13.4227,13.2978,13.4978,15848.93192461114
9.2,4.18,1.229,1.30696,0.004617,ONe,-2.998,0.0,13.5149,13.3973,13.5787,15135.612484362071
9.2,4.16,1.229,1.39425,0.004616,ONe,-3.078,0.0,13.6079,13.4986,13.6588,14454.39770745928
9.2,4.14,1.229,1.48732,0.004616,ONe,-3.158,0.0,13.7001,13.6002,13.7366,13803.842646028837
9.2,4.12,1.229,1.58735,0.004616,ONe,-3.238,0.0,13.7979,13.7084,13.8187,13182.567385564074
9.2,4.1,1.229,1.69433,0.004616,ONe,-3.318,0.0,13.8982,13.8202,13.9013,12589.254117941662
9.2,4.08,1.228,1.81273,0.004615,ONe,-3.398,0.0,14.0021,13.937,13.9854,12022.644346174131
9.2,4.06,1.228,1.94491,0.004615,ONe,-3.478,0.0,14.1119,14.0605,14.0744,11481.536214968817
9.2,4.04,1.228,2.08688,0.004615,ONe,-3.558,0.0,14.2279,14.1909,14.1687,10964.78196143185
9.2,4.02,1.228,2.23199,0.004615,ONe,-3.638,0.0,14.3493,14.3282,14.266,10471.285480508985
9.2,4.0,1.228,2.37144,0.004615,ONe,-3.718,0.0,14.4492,14.4488,14.3364,10000.0
9.2,3.98,1.228,2.49852,0.004615,ONe,-3.798,0.0,14.577,14.5956,14.437,9549.92586021436
9.2,3.96,1.228,2.61118,0.004615,ONe,-3.878,0.0,14.711,14.7498,14.5428,9120.108393559096
9.2,3.94,1.228,2.70977,0.004614,ONe,-3.958,0.0,14.8491,14.9092,14.6518,8709.635899560806
9.2,3.92,1.228,2.79676,0.004614,ONe,-4.038,0.0,14.9942,15.0771,14.7664,8317.63771102671
9.2,3.9,1.228,2.87357,0.004614,ONe,-4.118,0.0,15.1456,15.2532,14.8859,7943.282347242814
9.2,3.88,1.228,2.94121,0.004614,ONe,-4.198,0.0,15.3038,15.4371,15.0116,7585.775750291836
9.2,3.86,1.228,3.00073,0.004614,ONe,-4.278,0.0,15.4661,15.627,15.1403,7244.359600749898
9.2,3.84,1.228,3.05351,0.004614,ONe,-4.358,0.0,15.6659,15.8647,15.2952,6918.309709189362
9.2,3.82,1.228,3.1002,0.004614,ONe,-4.438,0.0,15.8381,16.0667,15.4339,6606.934480075957
9.2,3.8,1.228,3.14179,0.004614,ONe,-4.518,0.0,16.0161,16.2767,15.5771,6309.57344480193
9.2,3.78,1.228,3.17957,0.004614,ONe,-4.598,0.0,16.2036,16.4991,15.7282,6025.595860743575
9.2,3.76,1.228,3.21146,0.004614,ONe,-4.678,0.0,16.4012,16.735,15.8877,5754.399373371566
9.2,3.74,1.228,3.23991,0.004614,ONe,-4.758,0.0,16.5993,16.9716,16.0491,5495.408738576249
9.2,3.72,1.228,3.26541,0.004614,ONe,-4.838,0.0,16.808,17.2222,16.2198,5248.074602497728
9.2,3.7,1.228,3.28786,0.004614,ONe,-4.918,0.0,17.0243,17.4828,16.3981,5011.872336272725
9.2,3.68,1.228,3.30763,0.004614,ONe,-4.998,0.0,17.2443,17.749,16.5806,4786.300923226385
9.2,3.66,1.228,3.32479,0.004614,ONe,-5.078,0.0,17.4759,18.0299,16.7743,4570.881896148751
9.2,3.64,1.228,3.33973,0.004614,ONe,-5.158,0.0,17.7107,18.316,16.9722,4365.158322401661
9.2,3.62,1.228,3.35265,0.004614,ONe,-5.238,0.0,17.9529,18.612,17.1779,4168.693834703355
9.2,3.6,1.228,3.36375,0.004614,ONe,-5.318,0.0,18.2005,18.916,17.3899,3981.0717055349733
9.2,3.58,1.228,3.37283,0.004614,ONe,-5.398,0.0,18.4525,19.2263,17.6076,3801.8939632056126
9.2,3.56,1.228,3.38033,0.004614,ONe,-5.478,0.0,18.7118,19.5471,17.833,3630.780547701014
9.2,3.54,1.228,3.38686,0.004614,ONe,-5.558,0.0,18.9761,19.8753,18.0645,3467.368504525317
9.2,3.52,1.228,3.39331,0.004614,ONe,-5.638,0.0,19.2434,20.2083,18.3007,3311.311214825911
9.2,3.5,1.228,3.39976,0.004614,ONe,-5.718,0.0,19.5179,20.5521,18.5448,3162.2776601683795
9.2,3.48,1.228,3.40621,0.004614,ONe,-5.798,0.0,19.7973,20.9034,18.7949,3019.9517204020162
9.2,3.46,1.228,3.41267,0.004614,ONe,-5.878,0.0,20.0763,21.256,19.046,2884.031503126606
9.2,3.44,1.228,3.41912,0.004614,ONe,-5.958,0.0,20.3649,21.6213,19.308,2754.2287033381663
9.2,3.42,1.228,3.42557,0.004614,ONe,-6.037,0.0,20.6594,21.9962,19.5768,2630.2679918953813
9.2,3.4,1.228,3.43202,0.004614,ONe,-6.117,0.0,20.9552,22.3746,19.8481,2511.88643150958
9.3,4.9,1.286,0.00031,0.004211,ONe,-0.198,0.0,11.0553,10.7812,11.3967,79432.82347242821
9.3,4.88,1.286,0.00041,0.004211,ONe,-0.278,0.0,11.1028,10.8305,11.4407,75857.75750291836
9.3,4.86,1.285,0.00062,0.004211,ONe,-0.358,0.0,11.1508,10.88,11.4858,72443.59600749906
9.3,4.84,1.285,0.00138,0.004211,ONe,-0.438,0.0,11.2214,10.9542,11.5503,69183.09709189362
9.3,4.82,1.283,0.00433,0.004211,ONe,-0.519,0.0,11.2591,10.9917,11.5889,66069.34480075965
9.3,4.8,1.283,0.00847,0.004211,ONe,-0.599,0.0,11.2937,11.027,11.6221,63095.7344480193
9.3,4.78,1.282,0.0135,0.004211,ONe,-0.679,0.0,11.3324,11.0667,11.6585,60255.95860743581
9.3,4.76,1.281,0.01959,0.00421,ONe,-0.759,0.0,11.38,11.1154,11.7031,57543.993733715666
9.3,4.74,1.281,0.02707,0.00421,ONe,-0.84,0.0,11.4485,11.1858,11.7673,54954.08738576248
9.3,4.72,1.28,0.03587,0.004209,ONe,-0.92,0.0,11.5847,11.3262,11.8936,52480.74602497723
9.3,4.7,1.28,0.04604,0.004209,ONe,-1.0,0.0,11.8205,11.5736,12.1074,50118.72336272725
9.3,4.68,1.279,0.05763,0.004209,ONe,-1.08,0.0,11.9608,11.7236,12.2311,47863.0092322638
9.3,4.66,1.279,0.07075,0.004208,ONe,-1.16,0.0,12.0659,11.8361,12.3237,45708.818961487515
9.3,4.64,1.279,0.08556,0.004208,ONe,-1.24,0.0,12.1576,11.9343,12.4042,43651.58322401656
9.3,4.62,1.278,0.10222,0.004208,ONe,-1.32,0.0,12.2428,12.0257,12.479,41686.93834703355
9.3,4.6,1.278,0.12098,0.004208,ONe,-1.4,0.0,12.3239,12.113,12.5497,39810.71705534969
9.3,4.58,1.278,0.14199,0.004207,ONe,-1.481,0.0,12.4009,12.1961,12.6161,38018.93963205613
9.3,4.56,1.277,0.16764,0.004207,ONe,-1.561,0.0,12.4702,12.2713,12.6748,36307.8054770101
9.3,4.54,1.274,0.21084,0.004208,ONe,-1.642,0.0,12.5289,12.3356,12.7236,34673.685045253165
9.3,4.52,1.265,0.27438,0.004214,ONe,-1.725,0.0,12.5753,12.3866,12.7611,33113.112148259075
9.3,4.5,1.263,0.31824,0.004218,ONe,-1.806,0.0,12.6156,12.4309,12.794,31622.776601683792
9.3,4.48,1.262,0.35808,0.004219,ONe,-1.886,0.0,12.6505,12.4692,12.8226,30199.51720402019
9.3,4.46,1.261,0.3995,0.004221,ONe,-1.967,0.0,12.6792,12.5006,12.8462,28840.31503126606
9.3,4.44,1.26,0.44512,0.004221,ONe,-2.047,0.0,12.7038,12.5274,12.8666,27542.28703338169
9.3,4.42,1.259,0.50005,0.004217,ONe,-2.127,0.0,12.7358,12.5621,12.8936,26302.679918953814
9.3,4.4,1.257,0.55936,0.004211,ONe,-2.208,0.0,12.781,12.6109,12.9322,25118.864315095823
9.3,4.38,1.256,0.62012,0.004207,ONe,-2.288,0.0,12.84,12.6746,12.9829,23988.329190194898
9.3,4.36,1.255,0.68434,0.004202,ONe,-2.368,0.0,12.9102,12.7498,13.0446,22908.676527677748
9.3,4.34,1.254,0.74968,0.004198,ONe,-2.449,0.0,12.9887,12.8331,13.1149,21877.616239495517
9.3,4.32,1.254,0.81653,0.004194,ONe,-2.529,0.0,13.0741,12.9227,13.193,20892.96130854041
9.3,4.3,1.253,0.88345,0.004192,ONe,-2.609,0.0,13.1657,13.0178,13.2784,19952.62314968879
9.3,4.28,1.253,0.95087,0.004192,ONe,-2.689,0.0,13.2599,13.1153,13.367,19054.607179632483
9.3,4.26,1.253,1.0208,0.004191,ONe,-2.769,0.0,13.3517,13.2104,13.453,18197.008586099826
9.3,4.24,1.253,1.0933,0.00419,ONe,-2.849,0.0,13.4456,13.31,13.5377,17378.00828749376
9.3,4.22,1.253,1.16822,0.00419,ONe,-2.929,0.0,13.5393,13.4096,13.6222,16595.869074375598
9.3,4.2,1.253,1.24595,0.00419,ONe,-3.009,0.0,13.6332,13.5093,13.7069,15848.93192461114
9.3,4.18,1.252,1.32612,0.004189,ONe,-3.089,0.0,13.727,13.6088,13.7915,15135.612484362071
9.3,4.16,1.252,1.40585,0.004189,ONe,-3.169,0.0,13.819,13.7092,13.8707,14454.39770745928
9.3,4.14,1.252,1.4899,0.004189,ONe,-3.249,0.0,13.9115,13.8113,13.9484,13803.842646028837
9.3,4.12,1.252,1.57941,0.004189,ONe,-3.329,0.0,14.0092,13.9194,14.0303,13182.567385564074
9.3,4.1,1.252,1.67475,0.004188,ONe,-3.409,0.0,14.1095,14.0313,14.1129,12589.254117941662
9.3,4.08,1.252,1.77873,0.004188,ONe,-3.489,0.0,14.2135,14.1482,14.1971,12022.644346174131
9.3,4.06,1.252,1.89213,0.004188,ONe,-3.569,0.0,14.3234,14.2718,14.2861,11481.536214968817
9.3,4.04,1.252,2.01046,0.004188,ONe,-3.649,0.0,14.4399,14.4027,14.3809,10964.78196143185
9.3,4.02,1.252,2.12845,0.004188,ONe,-3.729,0.0,14.5614,14.5401,14.4783,10471.285480508985
9.3,4.0,1.252,2.23953,0.004188,ONe,-3.809,0.0,14.6592,14.6589,14.5462,10000.0
9.3,3.98,1.252,2.33981,0.004188,ONe,-3.889,0.0,14.7864,14.8051,14.6464,9549.92586021436
9.3,3.96,1.252,2.42814,0.004188,ONe,-3.969,0.0,14.9205,14.9593,14.7522,9120.108393559096
9.3,3.94,1.252,2.50519,0.004188,ONe,-4.049,0.0,15.0599,15.1202,14.8623,8709.635899560806
9.3,3.92,1.252,2.57272,0.004188,ONe,-4.129,0.0,15.2065,15.2898,14.9782,8317.63771102671
9.3,3.9,1.252,2.63208,0.004188,ONe,-4.209,0.0,15.3572,15.465,15.0972,7943.282347242814
9.3,3.88,1.252,2.68418,0.004188,ONe,-4.289,0.0,15.5168,15.6505,15.2242,7585.775750291836
9.3,3.86,1.252,2.7298,0.004188,ONe,-4.369,0.0,15.6778,15.839,15.3516,7244.359600749898
9.3,3.84,1.252,2.77015,0.004188,ONe,-4.449,0.0,15.8776,16.0767,15.5065,6918.309709189362
9.3,3.82,1.252,2.80581,0.004188,ONe,-4.529,0.0,16.0504,16.2793,15.6459,6606.934480075957
9.3,3.8,1.252,2.83742,0.004188,ONe,-4.609,0.0,16.2279,16.4889,15.7885,6309.57344480193
9.3,3.78,1.252,2.86606,0.004188,ONe,-4.689,0.0,16.4152,16.711,15.9395,6025.595860743575
9.3,3.76,1.252,2.89011,0.004188,ONe,-4.769,0.0,16.6112,16.9448,16.0978,5754.399373371566
9.3,3.74,1.252,2.91152,0.004188,ONe,-4.849,0.0,16.8108,17.1833,16.2604,5495.408738576249
9.3,3.72,1.252,2.93064,0.004188,ONe,-4.929,0.0,17.0212,17.436,16.4325,5248.074602497728
9.3,3.7,1.252,2.94737,0.004187,ONe,-5.009,0.0,17.2369,17.6959,16.6103,5011.872336272725
9.3,3.68,1.252,2.96202,0.004188,ONe,-5.089,0.0,17.4591,17.9646,16.7945,4786.300923226385
9.3,3.66,1.252,2.97477,0.004188,ONe,-5.169,0.0,17.6899,18.2447,16.9877,4570.881896148751
9.3,3.64,1.252,2.9858,0.004188,ONe,-5.25,0.0,17.9271,18.5336,17.1876,4365.158322401661
9.3,3.62,1.252,2.99533,0.004188,ONe,-5.33,0.0,18.1704,18.8312,17.3943,4168.693834703355
9.3,3.6,1.252,3.00357,0.004187,ONe,-5.41,0.0,18.4191,19.1367,17.6072,3981.0717055349733
9.3,3.58,1.252,3.01051,0.004187,ONe,-5.49,0.0,18.674,19.4505,17.8274,3801.8939632056126
9.3,3.56,1.252,3.01654,0.004187,ONe,-5.57,0.0,18.9353,19.774,18.0546,3630.780547701014
9.3,3.54,1.252,3.02195,0.004187,ONe,-5.65,0.0,19.2016,20.1049,18.288,3467.368504525317
9.3,3.52,1.252,3.02732,0.004187,ONe,-5.729,0.0,19.4723,20.4421,18.5272,3311.311214825911
9.3,3.5,1.252,3.03269,0.004187,ONe,-5.809,0.0,19.7512,20.7917,18.7752,3162.2776601683795
9.3,3.48,1.252,3.03806,0.004187,ONe,-5.889,0.0,20.0341,21.1477,19.0286,3019.9517204020162
9.3,3.46,1.252,3.04344,0.004187,ONe,-5.969,0.0,20.3161,21.5042,19.2827,2884.031503126606
9.3,3.44,1.252,3.04881,0.004187,ONe,-6.049,0.0,20.6093,21.8759,19.5488,2754.2287033381663
