teff,logg,logL,age,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,mass,radius,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
81043.0,6.50126,2.111443,0.003331758,4.76,5.265,5.827,6.223,6.591,0.38444,0.05765105501858744,215924017.11013094,200499379.79067644,55086470.78283178,21364165.8365748,9189397.6998303
80734.0,6.50606,2.10001,0.003331788,4.776,5.281,5.843,6.239,6.606,0.38444,0.05733334219639301,215129987.1885757,199762071.783269,54883898.10629583,21285602.149448436,9164041.502654908
80366.0,6.51175,2.086385,0.003331825,4.795,5.3,5.861,6.257,6.625,0.38444,0.0569589873194573,214185936.40442955,198885459.72665063,54693403.44708003,21211722.67536654,9123827.115625089
79933.0,6.51833,2.070423,0.003331868,4.818,5.322,5.883,6.279,6.646,0.38444,0.05652912449845349,212897691.03535202,197871403.18846607,54414538.39863805,21103570.545519155,9085671.853467137
79493.0,6.52485,2.054311,0.003331912,4.84,5.343,5.904,6.3,6.668,0.38444,0.05610638135958715,211782929.4724013,197016696.8777064,54179494.58423657,21012413.5888585,9038098.02724773
79134.0,6.53013,2.041168,0.003331948,4.858,5.361,5.922,6.318,6.685,0.38444,0.05576635503307215,210848711.49034613,196147615.7792111,53940497.71028931,20919723.518558722,9006520.614363102
78708.0,6.53629,2.025635,0.003331992,4.879,5.382,5.943,6.338,6.706,0.38444,0.055372261258308776,209763997.7543093,195138532.00714278,53663000.170079544,20831279.233227838,8960186.460574575
78253.0,6.54284,2.009011,0.003332039,4.902,5.404,5.964,6.36,6.728,0.38444,0.05495627136305079,208487946.29730776,194130169.41488808,53434893.65223859,20723635.281459186,8913885.421238376
77856.0,6.54844,1.994575,0.003332081,4.922,5.423,5.983,6.379,6.746,0.38444,0.05460309491738691,207338976.97158936,193238222.30694863,53189382.61704106,20628418.82638172,8881105.872967212
77386.0,6.55485,1.977641,0.003332132,4.944,5.445,6.005,6.4,6.768,0.38444,0.05420161902936683,206201087.4739752,192177718.64809805,52897475.901051,20534112.661150254,8832365.798873791
76903.0,6.56146,1.960161,0.003332185,4.968,5.468,6.028,6.423,6.79,0.38444,0.05379070784730388,204786324.49734628,191035039.95367825,52582950.267559655,20412017.89797077,8787939.277291533
76530.0,6.56644,1.946737,0.003332226,4.985,5.485,6.045,6.44,6.807,0.38444,0.05348318464390111,203929921.17026237,190236143.62010956,52363051.728594206,20326656.143062446,8751188.676616626
76098.0,6.57218,1.931162,0.003332276,5.006,5.505,6.064,6.459,6.827,0.38444,0.05313091060799233,202684692.94681332,189248756.0597997,52139270.36584721,20239787.126425195,8705767.15643237
75605.0,6.57859,1.913453,0.003332335,5.029,5.527,6.086,6.481,6.849,0.38444,0.05274025913393335,201386776.9350537,188210146.84554353,51853126.73270515,20128709.886913873,8657989.352371229
75147.0,6.58458,1.896913,0.003332391,5.05,5.548,6.107,6.502,6.869,0.38444,0.0523778007620329,200272330.39593175,187168617.95287293,51566178.70905932,20017320.393463187,8618011.06539946
74649.0,6.591,1.878946,0.003332454,5.073,5.571,6.129,6.524,6.892,0.38444,0.05199208803511655,198994444.203981,185974343.17724308,51284361.09185152,19907922.457114182,8563021.754990077
74145.0,6.59741,1.860759,0.003332521,5.097,5.593,6.152,6.547,6.914,0.38444,0.05160980989235747,197538135.98879355,184953704.14922166,50955955.46611696,19780439.661337703,8516027.346774263
73780.0,6.60198,1.847615,0.00333257,5.114,5.61,6.168,6.562,6.93,0.38444,0.0513389827711562,196526423.80479723,184006444.44655094,50741692.53137774,19715415.78397781,8480218.597925417
73355.0,6.60726,1.832304,0.003332628,5.133,5.629,6.187,6.581,6.948,0.38444,0.05102784872016808,195479379.30117548,183026103.31705347,50471353.25973733,19610376.89234382,8442810.612656327
72865.0,6.6134,1.814522,0.003332699,5.155,5.65,6.208,6.603,6.97,0.38444,0.05066840803972158,194285751.4175803,182076138.21479526,50209390.49381731,19490632.841845118,8391257.481071811
72418.0,6.61873,1.798503,0.003332764,5.175,5.67,6.227,6.621,6.989,0.38444,0.05035843898221851,193094965.78678614,180960185.82243133,49947637.29990254,19406889.83099949,8347511.910272618
71909.0,6.62496,1.780018,0.003332843,5.199,5.692,6.249,6.644,7.011,0.38444,0.04999853269787715,191602402.92742348,179892490.1578521,49652937.80255912,19274625.139052756,8298260.179920357
71320.0,6.6319,1.758794,0.003332938,5.225,5.718,6.274,6.668,7.036,0.38444,0.04960063760969331,190081981.82944885,178464990.6420624,49304317.26925659,19156931.241650127,8239996.882370696
70840.0,6.63767,1.741287,0.003333019,5.246,5.739,6.295,6.689,7.056,0.38444,0.04927223464881945,188934361.97766426,177387508.36763436,49006642.48318637,19041271.280718476,8197794.878184206
70287.0,6.64414,1.721201,0.003333116,5.271,5.762,6.319,6.712,7.08,0.38444,0.04890657609518515,187404904.02870703,176275937.68381456,48654716.83793995,18921952.174581412,8138925.016754858
69656.0,6.65137,1.698306,0.003333233,5.299,5.789,6.345,6.739,7.106,0.38444,0.04850117491987614,185699592.7715875,174832848.53481734,48300869.555627584,18767046.949173126,8079733.70529958
68946.0,6.65948,1.672403,0.003333373,5.33,5.819,6.375,6.768,7.135,0.38444,0.048050427879164664,183874265.68721154,173273853.34443846,47870167.75125025,18616838.893449865,8015064.975375205
68158.0,6.66855,1.643367,0.00333354,5.365,5.853,6.408,6.801,7.169,0.38444,0.04755128519220035,181798774.51185614,171475877.33314404,47417095.644081384,18440637.914374363,7931896.659575993
67278.0,6.6782,1.611142,0.003333742,5.403,5.89,6.445,6.837,7.204,0.38444,0.04702591551947371,179490286.74010253,169454471.5871552,46858129.61875062,18240046.470967945,7852845.397405673
66347.0,6.68864,1.576494,0.003333978,5.444,5.93,6.484,6.876,7.243,0.38444,0.0464640711081801,177043893.2760938,167298880.00127438,46304686.624645665,18024612.64948083,7760095.168057119
65330.0,6.69961,1.538685,0.003334261,5.489,5.972,6.525,6.918,7.285,0.38444,0.04588093495665852,174201123.38793978,165068054.82092032,45729341.686591275,17784265.793815862,7656619.187209497
64248.0,6.71143,1.497856,0.0033346,5.536,6.018,6.571,6.963,7.329,0.38444,0.045260803474152116,171423734.22272685,162585957.7060943,45041718.22615659,17532988.197817065,7555392.790055205
63446.0,6.71983,1.467631,0.003334872,5.571,6.051,6.603,6.995,7.362,0.38444,0.04482520241122812,169227504.95013425,160798885.21316528,44587687.57567976,17356251.73327366,7472347.274815878
62580.0,6.72909,1.434496,0.003335198,5.609,6.088,6.639,7.031,7.398,0.38444,0.04434986062292698,166928676.99286863,158760710.3949331,44063089.98485155,17152046.304821417,7384431.17978296
61633.0,6.73867,1.39843,0.003335589,5.65,6.127,6.677,7.069,7.435,0.38444,0.04386339667198718,164327766.07832813,156575221.06532955,43496563.80505757,16931519.70825135,7296205.329353214
60658.0,6.74902,1.360376,0.003336048,5.693,6.168,6.718,7.109,7.476,0.38444,0.043343827503963143,161756205.77315193,154409150.4611366,42894829.8422982,16712673.946834642,7195269.20562596
59612.0,6.75946,1.319716,0.003336599,5.738,6.211,6.761,7.151,7.518,0.38444,0.04282597501819725,158964793.9160526,152024307.41283995,42232320.940126665,16469709.557083283,7090666.303828024
58529.0,6.77071,1.276623,0.00333726,5.787,6.258,6.806,7.196,7.563,0.38444,0.04227486791275093,155937637.8985282,149404278.1451629,41581001.88792971,16215708.939075893,6981311.999976233
57759.0,6.77821,1.246116,0.003337771,5.82,6.289,6.837,7.227,7.594,0.38444,0.04191140879762599,153904369.95862517,147728073.24541795,41114493.96749983,16033780.74321728,6902986.870828067
56942.0,6.78657,1.213003,0.003338385,5.857,6.324,6.872,7.261,7.628,0.38444,0.04150995468981551,151639013.8257478,145821994.3267118,40584009.35152212,15841486.824263137,6820199.010675864
56059.0,6.79505,1.177379,0.00333912,5.896,6.361,6.908,7.297,7.664,0.38444,0.041106666476407205,149173249.8840123,143715309.18299037,40034549.82549446,15627011.813511051,6727861.57591528
55342.0,6.80234,1.147721,0.003339793,5.929,6.392,6.938,7.327,7.694,0.38444,0.0407631051622031,147157008.74402082,142034234.0359822,39602713.99541274,15458449.817744842,6655290.966255016
54560.0,6.80973,1.115615,0.0033406,5.964,6.425,6.97,7.359,7.726,0.38444,0.04041776173023754,144934224.5935152,140146750.84271806,39112443.552943274,15267078.56392337,6572900.33900743
53745.0,6.81786,1.081335,0.003341568,6.001,6.461,7.005,7.393,7.76,0.38444,0.04004121612491131,142725295.6678059,138137958.54365712,38587349.5658613,15075993.46295972,6490632.908493855
52922.0,6.82546,1.046934,0.003342662,6.038,6.496,7.039,7.427,7.794,0.38444,0.03969239086216419,140378614.38144532,136117208.36453652,38057911.28168938,14869143.078027403,6401578.0864103
52080.0,6.83383,1.010701,0.003343974,6.078,6.533,7.076,7.463,7.83,0.38444,0.0393117393225767,137933879.53201553,134116753.93841156,37498590.98716311,14664117.7904157,6313309.0192927625
51195.0,6.84186,0.972897,0.003345549,6.119,6.571,7.113,7.5,7.867,0.38444,0.038949981822160924,135300982.83695397,131920726.25732943,36918576.68318738,14437298.652690291,6215657.09584147
50425.0,6.84956,0.938867,0.003347174,6.156,6.606,7.147,7.534,7.901,0.38444,0.03860621805526321,133107017.17973654,130020859.78089613,36420419.96752773,14242490.56619385,6131786.816900247
49620.0,6.85678,0.903688,0.003349124,6.194,6.642,7.182,7.568,7.935,0.38444,0.03828664040424698,130683558.37942831,127888953.48340453,35856256.782856695,14034790.701745152,6042366.270347727
48825.0,6.86465,0.867764,0.003351464,6.234,6.679,7.218,7.603,7.97,0.38444,0.037941304550566116,128259916.060587,125864435.84715211,35321159.297118254,13838083.296875615,5957678.282220916
48092.0,6.87155,0.834587,0.003353902,6.27,6.712,7.25,7.636,8.003,0.38444,0.03764109591197658,126063961.74870887,124051789.50244772,34844557.15560708,13638793.07691024,5871878.320631235
47590.0,6.87621,0.811699,0.003355817,6.295,6.735,7.273,7.658,8.025,0.38444,0.03743969130990714,124523394.59915608,122761739.4742109,34482198.64290217,13509396.253560172,5816169.40287706
47094.0,6.88044,0.789266,0.003357921,6.319,6.758,7.295,7.679,8.046,0.38444,0.03725780448202343,122993157.62127855,121364880.7621055,34121251.306028664,13380302.760445932,5760591.077194023
46668.0,6.88469,0.769233,0.003360031,6.341,6.779,7.315,7.699,8.066,0.38444,0.037075947568634506,121711314.06982078,120210674.38021483,33827893.09064078,13265265.31050158,5711064.267557728
46178.0,6.88926,0.746329,0.003362815,6.367,6.802,7.338,7.722,8.089,0.38444,0.03688138819771714,120088370.36476606,118935919.24562427,33469170.534328654,13124595.896961952,5650502.187388237
45754.0,6.89323,0.72633,0.003365655,6.389,6.822,7.357,7.742,8.108,0.38444,0.03671320161861593,118760208.49164884,117837367.98559435,33190588.229400016,13003370.606474096,5603469.951505573
45250.0,6.89778,0.702535,0.003369662,6.415,6.847,7.381,7.765,8.131,0.38444,0.03652138671603546,117171219.86219452,116367856.19759828,32806881.45841605,12864885.950478278,5543793.531283356
44727.0,6.90261,0.677514,0.003374855,6.443,6.872,7.406,7.789,8.156,0.38444,0.03631886427999251,115465157.2510922,114990783.6209433,32418651.768034656,12724359.786533013,5478189.452184384
44299.0,6.90691,0.656511,0.003380101,6.467,6.894,7.427,7.81,8.177,0.38444,0.03613950995598732,114064618.25830345,113805442.96958022,32114040.399660777,12604799.458300019,5426715.418125799
43894.0,6.91064,0.636827,0.003386192,6.489,6.915,7.447,7.83,8.197,0.38444,0.035984648043665246,112740758.2423152,112588240.8633688,31799841.06403644,12481475.841396326,5373621.184022032
43516.0,6.91456,0.617877,0.003393613,6.511,6.935,7.467,7.849,8.216,0.38444,0.035822612836787206,111481024.54459536,111535478.17991967,31502494.860249117,12376160.716505911,5328280.104705725
43160.0,6.91814,0.60003,0.003402727,6.532,6.954,7.485,7.867,8.234,0.38444,0.03567526923346937,110250597.389655,110507825.57893594,31241001.620435283,12273429.730386475,5284051.568731157
42777.0,6.92185,0.580839,0.003416054,6.554,6.974,7.505,7.887,8.254,0.38444,0.03552321458829398,108965985.58650033,109421593.11038749,30933919.383206286,12152788.519650947,5232112.184806349
42423.0,6.92551,0.562743,0.003434854,6.576,6.994,7.524,7.905,8.272,0.38444,0.03537384425190369,107683943.46615297,108333564.64202996,30654550.295715164,12054131.93119535,5189637.789918705
42080.0,6.9292,0.54495,0.003465085,6.597,7.014,7.543,7.924,8.291,0.38444,0.035223885386763513,106522402.11459816,107263764.19603531,30379802.724305093,11946094.349772505,5143124.617631891
41775.0,6.9331,0.528415,0.003516258,6.618,7.033,7.561,7.942,8.309,0.38444,0.03506608323379281,105424354.69261059,106353805.33227357,30149835.669750802,11855665.581818547,5104192.527445048
41597.0,6.93782,0.516275,0.003582552,6.636,7.05,7.578,7.959,8.326,0.38444,0.034876047406715974,104824053.90804487,105845654.69766675,30005781.979513556,11799020.086433865,5079805.072159572
41495.0,6.94273,0.507094,0.003655529,6.652,7.066,7.594,7.974,8.341,0.38444,0.0346794546454179,104465034.33883601,105483136.17319264,29903012.982146695,11769443.827407712,5067071.67315559
41432.0,6.94825,0.498937,0.00373571,6.669,7.082,7.609,7.99,8.357,0.38444,0.03445976086560044,104157596.8905184,105269614.74351849,29869981.208216466,11745619.844127893,5056814.788243342
41389.0,6.95328,0.492102,0.003812886,6.683,7.096,7.623,8.004,8.371,0.38444,0.03426078104074205,104020982.47547379,105131541.79186164,29830803.364910007,11730214.141305914,5050182.206320267
41351.0,6.95919,0.484597,0.003908008,6.699,7.112,7.639,8.02,8.387,0.38444,0.03402845720415561,103903685.24902694,105012992.26492155,29797165.242926195,11716986.794748915,5044487.467126736
41322.0,6.96479,0.477784,0.004002517,6.714,7.127,7.654,8.035,8.402,0.38444,0.03380977334390254,103808030.47573507,104916316.25248097,29769733.67416884,11706200.019353708,5039843.46144123
41300.0,6.97108,0.470562,0.004113601,6.731,7.143,7.671,8.051,8.418,0.38444,0.03356581984758411,103686198.34460405,104889745.95550346,29734795.046780314,11703235.397433143,5038567.10956126
41289.0,6.97634,0.464844,0.004210693,6.744,7.157,7.684,8.065,8.432,0.38444,0.0333631662302987,103700524.11184974,104807662.11829829,29738903.344314024,11694076.766526083,5034624.065190209
41284.0,6.98212,0.458855,0.004321497,6.759,7.171,7.699,8.079,8.446,0.38444,0.03314188906862903,103648005.97318558,104851110.26242693,29723842.361132696,11698924.560308894,5036711.174735456
41282.0,6.98844,0.452447,0.00444684,6.775,7.187,7.715,8.095,8.462,0.38444,0.03290161827179954,103628915.06329967,104831797.75295156,29718367.531292368,11696769.737237763,5035783.463697915
41294.0,6.99522,0.446172,0.004589327,6.792,7.204,7.731,8.112,8.479,0.38444,0.032645795765867375,103624142.88528337,104826970.18141575,29744381.957339168,11696231.093487967,5035551.562638972
41319.0,7.00257,0.439879,0.004751593,6.809,7.222,7.749,8.129,8.496,0.38444,0.032370712553574287,103755457.89150138,104863182.38751464,29754657.077261876,11711052.838845743,5041932.734693527
41342.0,7.00771,0.435703,0.004870372,6.821,7.234,7.761,8.142,8.509,0.38444,0.032179719881370215,103836717.65765423,104945309.70738792,29777960.492091123,11709435.008862691,5041236.214059305
41365.0,7.01335,0.431029,0.005004395,6.834,7.247,7.775,8.155,8.522,0.38444,0.03197144455710193,103941971.83352503,105051687.60851897,29780703.26991595,11721304.2874722,5046346.267372359
41391.0,7.01891,0.426561,0.005142027,6.847,7.26,7.788,8.168,8.535,0.38444,0.031767442998546766,104028168.23856653,105138804.27232389,29805399.641518224,11731024.463779714,5050531.072597494
41414.0,7.0247,0.421734,0.005289531,6.861,7.274,7.802,8.182,8.549,0.38444,0.031556385969650755,104073689.60023068,105184811.6337454,29818442.093381014,11736157.806184456,5052741.118736387
41428.0,7.03097,0.416049,0.005453472,6.876,7.29,7.817,8.197,8.564,0.38444,0.03132941310648864,104138412.11916189,105153330.73835814,29836985.922184445,11743456.420259811,5055883.374324405
41424.0,7.03706,0.40979,0.005615929,6.892,7.305,7.832,8.213,8.58,0.38444,0.031110519218850125,104064104.50059786,105175124.20070405,29843169.76081937,11735076.91588153,5052275.76551188
41395.0,7.04354,0.402094,0.005790451,6.909,7.322,7.849,8.23,8.597,0.38444,0.03087928667053616,103987455.47677314,105097656.84883171,29821188.599870745,11726433.376455259,5048554.482295364
41323.0,7.05082,0.39179,0.005987275,6.93,7.343,7.87,8.25,8.617,0.38444,0.030621556297200817,103719628.21382514,104826970.18141578,29744381.95733929,11707008.682933442,5040191.6135185985
41222.0,7.05758,0.380781,0.006170892,6.951,7.363,7.89,8.27,8.637,0.38444,0.030384161747212056,103328696.64158109,104528094.51676461,29659576.759671506,11673630.44072027,5025821.355407994
41048.0,7.06549,0.365526,0.006382572,6.977,7.388,7.915,8.295,8.662,0.38444,0.030108717671104908,102737963.16611089,104026271.67272303,29517185.824187446,11617587.18789781,5001693.182232396
40845.0,7.07347,0.348933,0.006601049,7.005,7.415,7.941,8.321,8.688,0.38444,0.029833366219022776,101979047.52000111,103352987.20831703,29353165.915444028,11553031.047562184,4973899.9751089495
40611.0,7.08127,0.331147,0.006817596,7.033,7.442,7.968,8.347,8.714,0.38444,0.029566659464688918,101183792.04783352,102641510.24882309,29151100.14258969,11484072.893764505,4944211.579219958
40332.0,7.08947,0.31097,0.007048581,7.065,7.472,7.997,8.376,8.744,0.38444,0.029288845918887495,100117720.13389814,101747332.817508,28923773.329172056,11394517.519071028,4901139.313437158
40022.0,7.09771,0.289336,0.007286309,7.098,7.504,8.028,8.407,8.774,0.38444,0.029012306661287977,98980798.11695625,100684596.40790342,28648042.308137175,11285893.311780466,4858889.778054583
39775.0,7.10405,0.272241,0.00747501,7.124,7.527,8.051,8.43,8.797,0.38444,0.02880131117034923,98059788.30898651,100023727.1649748,28460003.51464722,11211815.448484395,4826997.205370619
39430.0,7.11223,0.248923,0.007724721,7.159,7.56,8.083,8.461,8.829,0.38444,0.02853134592302943,96754450.62935454,98874211.59749742,28158852.27068997,11103398.84718123,4775920.043267392
39067.0,7.12039,0.224696,0.007983021,7.195,7.594,8.116,8.494,8.861,0.38444,0.02826456196703186,95374209.49750291,97643431.51029342,27833956.833952922,10975288.383621057,4725165.750301121
38777.0,7.12677,0.205368,0.008193782,7.225,7.621,8.142,8.52,8.887,0.38444,0.028057712404191547,94147968.06559074,96654712.54226837,27577503.563631598,10874165.549541475,4681629.568338076
38362.0,7.135,0.178445,0.008467222,7.264,7.658,8.178,8.555,8.922,0.38444,0.027793117234203045,92563752.27010927,95203526.0306638,27188481.30188711,10730647.793140125,4619841.197645261
37916.0,7.14329,0.14985,0.008750115,7.307,7.697,8.215,8.592,8.959,0.38444,0.02752911559023761,90684059.11196923,93614480.92168717,26783969.969731644,10570996.778230583,4551107.012147505
37566.0,7.15027,0.126751,0.009012526,7.342,7.729,8.247,8.623,8.99,0.38444,0.027308777518947537,89230011.99314888,92368317.62260664,26427431.108955543,10439890.426026942,4494662.094854556
37178.0,7.15792,0.10107,0.009315011,7.381,7.765,8.281,8.657,9.024,0.38444,0.02706931458945097,87611466.79218121,90943786.74796465,26067834.158257246,10297835.273282629,4433503.415561632
36777.0,7.16549,0.074666,0.009629001,7.422,7.802,8.317,8.692,9.059,0.38444,0.026834422870376316,85848152.10853295,89442315.45007889,25661081.109044746,10146492.541533537,4368346.176168741
36388.0,7.17264,0.049038,0.009939952,7.462,7.837,8.352,8.726,9.093,0.38444,0.026614435514208896,84116453.03311309,88042635.32599828,25259511.616908807,9996913.641508479,4303948.315204933
35970.0,7.18009,0.021515,0.010278952,7.505,7.876,8.389,8.763,9.13,0.38444,0.026387136236141907,82249061.53972803,86405827.4594328,24835616.747509837,9829149.495204743,4231721.201844876
35543.0,7.18747,-0.006603,0.010632195,7.549,7.916,8.428,8.8,9.168,0.38444,0.026163886671561748,80336138.24120793,84707728.0267439,24369967.464924607,9662643.13911269,4156205.8315813653
35145.0,7.19423,-0.032931,0.010974022,7.592,7.954,8.464,8.836,9.203,0.38444,0.02596105034142656,78427965.90379708,83077426.24541779,23945005.954762977,9494146.754106825,4087493.2396115568
34709.0,7.20144,-0.061831,0.011357897,7.639,7.996,8.504,8.875,9.242,0.38444,0.025746444290018138,76362642.98922937,81263034.11772257,23465237.238585647,9312492.595980179,4009286.0912999962
34270.0,7.20857,-0.091063,0.011759391,7.688,8.039,8.545,8.915,9.283,0.38444,0.025535964112409038,74201203.84518524,79400462.7536667,22969680.23683475,9124224.037514322,3924614.8913302654
33828.0,7.21558,-0.12063,0.012179833,7.739,8.083,8.587,8.957,9.324,0.38444,0.025330703959090314,71948368.67037117,77487746.96894792,22457683.108387355,8920843.90952162,3840670.4800541014
33385.0,7.2225,-0.150452,0.012620597,7.791,8.128,8.631,8.999,9.366,0.38444,0.025129697415657064,69685264.2678286,75535834.84818105,21912147.838258836,8720189.855370807,3754283.3500587204
32942.0,7.22933,-0.180483,0.013083124,7.845,8.174,8.675,9.042,9.409,0.38444,0.024932869236473806,67355172.28827295,73550060.37202448,21375434.39939347,8514437.0796945,3665701.079172248
32499.0,7.23604,-0.210717,0.013568956,7.9,8.222,8.72,9.086,9.452,0.38444,0.024741000572070227,65025088.411581025,71464940.01975316,20826915.23091232,8303590.827061526,3578220.070561643
32071.0,7.24247,-0.240171,0.014064863,7.955,8.268,8.764,9.129,9.495,0.38444,0.024558523872653663,62735151.5352854,69522124.25394467,20298079.511069104,8100203.700403805,3490575.590738668
31633.0,7.249,-0.270592,0.014601245,8.012,8.317,8.81,9.173,9.539,0.38444,0.024374586636537382,60428379.96923213,67461040.22120045,19750811.73783655,7896341.8287886195,3402726.5317197074
31198.0,7.2554,-0.301052,0.015161095,8.071,8.366,8.857,9.218,9.584,0.38444,0.024195648088599767,58081918.269577295,65441468.0853032,19194860.021867186,7688222.446534007,3313042.8073929553
30758.0,7.26177,-0.332095,0.015753212,8.131,8.416,8.904,9.264,9.629,0.38444,0.024018852730558288,55771323.57375285,63419532.10047758,18653268.83328225,7478180.448398759,3225500.008543762
30318.0,7.26802,-0.363377,0.016374238,8.191,8.467,8.951,9.31,9.674,0.38444,0.023846643507795556,53537853.054045334,61386522.7716013,18121950.89989364,7271867.222333112,3139402.8441009275
29881.0,7.27414,-0.394717,0.017022625,8.252,8.517,8.998,9.355,9.718,0.38444,0.02367921273843772,51331144.94722192,59455636.6026922,17600497.723651994,7075643.4546579,3057504.0950639285
29444.0,7.28016,-0.426327,0.017704526,8.312,8.567,9.044,9.4,9.762,0.38444,0.023515664710091828,49249400.84530322,57572227.59031571,17105861.421217587,6883129.499483081,2977056.297145016
29010.0,7.28605,-0.458017,0.018418818,8.371,8.616,9.09,9.443,9.804,0.38444,0.02335674177428404,47281467.91888221,55783149.857837066,16620150.395148119,6706191.339587582,2903200.616263961
28579.0,7.29182,-0.489785,0.019166316,8.43,8.664,9.135,9.486,9.846,0.38444,0.023202098134107486,45379630.08234393,54084526.70580005,16158645.358362133,6531996.456467186,2830394.9935594453
28152.0,7.29747,-0.521591,0.019948849,8.488,8.711,9.178,9.528,9.886,0.38444,0.0230516628654889,43582380.83445973,52471446.116197795,15734572.555165483,6366429.592003029,2763739.129389913
27728.0,7.303,-0.553481,0.020767263,8.544,8.758,9.221,9.568,9.926,0.38444,0.02290536724773148,41921899.38993074,50892411.904915,15317396.320302501,6214782.590341365,2697907.4499076614
27312.0,7.30839,-0.585129,0.021623191,8.6,8.803,9.263,9.608,9.964,0.38444,0.02276366885818255,40311684.9649869,49435966.98685437,14920210.465977376,6064792.414836601,2637649.2746205274
26926.0,7.31333,-0.614801,0.022464863,8.651,8.845,9.301,9.644,9.999,0.38444,0.022634570569119033,38901912.38138123,48104204.10529328,14571858.634426735,5934114.754132766,2583194.143398069
26519.0,7.31848,-0.646405,0.023397028,8.704,8.889,9.34,9.682,10.035,0.38444,0.022500763728168643,37490475.72865194,46744770.67789699,14225415.143999143,5798370.210691631,2528756.7053956795
26118.0,7.3235,-0.677897,0.02437163,8.757,8.932,9.379,9.719,10.071,0.38444,0.022371095888917374,36119435.26081506,45452003.719451025,13883051.9691978,5669254.330405203,2474725.5797091164
25723.0,7.3284,-0.709271,0.025390184,8.808,8.974,9.418,9.755,10.106,0.38444,0.022245248384367765,34853063.00337714,44223492.09631014,13545185.261419635,5546588.418120597,2423410.8467425015
25333.0,7.33318,-0.740591,0.026455886,8.859,9.015,9.455,9.791,10.14,0.38444,0.022123165045874863,33621799.298745885,43055935.86884583,13236249.636343617,5425077.42232416,2374690.6779032787
24951.0,7.33785,-0.771656,0.027567361,8.909,9.056,9.492,9.826,10.173,0.38444,0.022004538234756017,32455697.831833713,41908588.47079908,12931084.491203824,5309772.824736849,2328504.316666155
24576.0,7.34242,-0.802527,0.02873112,8.959,9.096,9.528,9.86,10.206,0.38444,0.021889067440426208,31322826.96637983,40820003.117244035,12641684.557995353,5200510.055709139,2282690.584013097
24206.0,7.34687,-0.83333,0.029943859,9.008,9.136,9.564,9.894,10.239,0.38444,0.021777211014547073,30248995.086092547,39748709.53015727,12355347.065673627,5092088.469774448,2237160.0090582194
23843.0,7.35123,-0.863938,0.031215264,9.057,9.175,9.599,9.928,10.271,0.38444,0.021668171251873817,29205924.04099009,38733169.248755686,12084117.775297077,4984894.145344387,2194103.1825697697
23485.0,7.35551,-0.894498,0.032546201,9.106,9.213,9.634,9.961,10.303,0.38444,0.021561663268762372,28193627.104109507,37771395.76092321,11816665.70297509,4883553.394617426,2151478.6828037677
23132.0,7.3597,-0.925004,0.033938935,9.154,9.252,9.669,9.993,10.334,0.38444,0.02145790209010115,27235851.10996832,36791969.24608735,11552738.668241648,4787689.0973759,2111188.674212084
22788.0,7.36379,-0.955121,0.035389542,9.202,9.29,9.703,10.026,10.365,0.38444,0.021357098926639992,26304554.52872691,35862704.15362771,11302511.286378862,4688305.899172794,2071176.2020354394
22447.0,7.36784,-0.985362,0.036914405,9.25,9.327,9.737,10.058,10.396,0.38444,0.02125774824091324,25402762.70514655,34985898.63697544,11056685.317408787,4594792.891037307,2031734.9311169446
22113.0,7.37179,-1.015359,0.038511724,9.297,9.365,9.771,10.089,10.427,0.38444,0.021161295866749943,24548838.644483235,34091258.481915444,10813715.74708865,4506256.83159435,1992585.8750224803
21785.0,7.3757,-1.045219,0.040175738,9.345,9.402,9.804,10.121,10.457,0.38444,0.021066251238481028,23699596.46791801,33247043.64643389,10584855.88486769,4414951.534796987,1955811.7340296467
21461.0,7.37955,-1.0751,0.04192394,9.393,9.439,9.838,10.152,10.488,0.38444,0.020973082216333275,22876572.22960498,32419255.22985545,10349871.299505701,4328883.921996192,1917684.0115146916
21142.0,7.38333,-1.104896,0.04375443,9.44,9.476,9.871,10.184,10.518,0.38444,0.020882008072987342,22098914.99460555,31606982.322781786,10127796.103392866,4239903.190338368,1881728.867204595
20832.0,7.38701,-1.134238,0.045654946,9.488,9.513,9.903,10.214,10.547,0.38444,0.020793723240797746,21323129.837515723,30807966.512335166,9917334.218206745,4159450.3100792314,1847723.7766506728
20524.0,7.39065,-1.163752,0.047653527,9.535,9.549,9.936,10.245,10.577,0.38444,0.02070676521852947,20591640.683956455,30054052.003333177,9701412.01712076,4076391.9986668862,1812495.9606923985
20220.0,7.39423,-1.193261,0.049745816,9.583,9.586,9.969,10.276,10.607,0.38444,0.02062159528929356,19864194.15248513,29287549.35986381,9488879.889988262,3994440.3532424923,1777694.1668980105
19926.0,7.39773,-1.222203,0.051917127,9.63,9.622,10.001,10.306,10.636,0.38444,0.020538667270383063,19176570.939214833,28561632.941931814,9287844.792645214,3917021.3658563066,1744845.7798240113
19635.0,7.40118,-1.251214,0.054198824,9.678,9.658,10.033,10.336,10.665,0.38444,0.02045725031965439,18493578.34074212,27850502.37768286,9090022.315270497,3840660.69109196,1712407.20858197
