teff,logg,logL,age,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,mass,radius,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
17583.0,3.97822,1.666709,0.181138751,2.212,2.09,2.484,2.784,3.052,0.18687,0.7339775354264787,13923548.577076202,23033610.389575914,7387439.417505105,3129932.152483181,1476168.8286747024
17653.0,3.98871,1.663121,0.181138889,2.228,2.109,2.503,2.804,3.073,0.18687,0.7251665580039134,14055293.999998754,23187398.00015712,7436762.846924823,3147928.9634130877,1483289.8686579666
17719.0,3.99862,1.659691,0.18113902,2.243,2.127,2.522,2.823,3.093,0.18687,0.7169399278915397,14182406.671762995,23332539.865644243,7476424.162239783,3164717.3168642744,1489827.6506763797
17780.0,4.00816,1.656123,0.181139148,2.258,2.145,2.54,2.841,3.112,0.18687,0.7091086250542163,14298482.044615407,23458596.02991915,7516816.222333159,3181814.989396959,1496497.6195938645
17838.0,4.01749,1.652453,0.181139278,2.272,2.162,2.558,2.86,3.131,0.18687,0.7015324553793787,14421815.468915462,23595653.856462542,7553773.047871638,3194514.9391422058,1502470.765306628
17895.0,4.02675,1.648735,0.181139411,2.287,2.179,2.576,2.878,3.15,0.18687,0.6940931651151188,14530479.107377665,23729687.367114503,7589688.161812286,3209703.5564460736,1508224.6356516704
17951.0,4.03606,1.644852,0.181139552,2.302,2.197,2.594,2.897,3.169,0.18687,0.6866932332531789,14641647.075515797,23845257.493354212,7626652.037712154,3222366.4222111367,1514174.8568384284
18007.0,4.04563,1.640687,0.181139705,2.318,2.215,2.613,2.916,3.189,0.18687,0.6791688640826503,14748910.300255023,23975739.7893765,7661325.820126554,3237016.576909493,1519658.5937134735
18064.0,4.05553,1.63628,0.181139875,2.335,2.234,2.633,2.936,3.21,0.18687,0.6714717839796268,14854564.858585251,24103050.824358307,7694916.869275209,3251209.261763651,1524916.3832039393
18114.0,4.06447,1.632149,0.181140043,2.35,2.251,2.651,2.954,3.228,0.18687,0.6645960685067219,14955465.46647928,24222112.48013763,7725808.380865815,3264261.354502193,1531038.2130984885
18157.0,4.07211,1.62862,0.181140199,2.363,2.266,2.666,2.97,3.244,0.18687,0.6587759983544722,15039726.352318566,24313753.900408104,7755038.038408684,3273594.8096506246,1535415.8884561248
18194.0,4.07892,1.625348,0.181140348,2.375,2.279,2.68,2.983,3.259,0.18687,0.6536311901976926,15109494.47996737,24404056.204153616,7776674.693987263,3285753.0783429733,1538282.255493499
18229.0,4.08515,1.622456,0.181140497,2.385,2.291,2.692,2.996,3.272,0.18687,0.6489597591972848,15187277.708112778,24484543.796963625,7802323.1280405745,3293555.0243170494,1541934.8717321765
18261.0,4.09101,1.619641,0.181140647,2.395,2.302,2.704,3.008,3.284,0.18687,0.6445962399040882,15252461.39169899,24566993.817000613,7821389.830709924,3301603.554651304,1545702.9307131115
18293.0,4.09664,1.617052,0.181140803,2.405,2.313,2.715,3.02,3.296,0.18687,0.6404316224400202,15309814.701064223,24636670.579284217,7843572.810199447,3307919.433206937,1548659.8187318793
18324.0,4.1022,1.614434,0.18114097,2.414,2.324,2.726,3.031,3.307,0.18687,0.6363451930985985,15379065.065454263,24702563.05475192,7864550.9869101355,3316766.691987296,1552801.8162791964
18356.0,4.10787,1.611803,0.181141152,2.424,2.335,2.737,3.042,3.319,0.18687,0.6322047693507841,15438316.294286275,24774906.065799687,7887582.819585586,3326480.0520507903,1555915.5827964297
18391.0,4.1137,1.609275,0.181141356,2.434,2.346,2.749,3.054,3.331,0.18687,0.6279755975198368,15503506.452352034,24856616.767277047,7906311.705645263,3334378.703297879,1559610.068969844
18422.0,4.11873,1.607171,0.18114154,2.442,2.356,2.759,3.064,3.342,0.18687,0.6243494993905669,15568971.883746117,24915638.238608696,7925085.063018989,3342296.109712777,1561874.1257098452
18451.0,4.12335,1.605283,0.181141714,2.449,2.364,2.768,3.073,3.351,0.18687,0.6210374183977416,15634353.752399871,24997237.502890207,7943720.0842825975,3350155.174767411,1565546.71184769
18478.0,4.12772,1.603459,0.181141884,2.456,2.372,2.776,3.082,3.36,0.18687,0.6179207337919913,15690975.140479477,25064671.468219575,7965149.514022095,3356100.2368501807,1568324.8734282367
18506.0,4.13201,1.601798,0.181142055,2.463,2.38,2.784,3.09,3.369,0.18687,0.614876319903697,15744901.00353067,25127658.235191777,7985165.695641493,3364534.0159971314,1570818.5829036082
18532.0,4.13645,1.599798,0.181142229,2.471,2.389,2.793,3.099,3.378,0.18687,0.6117412523465695,15789920.170617325,25176306.466907024,8000625.321341997,3371047.8991808346,1573859.7555305378
18561.0,4.14098,1.597978,0.181142414,2.478,2.397,2.802,3.108,3.387,0.18687,0.6085591096184958,15852944.322969547,25253525.527853537,8017776.25048095,3378274.4097747807,1577233.6364532823
18592.0,4.1457,1.596161,0.181142613,2.485,2.406,2.811,3.118,3.397,0.18687,0.6052611070172238,15923184.760060038,25318735.77530991,8038479.940853489,3383879.765234885,1579850.6397228728
18624.0,4.1509,1.593944,0.181142833,2.494,2.416,2.821,3.128,3.408,0.18687,0.6016484024089153,15981956.135037351,25388790.767571162,8060721.795859421,3393242.6999749904,1582763.5141814738
18657.0,4.15578,1.592145,0.181143049,2.502,2.425,2.831,3.137,3.417,0.18687,0.5982776344731731,16043899.55443034,25463729.75697251,8077071.592961364,3403258.386860497,1587435.2884026226
18688.0,4.1603,1.590509,0.18114325,2.509,2.433,2.839,3.146,3.426,0.18687,0.5951723786440264,16107566.549661063,25541242.26754714,8101658.48982356,3410475.417028478,1590801.64119274
18719.0,4.16475,1.588936,0.181143444,2.515,2.441,2.848,3.155,3.435,0.18687,0.5921309582985373,16183778.817890482,25614861.768329233,8117530.56150218,3417156.9267891184,1593918.2027840726
18751.0,4.16928,1.587377,0.181143637,2.522,2.449,2.856,3.164,3.444,0.18687,0.5890508239839244,16248375.024257077,25693425.936374478,8142428.101099055,3424482.2812400497,1597335.0829717072
18784.0,4.174,1.585705,0.181143833,2.53,2.458,2.865,3.173,3.454,0.18687,0.5858585438601438,16305342.822235346,25759772.10501008,8163453.670411475,3433325.0599136204,1599985.439290619
18820.0,4.17907,1.583964,0.181144039,2.537,2.467,2.875,3.183,3.464,0.18687,0.5824488174241005,16390791.820272373,25847111.513697192,8183591.3074380215,3441794.3985834983,1603932.2891565005
18857.0,4.18462,1.58183,0.181144259,2.546,2.477,2.885,3.193,3.475,0.18687,0.578739024378127,16464552.617019769,25939524.84669923,8212850.783811082,3454100.1330835526,1608185.0864835368
18899.0,4.19078,1.579529,0.181144501,2.556,2.489,2.897,3.205,3.488,0.18687,0.5746491489221324,16546644.425225822,26020882.196118243,8238609.76647921,3464933.6557913255,1611743.882047296
18941.0,4.19711,1.577059,0.181144749,2.566,2.5,2.909,3.218,3.5,0.18687,0.5704765116608821,16635656.118951144,26136776.041106254,8267685.205195335,3473960.8789398912,1617431.9971294336
18980.0,4.20296,1.574785,0.181144979,2.575,2.511,2.92,3.229,3.512,0.18687,0.5666472270378375,16722066.043686228,26224185.998627353,8295335.058086391,3485578.9443195127,1621347.2167093516
19016.0,4.20855,1.572481,0.181145201,2.584,2.522,2.931,3.24,3.524,0.18687,0.5630121508454287,16798864.78095583,26296140.803944584,8318096.077977612,3495142.7932934896,1624299.1998324285
19052.0,4.21412,1.5702,0.181145421,2.593,2.532,2.942,3.252,3.535,0.18687,0.5594132747047623,16875239.07721886,26391374.928554796,8340535.445626291,3501345.1450683502,1628681.0014580428
19088.0,4.21959,1.568009,0.181145645,2.602,2.542,2.953,3.262,3.546,0.18687,0.555901400065234,16948057.717473485,26480855.80871562,8361109.908616105,3513216.5782989436,1632698.6376404222
19127.0,4.2255,1.565641,0.181145878,2.612,2.553,2.964,3.274,3.558,0.18687,0.5521318086518524,17022758.360505976,26573087.436025243,8390231.277598921,3522207.3860050053,1636876.939537222
19165.0,4.23137,1.56322,0.181146128,2.621,2.564,2.976,3.286,3.57,0.18687,0.5484130337727328,17111967.01202536,26663184.41880104,8410928.330446687,3530895.9799182275,1640914.7934892823
19205.0,4.23769,1.560528,0.181146404,2.632,2.576,2.988,3.298,3.583,0.18687,0.5444371699846613,17187785.864215493,26756667.17637888,8440417.560306469,3543275.5174760344,1645152.002255258
19246.0,4.24397,1.557947,0.181146685,2.642,2.588,3.0,3.311,3.596,0.18687,0.5405150213249303,17278257.19295472,26848004.78372669,8469230.10036962,3552097.8714665715,1649248.2440689486
19282.0,4.2497,1.555468,0.181146947,2.651,2.599,3.011,3.322,3.608,0.18687,0.5369610299430817,17363206.66062849,26930351.164456252,8495206.348956741,3562992.625325142,1652783.7351875098
19317.0,4.25511,1.5532,0.181147201,2.66,2.609,3.022,3.333,3.619,0.18687,0.5336269659754913,17435721.937955603,27017926.54005545,8514985.884650357,3571288.402603965,1656631.9401093344
19351.0,4.26039,1.550981,0.181147453,2.669,2.619,3.032,3.344,3.63,0.18687,0.5303929805967678,17503299.913223222,27097674.17865583,8540119.19811946,3578532.151024255,1659992.1349875801
19385.0,4.26569,1.548734,0.181147711,2.678,2.629,3.043,3.354,3.641,0.18687,0.5271664558216888,17571949.009073302,27178908.8110783,8557835.464766541,3589260.036450283,1663435.74773036
19420.0,4.27115,1.546405,0.181147983,2.687,2.64,3.053,3.365,3.652,0.18687,0.5238630508458989,17647367.684244268,27245326.48754121,8586653.38808149,3598031.1874004295,1667500.7209814035
19457.0,4.2769,1.543963,0.181148275,2.696,2.65,3.065,3.377,3.664,0.18687,0.52040656646636,17734948.608981054,27355333.671573132,8605456.871564113,3605910.336231135,1671152.2975441376
19497.0,4.28317,1.541256,0.181148598,2.706,2.662,3.077,3.389,3.677,0.18687,0.5166634835761698,17827889.53057951,27448082.88758232,8634633.974202376,3618136.3014012105,1675274.7020732434
19535.0,4.28907,1.538738,0.181148912,2.716,2.674,3.088,3.401,3.689,0.18687,0.5131658741763546,17906055.833318517,27517692.70689814,8664508.505199868,3627312.0902980915,1679523.2891164005
19570.0,4.29455,1.536369,0.181149209,2.725,2.684,3.099,3.412,3.7,0.18687,0.5099384597225197,17983736.655117337,27611628.180812426,8686082.148234393,3636343.685819501,1683705.111534344
19604.0,4.29985,1.53409,0.1811495,2.734,2.694,3.11,3.422,3.711,0.18687,0.5068363653618269,18054270.055533282,27694403.56777243,8704101.21142153,3647244.8812775235,1687197.9162621242
19638.0,4.30508,1.531867,0.181149793,2.743,2.704,3.12,3.433,3.722,0.18687,0.5037937412275071,18122158.910274047,27772950.2710587,8728787.731698202,3654221.9623690224,1690425.4803721174
19672.0,4.31037,1.529584,0.181150097,2.752,2.714,3.13,3.443,3.733,0.18687,0.5007347917500165,18192816.30199875,27855567.871134512,8754753.69811253,3665092.3612905885,1693893.2225574222
19707.0,4.31588,1.527164,0.181150419,2.761,2.724,3.141,3.455,3.744,0.18687,0.49756837344212257,18273003.371159527,27952587.558600143,8777158.325114446,3671089.084578013,1698228.129870773
19745.0,4.32178,1.524609,0.181150772,2.771,2.736,3.153,3.466,3.756,0.18687,0.4942000304581044,18353121.2735625,28023476.828985076,8799417.672247015,3683790.499018949,1702534.9280454011
19785.0,4.32792,1.521981,0.181151145,2.781,2.747,3.165,3.479,3.769,0.18687,0.49071888046491835,18443780.046324186,28135978.052062247,8826609.88764071,3691772.440703216,1706223.9365584345
19821.0,4.33364,1.519424,0.181151494,2.79,2.758,3.176,3.49,3.781,0.18687,0.4874979208882459,18534033.102112174,28221624.982700635,8853478.406069996,3703010.328989045,1709842.195363293
19856.0,4.33898,1.517143,0.181151832,2.799,2.768,3.187,3.501,3.792,0.18687,0.4845100254044033,18608438.623071123,28308836.26575072,8872661.893393464,3711033.9157022624,1713547.037073567
19890.0,4.34426,1.514837,0.18115217,2.808,2.778,3.197,3.511,3.803,0.18687,0.4815737076432901,18680561.854303744,28392394.2264392,8898850.943580149,3721987.6130966344,1717022.6745028612
19924.0,4.34963,1.512437,0.181152518,2.817,2.789,3.208,3.522,3.814,0.18687,0.4786055911773338,18756851.252670743,28455879.72430574,8918748.807004016,3730309.9910823177,1720861.9435151739
19960.0,4.35516,1.51004,0.181152885,2.826,2.799,3.218,3.533,3.825,0.18687,0.47556815734741886,18840391.987191305,28556305.307078592,8950224.570720505,3740028.6016093623,1725345.3207786845
19998.0,4.36106,1.507442,0.181153283,2.836,2.81,3.23,3.545,3.837,0.18687,0.47234874720858305,18922997.6024701,28655105.81566073,8972922.823190672,3749513.515956967,1729720.8896127192
20040.0,4.36749,1.504655,0.181153718,2.847,2.823,3.243,3.558,3.851,0.18687,0.46886494952978297,19011655.424114767,28736377.256969422,8998371.773729665,3760147.8639718923,1733029.799023888
20076.0,4.37329,1.501974,0.181154124,2.857,2.834,3.254,3.57,3.863,0.18687,0.4657445352167893,19090615.66034972,28829161.863193985,9027425.90168117,3768815.900006441,1737024.845306727
20111.0,4.37876,1.499527,0.181154518,2.866,2.844,3.265,3.581,3.874,0.18687,0.46282069251286,19172993.910971858,28926908.145257752,9049694.788531212,3778112.828693542,1741309.7444747952
20146.0,4.38424,1.497075,0.181154912,2.875,2.855,3.276,3.592,3.885,0.18687,0.4599099101173093,19256171.018047377,28998932.864264354,9072227.501704963,3787519.900942517,1745645.4081558036
20180.0,4.38961,1.494629,0.181155317,2.884,2.865,3.287,3.603,3.896,0.18687,0.4570753156296742,19334811.142111976,29090555.64163614,9092513.035750126,3795988.809364718,1749548.6777057874
20215.0,4.39516,1.492095,0.181155746,2.894,2.876,3.298,3.614,3.908,0.18687,0.45416406441466073,19403940.504580982,29167688.721449498,9116621.668886261,3806053.804733327,1752572.6515917536
20253.0,4.40107,1.489444,0.181156212,2.904,2.887,3.309,3.626,3.92,0.18687,0.45108435827022014,19489465.752206463,29269278.46670066,9148374.45127972,3815794.0234516137,1757057.7276894595
20293.0,4.40726,1.486684,0.18115671,2.914,2.899,3.321,3.638,3.933,0.18687,0.4478811326537082,19587992.738288827,29363107.596994653,9177701.584141742,3828026.393136053,1761067.6135212036
20329.0,4.41297,1.484051,0.181157178,2.924,2.91,3.333,3.65,3.945,0.18687,0.4449464722580346,19665270.941178814,29451811.793332987,9196952.26493743,3836055.866909662,1764761.5395196292
20358.0,4.4184,1.481101,0.181157637,2.934,2.921,3.344,3.661,3.957,0.18687,0.44217355763733573,19730129.434651054,29521744.45076991,9218790.218973018,3845164.49434255,1767323.4108088347
20390.0,4.42356,1.47867,0.181158104,2.943,2.931,3.354,3.672,3.967,0.18687,0.4395545377204776,19801128.14414998,29600702.39339131,9243446.509537533,3851899.2874669074,1772050.2392216006
20424.0,4.42871,1.476408,0.181158587,2.952,2.941,3.365,3.682,3.978,0.18687,0.4369560610258051,19871924.76867929,29679188.11804961,9259423.167527901,3862112.5284525226,1775113.1055003835
20459.0,4.43426,1.473829,0.181159102,2.961,2.952,3.376,3.693,3.99,0.18687,0.4341729554410796,19961351.138064835,29757881.946180906,9283974.359846307,3872352.8496610555,1778181.2657316925
20498.0,4.44025,1.471155,0.181159669,2.971,2.963,3.388,3.706,4.002,0.18687,0.43118909405820804,20053026.805269565,29867028.511108745,9309448.041571546,3879403.2335276357,1783060.299414617
20538.0,4.4462,1.468591,0.18116023,2.981,2.974,3.399,3.717,4.014,0.18687,0.4282454602940932,20143268.158498395,29973814.588543955,9342732.88740335,3893273.587384358,1787788.0514067425
20576.0,4.45197,1.466035,0.181160772,2.991,2.985,3.411,3.729,4.026,0.18687,0.4254100718007427,20225531.091537733,30068517.526541103,9363623.27248539,3901978.9614382237,1791785.5520619643
20613.0,4.45771,1.46341,0.181161313,3.001,2.996,3.422,3.741,4.038,0.18687,0.42260805236403065,20306727.190047137,30161436.13043137,9392559.012368962,3910433.668222381,1795667.9465116672
20650.0,4.46355,1.460688,0.181161869,3.011,3.008,3.434,3.752,4.05,0.18687,0.41977615749892916,20392944.361523967,30233749.92452549,9415078.217870358,3923421.1007160894,1799973.1646579164
20687.0,4.46962,1.457724,0.181162458,3.021,3.02,3.446,3.765,4.063,0.18687,0.4168528430329485,20490376.308159843,30322291.36453567,9442650.86715464,3931288.5678508705,1803582.5732207338
20726.0,4.47593,1.454691,0.181163099,3.032,3.032,3.458,3.778,4.076,0.18687,0.41383552370227256,20580690.154838566,30427902.53875558,9475539.194551837,3941349.2796694785,1808198.1907713243
20765.0,4.48224,1.451642,0.181163764,3.043,3.044,3.471,3.791,4.089,0.18687,0.41084004473107943,20671402.07087341,30533881.55193535,9499788.411447726,3951435.738242757,1812825.6203263751
20801.0,4.48819,1.4487,0.181164402,3.054,3.056,3.483,3.803,4.102,0.18687,0.4080353294820485,20745310.258338857,30614841.58417998,9524976.927843843,3961912.8983193943,1815958.9640312677
20836.0,4.49381,1.446004,0.181165039,3.064,3.067,3.494,3.814,4.113,0.18687,0.4054037558026668,20822838.670496833,30700964.29249628,9551771.6707603,3973058.168105565,1821067.4439737035
20870.0,4.49939,1.44326,0.181165693,3.073,3.078,3.506,3.826,4.125,0.18687,0.4028077036872669,20917989.19561747,30784493.785641212,9568942.223749314,3980200.257359302,1824341.0497634064
20905.0,4.50511,1.440448,0.181166385,3.083,3.089,3.517,3.838,4.137,0.18687,0.4001637717286683,21000998.037316848,30878202.89357106,9598070.428548254,3988640.7640933166,1828209.790510105
