logg,mWD,tcool(gyr),Radius,core,log(L),TpreWD(gyr),Mzams,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
7.3,0.272,6.02981,0.019335,He,-4.072,0.0,0.0,14.9201,3981.0717055349733,105238.98881340314,90503.03678938087,109049.67375224372,5251.7871616427965,85019.62780020625,104840.9904662657,86986.54995924853,65719.34301415201
7.3,0.271,6.75732,0.019281,He,-4.154,0.0,0.0,15.126,3801.8939632056126,91336.82484283693,76315.4370230218,96226.26169822014,3373.932275058149,68863.39707745686,91201.15927678756,76715.18732595937,58189.20942278445
7.3,0.27,7.62963,0.01925,He,-4.236,0.0,0.0,15.3297,3630.780547701014,79258.08075989605,64341.33047048103,84896.78729052881,2167.1751006973404,55768.13030825771,79315.48794618675,67651.74316402027,51508.64179476949
7.3,0.269,8.51004,0.019224,He,-4.317,0.0,0.0,15.5327,3467.368504525317,69524.44069183731,55665.22761476333,75014.49809532257,1506.8428246819328,46562.90168056005,70348.03199538714,59842.94301233728,45187.05632037749
7.3,0.269,9.38972,0.019204,He,-4.398,0.0,0.0,15.7351,3311.311214825911,61619.99017690804,49404.68222628726,66357.3950471592,1133.5797401816774,40066.75381755623,63602.77632269394,53083.19622109611,39267.94476491586
7.3,0.268,10.28517,0.019186,He,-4.479,0.0,0.0,15.9372,3162.2776601683795,54267.04068426125,44110.56540501293,57903.370345577016,859.3826662976184,34743.908444760506,57763.11264676962,46371.54638303531,33423.55848386719
7.3,0.268,11.22527,0.019171,He,-4.56,0.0,0.0,16.139,3019.9517204020162,47408.420361822704,39648.062604308405,49675.60774147126,654.7958761955829,30358.339807776527,52714.480832357716,39701.8665043366,27728.861059507246
7.3,0.267,12.19957,0.019157,He,-4.64,0.0,0.0,16.3406,2884.031503126606,41366.61847829006,36175.66358871374,42109.27119670622,509.21415966472307,26957.061765504997,48703.981922105624,33389.15749118426,22513.684076434554
7.3,0.267,13.24513,0.019145,He,-4.721,0.0,0.0,16.542,2754.2287033381663,35680.77492830222,32797.50171603408,35117.36989319225,405.1769478621828,23868.042958321224,44593.209066766154,27420.1431502152,17981.703183188158
7.3,0.267,14.36153,0.019134,He,-4.801,0.0,0.0,16.7434,2630.2679918953813,30699.653950104974,29775.561878904242,29071.081200696324,332.67788420484794,21214.656925964475,40783.822574317805,22184.462962716432,14240.657020178081
7.3,0.266,15.52994,0.019123,He,-4.882,0.0,0.0,16.9446,2511.88643150958,26195.878610289747,27081.920243762295,23591.778029620647,266.9337083771427,18917.141053603664,37272.405126583,17393.55717219913,10958.45972824616
7.4,0.554,0.0002,0.02482,CO,1.336,6.87163,1.275,1.3988,79432.82347242821,67792471.1581537,142359990.54962158,24580412.63151062,206496129.45048836,191621395.16435897,52754063.00694249,20480327.860567566,8822222.602430744
7.4,0.548,0.00028,0.024621,CO,1.251,8.12256,1.205,1.6119,75857.75750291836,65248967.39034912,136867435.06892872,23699618.066682886,197890111.73575214,184313088.21819478,50830934.22998027,19750090.17313283,8512364.066379547
7.4,0.541,0.0004,0.024395,CO,1.166,9.48471,1.129,1.8262,72443.59600749906,62803431.60986419,131579993.2950105,22849204.18072016,189580570.17973807,177258025.4857282,48970870.39664191,19044905.156457935,8212964.03689291
7.4,0.533,0.00053,0.024146,CO,1.079,10.95369,1.048,2.0416,69183.09709189362,60435848.90459237,126468134.44146681,22030397.37532418,181578773.14361623,170465760.20957518,47176864.74948379,18365809.130064078,7924487.294641908
7.4,0.526,0.00068,0.024071,CO,0.994,0.0,0.0,2.256,66069.34480075965,58150941.89715515,121529927.57005388,21234618.24566748,173847001.43825442,163885030.5578793,45439254.999418825,17707293.807416495,7644574.198165601
7.4,0.52,0.0008,0.024171,CO,0.909,0.0,0.0,2.4679,63095.7344480193,55928836.23180129,116735317.29696585,20462725.892273452,166343652.49347225,157506439.95858458,43755256.21967671,17068337.524069946,7372118.870331224
7.4,0.515,0.00092,0.024192,CO,0.824,0.0,0.0,2.6797,60255.95860743581,53782560.161768936,112090280.81486772,19715562.65709309,159078659.38395193,151336611.1082195,42118793.319222584,16448144.453893745,7108173.477726433
7.4,0.51,0.00104,0.024128,CO,0.739,0.0,0.0,2.8916,57543.993733715666,51682364.0575059,107564473.6593181,18984102.71765839,151982233.18638456,145306453.75250244,40526287.36858982,15842284.59244327,6850762.592274073
7.4,0.504,0.00117,0.024012,CO,0.654,0.0,0.0,3.1038,54954.08738576248,49632751.27678881,103137080.92344786,18268212.4704106,145070397.36683238,139415442.9204149,38965728.3634868,15249085.15851637,6598495.071645649
7.4,0.499,0.00131,0.023858,CO,0.57,0.0,0.0,3.3161,52480.74602497723,47616443.09168538,98792377.3198083,17564858.47645787,138269821.2842079,133640928.30478232,37430997.39118373,14667374.82808602,6350289.104753532
7.4,0.493,0.00147,0.023676,CO,0.485,0.0,0.0,3.5286,50118.72336272725,45633980.94741819,94513716.77266082,16872368.842745014,131588763.92413336,127947230.45672347,35922189.985184684,14094309.256016186,6105551.564472327
7.4,0.487,0.00167,0.023477,CO,0.4,0.0,0.0,3.7411,47863.0092322638,43778393.38455984,90512029.91061512,16223610.962682845,125345939.57457943,122631588.04182361,34509150.46606763,13556115.461597653,5876738.49969867
7.4,0.482,0.00191,0.023267,CO,0.314,0.0,0.0,3.9539,45708.818961487515,41808466.63254709,86264225.03637534,15535024.544554252,118717485.74041517,116984082.29722893,33007960.30446665,12985529.985635241,5633013.4258535225
7.4,0.476,0.00221,0.02305,CO,0.229,0.0,0.0,4.167,43651.58322401656,39840351.35936308,82029420.8596496,14846048.123631174,112112389.90830843,111343711.21306817,31509216.813778672,12415339.492525907,5390135.794597898
7.4,0.47,0.00257,0.022835,CO,0.144,0.0,0.0,4.3802,41686.93834703355,37860207.28985917,77765948.41899759,14151116.01829606,105466233.9198322,105673360.9240995,29998354.716235805,11839638.090093236,5144456.912642569
7.4,0.464,0.00299,0.022631,CO,0.059,0.0,0.0,4.5931,39810.71705534969,35840786.39433572,73421628.93958202,13442041.571573623,98716098.06825286,99898752.03943972,28455877.250752043,11253638.74974519,4894339.336741581
7.4,0.458,0.00348,0.022439,CO,-0.026,0.0,0.0,4.8055,38018.93963205613,33779873.759191304,68989739.91424015,12718202.228882002,91830822.22522768,94007078.2690355,26881436.370584354,10653528.25359399,4638468.0435434645
7.4,0.453,0.00406,0.02226,CO,-0.111,0.0,0.0,5.0173,36307.8054770101,31650071.78314913,64414135.84329127,11968022.67758745,84743256.70046432,87917885.05630633,25249288.69740568,10032522.424116299,4373319.897115879
7.4,0.449,0.00467,0.022157,CO,-0.194,0.0,0.0,5.2257,34673.685045253165,29441714.972629614,59677358.18776483,11188472.739193691,77412938.77797253,81617941.43242338,23556868.230194222,9386821.161294347,4097883.9065635907
7.4,0.448,0.00539,0.022144,CO,-0.276,0.0,0.0,5.4296,33113.112148259075,27161445.18273439,54787232.00296736,10381033.149991127,69875241.91287804,75109592.65191373,21804559.755136747,8718229.827110488,3813022.9609145112
7.4,0.445,0.00812,0.022068,CO,-0.359,0.0,0.0,5.6365,31622.776601683792,24846148.053424302,49836272.776648365,9561076.055048097,62268659.925611325,68523825.68391769,20023201.482912548,8039231.011919441,3523835.410897581
7.4,0.442,0.0131,0.02198,CO,-0.442,0.0,0.0,5.8443,30199.51720402019,22621929.425511762,45083344.710017174,8775206.542407762,55012336.88119634,62183072.36423842,18311507.19080795,7385928.224871236,3247029.1676446735
7.4,0.439,0.01987,0.021891,CO,-0.525,0.0,0.0,6.052,28840.31503126606,20618345.718856454,40800013.13288676,8072750.338332703,48553916.60633288,56446413.15882331,16772904.185082383,6800944.913827138,3000615.608843824
7.4,0.436,0.02905,0.021798,CO,-0.608,0.0,0.0,6.2597,27542.28703338169,18884770.999320313,37098658.728111014,7468603.897542254,43056842.01458105,51462900.01072189,15443515.614795567,6297195.299788865,2789383.7693635086
7.4,0.43,0.03426,0.021682,He,-0.693,0.0,0.0,6.4737,26302.679918953814,17385466.126842104,33911954.79622254,6947587.79038128,38391651.07576487,47146436.42129509,14293572.4676928,5861135.732916725,2607251.259094872
7.4,0.426,0.03912,0.021578,He,-0.779,0.0,0.0,6.6866,25118.864315095823,16062111.701655103,31109220.365625065,6485901.456219321,34353666.27934303,43345615.54357313,13276301.010542681,5474167.495699298,2445227.0333213084
7.4,0.421,0.04447,0.021485,He,-0.863,0.0,0.0,6.8982,23988.329190194898,14872853.610027276,28602288.888401005,6067391.340585074,30792486.094049413,39937128.54536464,12358015.966651166,5123771.374835651,2298216.032506016
7.4,0.418,0.05049,0.021402,He,-0.947,0.0,0.0,7.1085,22908.676527677748,13788477.027765198,26327085.592559755,5682297.97460327,27608750.40557,36834843.817244835,11516241.101267694,4801663.7010903815,2162483.7198543274
7.4,0.414,0.05809,0.02132,He,-1.031,0.0,0.0,7.3182,21877.616239495517,12791769.310032373,24246949.28648839,5325229.4208343085,24738938.97518509,33993286.258204915,10739030.289778633,4502835.261857228,2036325.3384631875
7.4,0.41,0.06788,0.021224,He,-1.115,0.0,0.0,7.5285,20892.96130854041,11871088.573611079,22334540.95990377,4992272.114733617,22140172.28582908,31375675.0339716,10017630.162584282,4224409.252524784,1918169.9898329368
7.4,0.406,0.08027,0.021112,He,-1.2,0.0,0.0,7.7397,19952.62314968879,11014537.47609059,20567085.353988808,4680087.459011873,19777742.380198024,28954015.18096439,9342878.769549226,3963160.9010682097,1806852.9603525193
7.4,0.402,0.09494,0.020996,He,-1.284,0.0,0.0,7.9511,19054.607179632483,10217670.446607858,18932081.990729045,4386918.793688654,17634467.167326182,26706343.091421176,8712571.192376718,3717982.4113261597,1702269.9703042342
7.4,0.398,0.11072,0.020887,He,-1.369,0.0,0.0,8.1618,18197.008586099826,9477916.665817259,17421252.33860696,4112260.2328299186,15692182.001369236,24622685.541802447,8124325.865185196,3488416.4488047822,1603944.854126777
7.4,0.394,0.12767,0.020781,He,-1.453,0.0,0.0,8.372,17378.00828749376,8789661.18457651,16024283.509840883,3854959.6685760426,13937426.345281752,22690008.965183042,7574719.992487574,3273162.5565107213,1511641.0647807317
7.4,0.391,0.14624,0.020678,He,-1.537,0.0,0.0,8.582,16595.869074375598,8147942.534479117,14731753.481787529,3613230.4493995775,12353169.71436048,20892503.818476062,7059962.691976744,3071308.1849360312,1424703.5421094464
7.4,0.387,0.16701,0.020576,He,-1.621,0.0,0.0,8.7919,15848.93192461114,7549237.992047358,13532860.416210897,3386186.0868464406,10925304.93906684,19217002.635687936,6577450.153896896,2881499.5535292015,1342702.0857259268
7.4,0.384,0.1905,0.020475,He,-1.705,0.0,0.0,9.0017,15135.612484362071,6988391.044095225,12417200.221259413,3172377.8037347393,9638016.1377675,17650610.498037487,6124232.179844455,2703041.031605455,1265358.961447059
7.4,0.38,0.21716,0.020373,He,-1.789,0.0,0.0,9.2114,14454.39770745928,6460632.666454208,11374217.651777478,2970043.1096322094,8477845.537090797,16175495.076913506,5696255.981826801,2534372.7407446904,1192097.0016823031
7.4,0.376,0.24749,0.020274,He,-1.872,0.0,0.0,9.4211,13803.842646028837,5961370.786818604,10393279.831580594,2778138.155022008,7434240.142946945,14776400.981616667,5290059.827896008,2374114.0315054622,1122387.1391974455
7.4,0.373,0.28201,0.020176,He,-1.956,0.0,0.0,9.6305,13182.567385564074,5487251.689415784,9469376.108307412,2596346.1021474493,6505569.660067299,13444275.818496322,4903083.953680864,2222236.7256476427,1056504.6858006814
7.4,0.37,0.32092,0.020081,He,-2.04,0.0,0.0,9.8398,12589.254117941662,5050964.859448866,8623048.574574366,2433223.774168415,5724068.175635081,12206660.895121092,4547459.037648272,2085305.9712238251,997449.4466581029
7.4,0.366,0.36459,0.01999,He,-2.124,0.0,0.0,10.0488,12022.644346174131,4696338.920754717,7933885.281601906,2305935.393035578,5150505.814273408,11177430.13463633,4260238.176265343,1978585.7224999268,951471.9242799167
7.4,0.363,0.41377,0.0199,He,-2.207,0.0,0.0,10.2576,11481.536214968817,4381661.932839347,7327660.707660608,2194050.2534761066,4684781.253544477,10267421.695124393,4002333.8797981134,1883624.394559286,911413.4078254822
7.4,0.36,0.48164,0.01983,He,-2.29,0.0,0.0,10.4657,10964.78196143185,3988591.7895618244,6585459.396779083,2048647.7687283931,4142571.772808988,9163937.610507993,3672265.2212302755,1757336.9097052817,859282.8373535986
7.4,0.358,0.56318,0.019764,He,-2.373,0.0,0.0,10.6736,10471.285480508985,3575982.0398151674,5822665.136407892,1888352.3497317156,3604174.2503734794,8042996.167486246,3319172.148250171,1616853.8632924797,800998.818701472
7.4,0.356,0.65651,0.019701,He,-2.456,0.0,0.0,10.881,10000.0,3169045.5193452,5084578.571265755,1723201.9659433083,3110419.2281117616,6966762.575126263,2964578.304522248,1471376.84437288,740090.8314355075
7.4,0.354,0.76311,0.019642,He,-2.539,0.0,0.0,11.0877,9549.92586021436,2773406.9908317397,4381876.079167957,1555182.3188142565,2661852.9299477907,5948344.855005876,2615098.518184126,1322784.342728208,677220.5881714232
7.4,0.351,0.88699,0.019582,He,-2.622,0.0,0.0,11.2946,9120.108393559096,2409189.306773657,3746945.811599197,1393280.731306015,2266320.7626528153,5035625.913028325,2289103.216261763,1179848.8312202478,615442.4857981008
7.4,0.349,1.03026,0.019525,He,-2.704,0.0,0.0,11.5011,8709.635899560806,2083161.4698081487,3187787.913939007,1241911.4705702337,1916431.871787086,4240582.014948085,1994515.349527573,1046738.9237275885,556415.8348443074
7.4,0.347,1.19568,0.01947,He,-2.787,0.0,0.0,11.7073,8317.63771102671,1794622.532667998,2699601.1332981144,1102404.1015997198,1604661.9954130705,3553658.1610392244,1731121.5589007346,925057.132550335,500967.62784709054
7.4,0.346,1.38698,0.019417,He,-2.869,0.0,0.0,11.9131,7943.282347242814,1542484.3206146308,2278175.8490988007,975862.1242150146,1329447.552351653,2967859.18290399,1498770.7430530486,815560.5271056051,449714.9288979693
7.4,0.344,1.60859,0.019367,He,-2.952,0.0,0.0,12.1188,7585.775750291836,1323062.359782523,1915785.137510119,862080.890526807,1087103.1768803026,2469692.296516684,1294716.7390661521,717952.5692578914,402955.2894009129
7.4,0.342,1.91231,0.019316,He,-3.034,0.0,0.0,12.3244,7244.359600749898,1131541.8628857085,1603087.070459835,759693.359050281,875308.3603062917,2044434.3005812701,1114872.1701445358,630704.6975278946,360335.60118729575
7.4,0.34,2.13143,0.019272,He,-3.116,0.0,0.0,12.5294,6918.309709189362,964476.0449090836,1333822.167294246,667758.0764465932,692503.3777077375,1681566.2344424406,956413.9325055708,552798.5371796405,321549.6136100055
7.4,0.339,2.39976,0.019224,He,-3.198,0.0,0.0,12.7347,6606.934480075957,818648.5628524974,1102006.0764953608,585309.0077591733,536769.6529855187,1372018.718805732,816980.9922788738,483340.2290190383,286400.6837308709
7.4,0.337,2.70758,0.019174,He,-3.28,0.0,0.0,12.9401,6309.57344480193,691511.7648676845,903162.8362842068,511501.93075163744,406714.844618604,1108618.4605505234,694247.0163363765,421381.06170603074,254540.04699664266
7.4,0.335,3.03958,0.019123,He,-3.362,0.0,0.0,13.1458,6025.595860743575,580862.0045731765,733363.7764757029,445287.6737662448,300416.24950314465,885391.8135679542,586283.1572705465,365989.317211843,225584.63513943166
7.4,0.333,3.40781,0.019065,He,-3.445,0.0,0.0,13.3522,5754.399373371566,484564.2838693006,589437.6674959626,385477.56257637887,216432.18843044929,698319.1196374596,491163.2323643409,316101.70611863735,199025.14399795976
7.4,0.331,3.75993,0.018997,He,-3.528,0.0,0.0,13.5597,5495.408738576249,401360.8186927424,468534.37506921,331942.3604833006,151699.94542838758,542747.0939111437,407952.3343723891,271500.3624246011,174860.42136334308
7.4,0.328,3.93791,0.018917,He,-3.611,0.0,0.0,13.7685,5248.074602497728,330065.7731875595,369697.8944560347,283170.6226453299,104378.4737796814,418584.38621007354,335610.03673857823,230927.64754088197,152291.9818298951
7.4,0.324,4.40127,0.018812,He,-3.696,0.0,0.0,13.9801,5011.872336272725,268754.0881218962,288138.6815900835,239090.75492193233,68859.76398834825,318461.9954687629,272765.55588340503,194316.87563892658,131398.8686307471
7.4,0.321,5.06651,0.018699,He,-3.781,0.0,0.0,14.1926,4786.300923226385,219072.6976291763,224695.6897535713,201686.09633372404,43804.497909713355,242198.13185034847,221586.19745271275,163284.0244594743,113236.07380341426
7.4,0.317,5.76676,0.018586,He,-3.866,0.0,0.0,14.4061,4570.881896148751,178095.58512451555,174236.70085845102,169691.80053029946,26316.22581697013,182370.96097934464,179360.82893885658,136825.98821583376,97357.56435852985
7.4,0.314,6.61333,0.018493,He,-3.951,0.0,0.0,14.6173,4365.158322401661,148091.5504515699,138463.96556045837,145377.7637514327,14120.846454637755,140537.69066298814,148800.61586635897,116768.5049628566,84911.56134204914
7.4,0.312,7.49986,0.018421,He,-4.034,0.0,0.0,14.8259,4168.693834703355,123742.42258623081,110684.06474279657,125085.31262750633,8352.357308567569,108039.1471085535,123832.0500947115,100090.77546395703,74321.61887867578
7.4,0.31,8.38578,0.018366,He,-4.117,0.0,0.0,15.0324,3981.0717055349733,106295.73991917179,91571.92520293922,109992.62418134171,5172.331006569895,85976.22892222714,106128.0801809116,87787.22059049683,66147.34328821077
7.4,0.308,9.26135,0.018324,He,-4.199,0.0,0.0,15.2375,3801.8939632056126,91139.04072243477,75863.16171126012,96230.37035431723,3223.405212013629,68241.2519834564,90995.28756991534,76704.33213921149,58282.879448868465
7.4,0.307,10.14698,0.018291,He,-4.281,0.0,0.0,15.4415,3630.780547701014,80432.23186808269,65929.01773959355,85640.2297966917,2242.2321250255977,57249.62584794983,81070.8205202798,68357.40375018347,51540.2672966995
7.4,0.306,11.03679,0.018264,He,-4.362,0.0,0.0,15.6447,3467.368504525317,70995.89237562937,57300.67102743929,76215.08292160994,1559.8530018685037,48028.1385973613,72228.3462096466,60924.03544913346,45581.62134789128
7.4,0.306,11.93846,0.018243,He,-4.443,0.0,0.0,15.8473,3311.311214825911,62326.46608720945,50275.79984323902,66865.20911716613,1161.0286955825634,40863.45053414027,64622.97564443591,53538.71494031999,39372.14263437087
7.4,0.305,12.87089,0.018224,He,-4.524,0.0,0.0,16.0494,3162.2776601683795,55042.43089898614,45321.48081277876,58245.89325602556,857.3300701905047,35733.8770445686,59272.337483906216,46714.644225014345,33227.23113905824
7.4,0.305,13.858,0.018208,He,-4.605,0.0,0.0,16.2514,3019.9517204020162,47944.69165528564,40635.631694758406,49804.45981034679,665.5657737621738,31157.53293505471,53933.04969851691,39808.514315806555,27487.616092960845
7.4,0.304,14.88724,0.018194,He,-4.685,0.0,0.0,16.4531,2884.031503126606,41641.71798335275,36800.619029586815,42093.62644944455,522.9968694249045,27521.441125769994,49422.315326444965,33349.096956185334,22331.87484607509
7.4,0.304,15.9859,0.018181,He,-4.766,0.0,0.0,16.6546,2754.2287033381663,35897.93655891105,33391.50326751927,35032.98876522918,418.87065548772824,24403.494400843632,45263.062438820336,27298.88603562119,17782.222186745
7.4,0.303,17.14411,0.018169,He,-4.846,0.0,0.0,16.856,2630.2679918953813,30786.68793205681,30261.430577618663,28854.308686100223,340.4500640129527,21662.346701982566,41308.30911089533,21934.028795145266,14002.30444923716
7.4,0.303,18.35752,0.018159,He,-4.927,0.0,0.0,17.0572,2511.88643150958,26334.262607894118,27550.383434962347,23475.176497184315,275.2780687313285,19367.05986222109,37756.83749794548,17239.179902771615,10805.32188359336
7.5,0.571,0.00018,0.022328,CO,1.25,3.66582,1.453,1.6153,79432.82347242821,67627817.5588959,142014228.18937868,24525229.2970688,206013567.6270786,191120778.2618172,52635629.47428711,20436231.42762155,8803227.371979738
7.5,0.566,0.00026,0.022265,CO,1.166,4.65169,1.398,1.8256,75857.75750291836,65111787.84540172,136567105.85575816,23651970.27421009,197474067.21331394,183874774.5565119,50724067.183560684,19712198.335174277,8495250.062459849
7.5,0.56,0.00037,0.022161,CO,1.081,5.7529,1.337,2.0371,72443.59600749906,62673841.05413512,131308487.04102291,22808357.733106453,189224236.91234106,176859683.99969897,48878825.36144043,19012610.520779423,8198282.107376583
7.5,0.554,0.0005,0.022025,CO,0.996,6.9619,1.27,2.2498,69183.09709189362,60327202.29787353,126229153.74365228,21992818.456015654,181269040.46163878,170112300.6028594,47096391.59398658,18337858.824128162,7910969.895771004
7.5,0.547,0.00066,0.02186,CO,0.911,8.28311,1.196,2.4636,66069.34480075965,58050331.49573134,121308487.97869247,21201784.123601615,173562203.34007823,163556284.80847257,45368994.35107695,17681542.281544734,7632753.741613965
7.5,0.539,0.00085,0.021672,CO,0.825,9.71308,1.117,2.6786,63095.7344480193,55845352.33420658,116539599.37031376,20434063.53523638,166110653.17638692,157227883.4543868,43693967.76853802,17045999.64508506,7362470.742682242
7.5,0.531,0.00109,0.02147,CO,0.738,11.22333,1.033,2.8944,60255.95860743581,53698348.66702786,111914772.4332478,19688318.871245064,158858837.86505204,151057907.1168151,42060591.815906614,16428441.674725628,7099658.792516021
7.5,0.525,0.00129,0.021438,CO,0.653,0.0,0.0,3.107,57543.993733715666,51605558.92962419,107404622.16441041,18959382.58054733,151798310.11665797,145050429.47291547,40473516.08962798,15824570.296886984,6843102.306117882
7.5,0.52,0.00147,0.021462,CO,0.569,0.0,0.0,3.3175,54954.08738576248,49563804.84281561,102993809.92280513,18247876.893418167,144908909.74237305,139196133.25577524,38922352.98833784,15236319.744515195,6591756.937907939
7.5,0.516,0.00166,0.021435,CO,0.485,0.0,0.0,3.5282,52480.74602497723,47557393.45929764,98660776.48228332,17547924.118726395,138136514.73805937,133426033.81532882,37391465.96118706,14654583.622028943,6344751.1092081135
7.5,0.511,0.00187,0.021368,CO,0.4,0.0,0.0,3.7388,50118.72336272725,45584507.74350985,94402556.34485595,16858734.585160542,131482429.41240785,127761441.19853044,35889856.17985816,14084217.042974712,6101741.656978095
7.5,0.506,0.00211,0.021273,CO,0.316,0.0,0.0,3.9493,47863.0092322638,43740882.3185056,90426146.66936983,16214189.45572439,125284686.27844699,122481380.30582662,34489110.03228321,13550738.95273665,5874407.718679068
7.5,0.501,0.0024,0.021158,CO,0.232,0.0,0.0,4.1599,45708.818961487515,41774936.05130674,86195040.73379993,15526855.019824838,118676913.93074632,116847204.49706265,32990602.15049661,12982287.8266831,5631607.004634931
7.5,0.497,0.00274,0.021029,CO,0.148,0.0,0.0,4.3709,43651.58322401656,39809596.64853014,81966098.34786844,14838687.249229759,112077446.5740241,111216778.2465763,31493594.111661334,12412613.054764805,5388455.790121475
7.5,0.492,0.00314,0.020893,CO,0.063,0.0,0.0,4.5818,41686.93834703355,37832358.01262068,77701588.29683559,14144614.477232,105437199.32979624,105547012.14010453,29981810.819220167,11838559.20973706,5143514.369904772
7.5,0.487,0.00361,0.020757,CO,-0.021,0.0,0.0,4.7925,39810.71705534969,35827445.88449887,73394300.2433777,13441989.530079957,98733901.66604291,99815590.7734293,28453146.330178495,11256705.0936468,4895222.038253313
7.5,0.482,0.00416,0.020626,CO,-0.105,0.0,0.0,5.0029,38018.93963205613,33768750.59342482,68960670.9043323,12717527.828077285,91859788.9286289,93924204.48157153,26877535.317606233,10656888.754846362,4639503.8473598715
7.5,0.478,0.00479,0.020499,CO,-0.189,0.0,0.0,5.213,36307.8054770101,31648976.39637778,64411906.5152577,11972018.314894123,84802785.78287771,87874365.31983115,25257718.410701197,10039569.909396576,4375988.934626595
7.5,0.473,0.00552,0.020384,CO,-0.273,0.0,0.0,5.4223,34673.685045253165,29450060.95609297,59694275.21331998,11195768.302733855,77506236.41071232,81595973.99665461,23570057.75602716,9397268.544396192,4102066.954641449
7.5,0.47,0.00636,0.020278,CO,-0.356,0.0,0.0,5.6308,33113.112148259075,27177830.259469904,54825331.63653708,10392080.111332985,70001159.31266846,75113381.67351255,21823742.593480393,8730723.243591562,3818487.1072890963
7.5,0.466,0.00733,0.02017,CO,-0.44,0.0,0.0,5.8396,31622.776601683792,24873289.401104465,49890712.748736024,9575929.212741645,62428611.192766495,68554466.55021054,20052460.596025117,8053945.059032999,3530285.0178536912
7.5,0.462,0.00843,0.020059,CO,-0.523,0.0,0.0,6.0485,30199.51720402019,22655124.992398772,45153658.91845585,8792131.331713242,55194641.04336897,62228451.696294785,18346824.695823,7403582.1960752085,3254490.508503106
7.5,0.458,0.00968,0.019953,CO,-0.607,0.0,0.0,6.2572,28840.31503126606,20652308.994953185,40870984.55640807,8089772.681565697,48732541.9037231,56497749.28774343,16808271.825612135,6818424.783543411,3008050.762390032
7.5,0.454,0.01109,0.01985,CO,-0.69,0.0,0.0,6.4657,27542.28703338169,18915768.799086865,37166398.801022455,7484998.217285432,43222954.31080645,51509404.614258856,15475990.192701433,6313343.755903757,2796279.274725217
7.5,0.45,0.01269,0.01975,CO,-0.774,0.0,0.0,6.674,26302.679918953814,17412086.637632024,33967008.890264474,6961431.010263528,38535524.11112903,47183847.57779537,14322052.721925367,5876060.507389846,2613168.2092885096
7.5,0.448,0.01928,0.019703,CO,-0.856,0.0,0.0,6.8798,25118.864315095823,16085712.587775258,31154930.74174305,6498423.470153527,34483453.62909197,43369342.44253205,13301932.918053236,5487768.019051502,2450850.674469383
7.5,0.445,0.02885,0.019654,CO,-0.938,0.0,0.0,7.0856,23988.329190194898,14890974.362420507,28637137.277850304,6077581.900114566,30901073.467607763,39945296.46685141,12378772.019838665,5135687.098883881,2302924.3010678994
7.5,0.443,0.04216,0.019598,CO,-1.021,0.0,0.0,7.2917,22908.676527677748,13805162.169758461,26358943.437374383,5692318.82480588,27705880.92350546,36842071.87915994,11536550.231040318,4813233.740839242,2167095.5451493035
7.5,0.44,0.0603,0.019539,CO,-1.103,0.0,0.0,7.4981,21877.616239495517,12805022.725295117,24269835.853677846,5333693.52773079,24821658.956477072,33990917.41938643,10756099.282145724,4512900.863535712,2040125.5752175308
7.5,0.438,0.0845,0.019475,CO,-1.186,0.0,0.0,7.7047,20892.96130854041,11880373.288472885,22349950.83612001,4999398.905027589,22210612.60771658,31365529.210312832,10031930.97547483,4233168.213877254,1921616.1203054306
7.5,0.435,0.11335,0.01941,He,-1.269,0.0,0.0,7.9118,19952.62314968879,11021836.099899048,20578818.368858207,4686208.988058275,19840124.78031038,28935865.789955623,9355960.880533418,3971269.7559880507,1810049.6810158305
7.5,0.431,0.13043,0.019346,He,-1.352,0.0,0.0,8.1208,19054.607179632483,10225455.250635365,18943016.51757233,4393497.22637299,17691844.07590645,26689791.75916456,8725636.185323244,3725959.1765360064,1705450.8159138556
7.5,0.428,0.14965,0.01928,He,-1.436,0.0,0.0,8.3296,18197.008586099826,9483550.479125287,17428397.06257991,4118116.8396588,15744954.533724701,24601041.468750883,8135147.07425893,3495959.5579982046,1606821.029160558
7.5,0.425,0.17104,0.019213,He,-1.519,0.0,0.0,8.5382,17378.00828749376,8793355.956646824,16029542.943218848,3860133.795368285,13984440.79055471,22666120.15585797,7584188.219795287,3280273.787990144,1514227.7487577947
7.5,0.422,0.19503,0.019145,He,-1.603,0.0,0.0,8.7466,16595.869074375598,8152189.716970203,14736717.676477717,3618778.3388896184,12398373.880876275,20868767.99208593,7070151.608351155,3078291.320111555,1427416.868289007
7.5,0.419,0.22234,0.019076,He,-1.686,0.0,0.0,8.9549,15848.93192461114,7553189.692773596,13536203.577346798,3391705.189612912,10967328.261876546,19193444.65236297,6587563.893444911,2888855.5833488284,1345510.0268394665
7.5,0.416,0.25369,0.019007,He,-1.769,0.0,0.0,9.1632,15135.612484362071,6990655.006112265,12416647.597738199,3177207.4630590784,9676723.24950857,17620588.24400054,6132990.876098611,2709650.6995616117,1267985.8777490752
7.5,0.413,0.28964,0.018937,He,-1.853,0.0,0.0,9.3713,14454.39770745928,6460745.905117875,11370227.294977723,2974475.28761569,8512421.337411094,16138575.334331032,5703180.406640897,2540493.574210401,1194425.8878882572
