logg,mWD,tcool(gyr),Radius,core,log(L),TpreWD(gyr),Mzams,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
8.1,0.668,0.1491,0.012062,CO,-1.923,0.42796,3.061,9.5473,17378.00828749376,8824017.710019756,16069148.21642382,3897571.358296165,14337611.942921797,22511731.690920416,7651398.469877535,3327988.4536045003,1533002.6929545843
8.1,0.666,0.17472,0.012047,CO,-2.004,0.43021,3.051,9.7497,16595.869074375598,8174612.944942468,14756850.725314837,3653212.2289427673,12720894.455678517,20690440.243038744,7129542.255573281,3123651.959972888,1445119.4468790528
8.1,0.665,0.20309,0.012032,CO,-2.085,0.43236,3.043,9.9519,15848.93192461114,7566052.889525779,13538042.03824951,3423553.1685418487,11262630.171425546,18988554.51253627,6639629.128352265,2931600.6723133763,1362278.5535179009
8.1,0.663,0.2344,0.012018,CO,-2.166,0.4344,3.035,10.154,15135.612484362071,6994563.543912928,12398441.735614058,3207216.843735658,9952474.434343487,17385338.5736047,6177248.444140455,2750401.2692467547,1284331.5955797501
8.1,0.662,0.26905,0.012005,CO,-2.246,0.43633,3.027,10.3561,14454.39770745928,6459824.072797701,11339324.298055025,3006549.750367608,8800576.880551012,15881196.647995528,5743480.345734488,2581880.457548908,1212319.9088261237
8.1,0.661,0.30754,0.011993,CO,-2.327,0.43817,3.019,10.558,13803.842646028837,5980938.710039948,10394792.812655257,2830720.930283001,7843317.624628393,14520844.838837488,5354560.139253916,2433575.316641056,1149438.9210885663
8.1,0.659,0.35038,0.011981,CO,-2.408,0.43993,3.012,10.7598,13182.567385564074,5593438.701499575,9633084.469475592,2691327.7358953506,7121464.827499297,13411007.823440503,5039104.116302551,2316084.0874508573,1099601.7686133168
8.1,0.658,0.39813,0.01197,CO,-2.489,0.4416,3.005,10.9615,12589.254117941662,5266434.880857203,8995042.176120225,2573264.46434247,6543455.740127391,12480134.085135723,4769920.790826152,2216318.4321150496,1057580.0876263753
8.1,0.657,0.45147,0.011959,CO,-2.569,0.44936,2.996,11.1633,12022.644346174131,4864019.278261595,8220188.4326557685,2425286.177942843,5867940.99612819,11355802.2319102,4434347.626888316,2088481.9556512972,1004689.4324046794
8.1,0.656,0.51143,0.011949,CO,-2.65,0.48109,2.976,11.3652,11481.536214968817,4421421.279422601,7381903.82279826,2255950.682035215,5154331.512543987,10149027.515300363,4059161.640533508,1940695.2230268542,943449.033199935
8.1,0.655,0.57811,0.011939,CO,-2.731,0.51174,2.957,11.5671,10964.78196143185,3979322.2932449942,6558063.242063084,2080543.589070623,4483111.760359787,8969983.574868748,3678608.4459373294,1786670.861855292,879195.9151465598
8.1,0.654,0.65233,0.01193,CO,-2.812,0.54084,2.938,11.7688,10471.285480508985,3545064.4242716148,5764353.650538547,1902443.7997377706,3873598.310412668,7838025.369853446,3300187.2392806914,1629369.4596185675,813168.7468156718
8.1,0.653,0.73496,0.011922,CO,-2.892,0.56783,2.921,11.9705,10000.0,3124688.8979278672,5010640.793544676,1723353.9680049215,3323971.0680900533,6765646.729420783,2929552.1473066527,1470693.6732047286,745698.6056847433
8.1,0.652,0.8272,0.011914,CO,-2.973,0.59276,2.905,12.172,9549.92586021436,2729165.2184038498,4313167.392632625,1548094.7288993516,2833219.867008005,5779527.847953409,2576702.4862189107,1315180.2170627832,678369.5953154278
8.1,0.651,0.93083,0.011906,CO,-3.053,0.61831,2.889,12.3735,9120.108393559096,2372101.4714197866,3693684.086941039,1383760.6200425979,2400068.9230604973,4909031.23886395,2255940.8665795983,1170061.535662639,614171.7121482687
8.1,0.65,1.04739,0.011899,CO,-3.134,0.64293,2.874,12.575,8709.635899560806,2055720.611380517,3151015.763252106,1232911.1902871008,2017690.461759219,4153236.12766142,1969148.8175052674,1037718.4303405025,554218.0130230662
8.1,0.65,1.17918,0.011891,CO,-3.215,0.66688,2.859,12.7764,8317.63771102671,1777576.3402287415,2679135.91674719,1095963.1835075682,1680965.158145829,3501473.0978534585,1714994.4139611828,918636.5078917943,499050.8593960627
8.1,0.649,1.32987,0.011884,CO,-3.295,0.69053,2.844,12.9779,7943.282347242814,1533697.5827227244,2270001.888838289,972360.7886064237,1384809.9768354904,2940913.601435116,1490233.0188744157,811961.005762669,448638.2312630572
8.1,0.648,1.50197,0.011876,CO,-3.376,0.71369,2.829,13.1793,7585.775750291836,1320214.9352197817,1915186.743486681,861176.847838362,1125473.0295048307,2458935.7116279895,1291811.3327431758,716671.412733435,402718.1361163808
8.1,0.647,1.70012,0.011869,CO,-3.456,0.73673,2.815,13.3806,7244.359600749898,1133330.977751405,1607545.3930077371,761315.1351289509,899926.8516806058,2044274.8820835527,1116737.778671725,631818.2982036825,361104.83742101386
8.1,0.646,1.92662,0.011862,CO,-3.537,0.75991,2.8,13.582,6918.309709189362,969056.6807276671,1340650.7807285043,671485.8788966669,706121.8178820834,1686753.8604803183,961487.4693423396,555782.1823095414,323255.35393232363
8.1,0.646,2.18791,0.011854,CO,-3.617,0.78347,2.785,13.7835,6606.934480075957,825078.3160496888,1109536.6670785754,590884.8807643077,542082.7958014045,1378979.171095547,824308.204009995,487899.76991693536,288969.3095244521
8.1,0.645,2.49498,0.011847,CO,-3.698,0.80823,2.77,13.985,6309.57344480193,698374.2893339195,910027.943197665,517768.8829765861,406722.9633275357,1115092.193115913,702235.3554662149,426622.42717508215,257492.62170919214
8.1,0.644,2.91598,0.011838,CO,-3.779,0.83643,2.752,14.1867,6025.595860743575,587257.1972557856,739528.3604185419,451144.8999489377,298592.43382568733,891519.5699693672,593666.847127399,370905.93940294016,228362.55571409265
8.1,0.643,3.46169,0.011827,CO,-3.859,0.86956,2.731,14.3887,5754.399373371566,490270.5717553985,595555.598000227,390304.474232109,214766.36983658676,705372.2312467686,497542.60353990004,320118.86285060976,201276.1758265627
8.1,0.641,4.09028,0.011815,CO,-3.94,0.90656,2.708,14.5909,5495.408738576249,407640.72695516463,475996.8217083629,336670.6608813803,150497.06073330174,552357.3028024388,414678.9747273705,275443.8037728574,177041.1060278719
8.1,0.64,4.98767,0.011802,CO,-4.021,0.94711,2.682,14.7933,5248.074602497728,334282.6210523531,374731.5713729286,286128.7534631857,100805.50494753037,425928.13786581525,340242.2545030444,233383.01094564024,153599.69220519526
8.1,0.639,6.19036,0.01179,CO,-4.102,0.98683,2.657,14.9957,5011.872336272725,273449.67349416926,293632.34578036185,242395.81268414247,64673.722643380715,326242.05345185095,278094.1530203023,197057.4456320619,132859.91058963115
8.1,0.638,7.53853,0.011779,CO,-4.183,1.021,2.635,15.1978,4786.300923226385,225677.45510891578,232046.30711601404,206564.59215909566,37478.191541789434,252040.71828447405,229447.1271993196,167326.0718039555,115378.45588135254
8.1,0.637,8.90178,0.01177,CO,-4.264,1.04813,2.618,15.3994,4570.881896148751,186754.9379168035,183517.96262316618,176685.04756508552,21691.14833679133,193185.54457897364,189647.2468525382,142622.33205339152,100579.30731815296
8.1,0.636,10.06454,0.011763,CO,-4.344,1.06839,2.605,15.6007,4365.158322401661,156138.07664825075,146863.9858897424,152305.83060173,12836.282781289561,149036.05909571846,158278.99134146931,122536.1596192615,88199.34745187253
8.1,0.635,11.0822,0.011758,CO,-4.425,1.08397,2.596,15.8016,4168.693834703355,131449.24851932327,118556.28801167186,131863.868260399,7611.119807984901,115340.18415705026,133141.2274073618,105797.04737467002,77438.09387032178
8.1,0.635,11.94848,0.011754,CO,-4.505,1.09613,2.588,16.0023,3981.0717055349733,113494.19441947738,99014.80398839017,116279.01673504034,4910.7078453627455,92571.26094365801,115050.39002303367,93181.36892283297,68797.10973290996
8.1,0.635,12.69575,0.011751,CO,-4.585,1.10539,2.582,16.2029,3801.8939632056126,99319.69262025662,84590.55069737491,103238.82924916847,3358.3489334563683,76239.12437132315,101146.25688680442,82761.96749647174,61098.69207362178
8.1,0.634,13.36439,0.011749,CO,-4.665,1.11298,2.577,16.4034,3630.780547701014,87237.50008112915,73287.46456735965,91358.91135805218,2377.9004134888905,63856.59315945403,89804.40926746618,73366.643637045,53626.53769893104
8.1,0.634,13.98996,0.011747,CO,-4.745,1.11933,2.573,16.6037,3467.368504525317,76575.71874883867,64247.69738533904,80163.89046249437,1736.6069409682714,54274.22299504152,80383.24430301326,64524.77838598441,46260.21304528184
8.1,0.634,14.583,0.011745,CO,-4.826,1.12449,2.57,16.8041,3311.311214825911,66901.98092105341,56833.63876859517,69413.93762673555,1315.980420503102,46676.846785043235,72355.81268748092,55918.358861252,39058.49668556161
8.1,0.634,15.16382,0.011744,CO,-4.906,1.12892,2.567,17.0043,3162.2776601683795,58209.37472561115,50778.44762391546,59314.46783489532,1007.4033364184646,40686.98108713079,65564.29306753915,47663.76821859384,32302.005064262317
8.1,0.634,15.72663,0.011743,CO,-4.986,1.13269,2.565,17.2045,3019.9517204020162,50404.2198967489,45708.122544581885,50007.43759692113,791.5481682994258,35830.21634181367,59667.98148126987,39860.46285327472,26212.19826706561
8.1,0.634,16.27906,0.011742,CO,-5.066,1.13602,2.563,17.4047,2884.031503126606,43437.10446098773,41227.533451998024,41708.884165721916,637.7218802932675,31742.66604949703,54236.95709755155,32753.39381446765,21007.647133791488
8.1,0.634,16.818,0.011741,CO,-5.146,1.13911,2.561,17.6049,2754.2287033381663,37199.30647906753,37227.28196651427,34306.98458102031,521.2730758947478,28220.023826010696,49227.67128145717,26329.965073048497,16544.414029937707
8.1,0.633,17.33902,0.01174,CO,-5.226,1.14194,2.559,17.8051,2630.2679918953813,31819.168431439386,33779.66287945374,27931.646024027024,431.26009694113714,25322.778626394826,44742.81189831546,20787.59587683479,12798.685643123821
8.1,0.633,17.8518,0.011739,CO,-5.306,1.14463,2.557,18.0053,2511.88643150958,27042.249418808402,30465.56940754439,22472.454935483085,355.0530639482626,22628.99919332459,40327.12512868283,16070.8280313065,9776.859199716995
8.2,0.814,0.00028,0.011933,CO,0.703,0.22239,3.893,2.9836,79432.82347242821,66718417.71686127,140065837.87831604,24217730.51268393,203468034.00174317,188273098.88621336,51970893.903009206,20204177.620808963,8699259.473685903
8.2,0.81,0.00034,0.011911,CO,0.62,0.22753,3.872,3.1889,75857.75750291836,64293722.2977958,134826436.310726,23380633.49602547,195262578.82367283,181280505.23161554,50137539.68485158,19511201.309035853,8404756.132863073
8.2,0.807,0.00041,0.011887,CO,0.538,0.23262,3.851,3.3942,72443.59600749906,61938472.95087634,129720011.77261963,22565668.19657326,187262555.006908,174495015.92430133,48349829.01962699,18836314.52971797,8118523.284714653
8.2,0.803,0.00049,0.011862,CO,0.456,0.23775,3.831,3.5995,69183.09709189362,59663562.294824146,124806057.77578944,21778947.301683605,179572418.00394002,167946792.04909134,46625513.58423177,18182961.52301953,7841979.932900305
8.2,0.799,0.00058,0.011835,CO,0.374,0.24287,3.81,3.8049,66069.34480075965,57460380.13863957,120031430.04976642,21013393.773463607,172099237.23192677,161596156.73207068,44953441.28073613,17548658.983954784,7573297.9194862
8.2,0.796,0.00069,0.011808,CO,0.292,0.24791,3.79,4.0101,63095.7344480193,55313651.6604719,115398141.85990962,20269359.92128857,164847657.8379258,155415690.8351981,43325818.802448556,16931980.910017993,7311203.581630492
8.2,0.792,0.00081,0.011781,CO,0.21,0.25282,3.77,4.2152,60255.95860743581,53223166.270640425,110883568.17143273,19542873.076623578,157786977.84026667,149404349.2427212,41738338.419828534,16331126.661402548,7055653.65288939
8.2,0.789,0.00095,0.011753,CO,0.128,0.25765,3.75,4.4202,57543.993733715666,51183213.23773513,106486372.41337523,18835417.50233536,150903043.06095788,143545664.4425809,40190369.19673431,15744286.600066753,6806503.837756991
8.2,0.786,0.00112,0.011726,CO,0.046,0.26239,3.731,4.6252,54954.08738576248,49186422.91778188,102171960.10530964,18140654.15523373,144176902.30589977,137805887.53358722,38672272.05916668,15169130.21470879,6562084.013974993
8.2,0.782,0.0013,0.0117,CO,-0.036,0.26695,3.713,4.8299,52480.74602497723,47225144.54299969,97935418.01134239,17457457.762065116,137563667.73883402,132164807.79216042,37181571.75806261,14603223.61950601,6321350.080957236
8.2,0.779,0.00152,0.011675,CO,-0.118,0.27131,3.695,5.0344,50118.72336272725,45288844.56625886,93755709.85479261,16781815.609555278,131039338.34084474,126605850.11389317,35709657.89183112,14044512.877174059,6082859.530447861
8.2,0.776,0.00177,0.01165,CO,-0.2,0.2756,3.677,5.2389,47863.0092322638,43508405.60997609,89920694.83205037,16160726.212634688,125055736.78816359,121494243.58072646,34353233.18319026,13529713.753834095,5864212.715602123
8.2,0.773,0.00207,0.011625,CO,-0.281,0.27978,3.661,5.4432,45708.818961487515,41575654.63802871,85760159.8231356,15486982.240030816,118568560.39203699,115947564.08260539,32884674.305835523,12971629.508239293,5626465.275486785
8.2,0.77,0.00243,0.011601,CO,-0.363,0.28382,3.644,5.6474,43651.58322401656,39645524.31089006,81598213.64412472,14811596.412688807,112089418.57597922,110412107.25064196,31412942.144872475,12412795.644431187,5388038.7747971825
8.2,0.768,0.00286,0.011578,CO,-0.445,0.28771,3.628,5.8515,41686.93834703355,37701439.18011888,77411309.54698642,14130763.666246906,105576772.0465867,104843246.79018652,29930390.119433075,11849864.072121656,5147951.842591348
8.2,0.765,0.00339,0.011555,CO,-0.526,0.29156,3.613,6.0555,39810.71705534969,35730995.786156915,73169755.73173815,13439181.641147029,98986409.23875402,99189945.71150483,28426249.81661585,11278219.935852602,4904126.525866502
8.2,0.762,0.00406,0.011532,CO,-0.608,0.2953,3.598,6.2594,38018.93963205613,33723741.51801883,68849729.3533212,12734545.691798726,92288205.74538046,93445476.89284782,26893677.991774965,10694763.659919139,4655563.971372335
8.2,0.76,0.00493,0.011511,CO,-0.689,0.29889,3.583,6.4631,36307.8054770101,31654751.717741128,64405861.97667098,12007334.67248256,85406192.73383419,87526879.30668873,25311236.409181815,10092397.591507282,4398610.009704905
8.2,0.757,0.00612,0.01149,CO,-0.771,0.30241,3.569,6.6668,34673.685045253165,29513788.583437763,59812430.08197327,11253112.640657779,78313279.76554307,81411825.83122449,23671152.897890154,9468919.005589802,4132582.275151147
8.2,0.755,0.00781,0.011469,CO,-0.852,0.30586,3.555,6.8704,33113.112148259075,27310768.05381084,55093504.577209495,10474700.59166591,71040230.92988788,75127069.18487261,21981046.376575552,8824484.68330382,3858073.175212594
8.2,0.752,0.0103,0.011449,CO,-0.934,0.30925,3.541,7.0739,31622.776601683792,25073208.296486385,50305607.047853686,9683171.253143782,63688403.03951265,68749958.67532082,20262095.46894018,8168933.268943817,3579039.201591254
8.2,0.75,0.01387,0.01143,CO,-1.015,0.31253,3.528,7.2773,30199.51720402019,22894573.55417797,45639307.282606125,8913746.16587468,56564377.136564486,62528079.719785824,18586901.919785723,7529532.259533065,3307722.787782323
8.2,0.748,0.01866,0.011411,CO,-1.096,0.31572,3.515,7.4806,28840.31503126606,20891884.135031432,41364149.02237977,8210040.749718407,50089657.17264522,56806775.91347068,17050301.27537569,6944053.3433275465,3060371.545022466
8.2,0.746,0.02476,0.011392,CO,-1.178,0.31881,3.503,7.6838,27542.28703338169,19136612.671355803,37617640.54561406,7597536.074292069,44483148.353039265,51775893.18174151,15704333.716991993,6432510.54047303,2845388.772045686
8.2,0.743,0.0322,0.011374,CO,-1.259,0.32178,3.49,7.8869,26302.679918953814,17600239.251848403,34346703.18065386,7061976.623128602,39654184.43279675,47369751.27329275,14523557.89220381,5984033.433009745,2657511.2898137043
8.2,0.741,0.04115,0.011357,CO,-1.34,0.32464,3.479,8.0899,25118.864315095823,16239691.235928703,31461849.790533535,6585450.229730338,35454243.11860507,43471067.052045286,13476347.97558958,5584357.4270922495,2490085.8159255073
8.2,0.739,0.05179,0.011341,CO,-1.421,0.32739,3.468,8.2928,23988.329190194898,15016278.642156245,28880772.39530001,6154744.409978467,31749198.71971943,39974666.693545036,12530164.343014251,5222972.728928511,2338184.9734095596
8.2,0.738,0.06431,0.011325,CO,-1.502,0.33002,3.457,8.4955,22908.676527677748,13906844.480003754,26548200.166991565,5759652.77006802,28449788.926146097,36807060.14325878,11667640.697792683,4891747.567774369,2198594.5377434315
8.2,0.736,0.07884,0.01131,CO,-1.583,0.33253,3.447,8.6981,21877.616239495517,12886643.359380582,24417786.661346316,5393957.417368103,25477115.746808738,33912697.994471334,10871619.856195588,4584956.812791182,2068694.4827498675
8.2,0.734,0.09547,0.011295,CO,-1.664,0.33493,3.437,8.9006,20892.96130854041,11946826.285792464,22466686.971190237,5054291.1185733685,22796228.39409539,31251803.264104202,10135542.46417596,4300193.403063977,1948090.352113378
8.2,0.732,0.11441,0.011281,CO,-1.745,0.33723,3.428,9.103,19952.62314968879,11079746.420008974,20673609.389146816,4737808.742504913,20375124.520110533,28802643.812308863,9452012.114324115,4034644.3737695264,1835212.537805637
8.2,0.731,0.1359,0.011268,CO,-1.826,0.33943,3.419,9.3053,19054.607179632483,10272859.365778003,19016817.040743344,4441186.866156507,18181168.56611488,26533459.345604237,8813852.765764872,3786228.1710558403,1729051.3424371611
8.2,0.729,0.16005,0.011255,CO,-1.907,0.34153,3.411,9.5075,18197.008586099826,9526514.233451726,17489625.33854109,4164297.275177485,16198114.753099484,24434111.621705085,8219558.095002738,3554425.8642149162,1629936.0575752577
8.2,0.728,0.18702,0.011243,CO,-1.988,0.34354,3.402,9.7096,17378.00828749376,8828778.02868871,16073375.235517753,3903986.4542208044,14404926.566696558,22478282.804155752,7661874.723270297,3336230.4185694763,1536374.6922998808
8.2,0.727,0.21709,0.011231,CO,-2.069,0.34545,3.395,9.9115,16595.869074375598,8178396.555082085,14760961.596530898,3659618.9599982067,12784348.928723453,20658115.331554804,7140072.367382812,3132013.3505963385,1448454.0136886383
8.2,0.725,0.25058,0.01122,CO,-2.149,0.34727,3.387,10.1134,15848.93192461114,7567619.811758819,13535858.040551636,3428996.245546561,11320086.779808275,18947060.346682996,6647735.848582325,2938967.241058251,1365450.1584693198
8.2,0.724,0.28782,0.01121,CO,-2.23,0.34901,3.38,10.3152,15135.612484362071,6994131.511676699,12393109.291436505,3212931.7352542463,10012539.555498928,17339490.29622631,6184267.160390651,2757841.0640598037,1287687.0877520728
8.2,0.723,0.32932,0.0112,CO,-2.311,0.35066,3.374,10.517,14454.39770745928,6465304.352591813,11344763.83291608,3016314.890717133,8880541.020203821,15844973.12293994,5755239.785013564,2592175.572909741,1217266.0812160105
8.2,0.722,0.37565,0.011191,CO,-2.391,0.35223,3.367,10.7186,13803.842646028837,6004090.4736844115,10434069.215814471,2848753.8948464463,7964117.860995833,14531477.062373405,5380735.903003706,2450657.7733871196,1157400.7902361697
8.2,0.721,0.42739,0.011182,CO,-2.472,0.35373,3.361,10.9202,13182.567385564074,5639310.967848897,9715664.93819684,2717150.8341833563,7281091.590295034,13488652.81063984,5082770.400976137,2340030.312600436,1110561.4400042454
8.2,0.72,0.48519,0.011173,CO,-2.553,0.35517,3.355,11.1217,12589.254117941662,5297676.341637848,9050902.932897085,2593541.04765112,6673841.2585100215,12522987.718514107,4800869.1640749015,2234605.49088603,1066600.9557307474
8.2,0.719,0.54976,0.011164,CO,-2.633,0.35661,3.349,11.3231,12022.644346174131,4873324.870343421,8234397.903476087,2435751.9999192357,5948340.411745244,11346133.691773413,4445287.070987576,2098074.007703515,1010047.7613035459
8.2,0.718,0.62178,0.011156,CO,-2.714,0.35803,3.344,11.5246,11481.536214968817,4422298.03720103,7382007.696206606,2261391.275158344,5211688.60279655,10125827.881892044,4061836.6773237917,1945913.1275687146,946770.1454463365
8.2,0.717,0.70217,0.011148,CO,-2.794,0.35939,3.338,11.726,10964.78196143185,3975493.9718347173,6551150.622534271,2082949.7998609755,4527740.728377171,8941566.938346254,3676423.622421212,1789066.727979614,881186.1163532191
8.2,0.716,0.79204,0.01114,CO,-2.875,0.36069,3.333,11.9274,10471.285480508985,3538788.7476455183,5754149.260677093,1902752.677607153,3908994.7606349494,7808312.219832214,3295255.4452575417,1629634.0015551902,814125.1746600489
8.2,0.715,0.8926,0.011133,CO,-2.955,0.36189,3.328,12.1286,10000.0,3117170.8133461666,4998585.058549988,1722060.104038199,3351899.9875362283,6736947.051416365,2922772.751858265,1469318.8187020472,745756.6726433899
8.2,0.714,1.00504,0.011126,CO,-3.036,0.36301,3.324,12.3298,9549.92586021436,2722117.7543009417,4303218.453043256,1546231.8407625824,2855205.4162789574,5756644.903463732,2570522.187396498,1313234.6945589138,678052.7080516171
8.2,0.713,1.13109,0.011119,CO,-3.116,0.36414,3.319,12.531,9120.108393559096,2366647.4022900453,3686209.7574182176,1381851.1457956373,2417374.9061322687,4892784.542962698,2250753.8804463414,1168231.732269871,613663.2355593358
8.2,0.713,1.28308,0.011113,CO,-3.197,0.36523,3.315,12.7321,8709.635899560806,2052118.2876505032,3146363.36103165,1231431.0352686176,2031107.1795750377,4142522.9534845413,1965698.197088308,1036281.7036490222,553807.6331340306
8.2,0.712,1.46981,0.011106,CO,-3.277,0.3663,3.31,12.9332,8317.63771102671,1775618.5810331507,2677171.336689967,1095159.526104323,1691375.875038806,3495684.379791496,1713105.5802676182,917793.8026949893,498822.7218183576
8.2,0.711,1.68415,0.0111,CO,-3.358,0.36735,3.306,13.1343,7943.282347242814,1532847.8948619256,2269371.2429033564,972001.1211633264,1392225.270469734,2938201.625194414,1489407.4109317784,811511.1690948602,448513.5917734618
8.2,0.71,1.91955,0.011094,CO,-3.438,0.36837,3.302,13.3354,7585.775750291836,1320227.2613787968,1915557.4508124776,861184.888197915,1130366.158564679,2458279.327899254,1291704.4178601159,716678.103921028,402721.89608580054
8.2,0.71,2.18701,0.011088,CO,-3.519,0.36939,3.298,13.5364,7244.359600749898,1134066.664799806,1608885.2504903397,761949.6763275124,902836.348230197,2045225.1174161525,1117565.6213185636,632286.6678982478,361372.5260316315
8.2,0.709,2.48219,0.011082,CO,-3.599,0.37041,3.294,13.7375,6918.309709189362,970216.6597469904,1342008.3350129777,672413.5118246995,707488.1634778273,1688150.8841336889,962727.0542289398,556498.7170698973,323672.1065827976
8.2,0.708,2.81557,0.011076,CO,-3.679,0.37146,3.289,13.9386,6606.934480075957,826150.4146946371,1110671.4558389306,591816.173025981,542287.4775444394,1380008.1716037567,825531.3564693882,488713.75771691767,289398.09759172535
8.2,0.707,3.1908,0.011069,CO,-3.76,0.37257,3.285,14.1397,6309.57344480193,699533.0605448601,911202.137696653,518723.52990889194,406535.7054935728,1116325.3250715095,703530.1162173796,427448.38861008344,257943.6203997421
8.2,0.706,3.68253,0.011061,CO,-3.84,0.37385,3.28,14.3411,6025.595860743575,588296.4594691712,740564.2109315561,452068.1796157803,298295.48872611,892686.089945606,594827.0135172956,371699.2411574689,228808.83052821254
8.2,0.705,4.32718,0.011052,CO,-3.921,0.37535,3.274,14.5426,5754.399373371566,491250.7957272936,596691.3640758272,391012.79682687356,214483.41582085926,706912.7255250628,498537.36687085964,320699.81295120507,201604.31051003636
8.2,0.704,5.10784,0.011043,CO,-4.002,0.37699,3.267,14.7443,5495.408738576249,407615.67350930447,475836.0705913902,336649.96922910574,149438.09604354147,552323.3551302211,414729.87774426985,275452.2440211422,177030.22514803926
8.2,0.703,6.15234,0.011032,CO,-4.082,0.37875,3.26,14.9462,5248.074602497728,334901.0529621411,375459.414434751,286526.1188713839,99964.76829109224,427109.3175812843,340934.5085696576,233707.12494777463,153756.3496112692
8.2,0.702,7.40019,0.011022,CO,-4.163,0.38041,3.253,15.1479,5011.872336272725,273693.3251660448,293785.7262032484,242567.10782788947,63544.015668550564,326622.9814789553,278444.5069127455,197196.7012697818,132917.0679948171
8.2,0.701,8.69896,0.011014,CO,-4.244,0.3818,3.247,15.3493,4786.300923226385,224933.8801908024,231068.82744859238,206187.6169158417,38699.497484839936,250424.8416923186,228585.83983918704,167020.70588445445,115252.78317936744
8.2,0.7,9.98034,0.011007,CO,-4.324,0.38288,3.243,15.5505,4570.881896148751,188125.24840516713,184983.74686367298,177833.99727950353,21362.768638793936,194764.41880821137,191250.04018533372,143576.22360173162,101121.53025167201
8.2,0.699,11.05464,0.011003,CO,-4.405,0.38369,3.24,15.7513,4365.158322401661,157515.31767780604,148323.26568157334,153493.6796913294,12658.237623292103,150489.1974991018,159925.32505480698,123525.9587025141,88756.33079571163
8.2,0.699,11.95132,0.010999,CO,-4.485,0.38431,3.237,15.952,4168.693834703355,135630.89114820727,123664.5156148617,134923.10259189815,8156.22252226856,120642.72775033249,137985.37682636973,108471.10266814096,78529.92124908492
8.2,0.699,12.71834,0.010996,CO,-4.565,0.3848,3.235,16.1525,3981.0717055349733,116776.52755283887,103096.05388078389,118599.61005199436,5254.918776396112,96707.0398226313,119033.71985174716,95251.31866131893,69469.16897975204
8.2,0.698,13.38843,0.010994,CO,-4.645,0.38518,3.234,16.3529,3801.8939632056126,100534.13696643659,85940.92812524263,104232.0449063672,3385.3533452791603,77513.27506379665,102685.23533652368,83627.47686986666,61453.99217330565
8.2,0.698,13.98582,0.010992,CO,-4.725,0.38549,3.233,16.5532,3630.780547701014,88127.52631400825,74851.07903295092,91621.89796160658,2441.6422457091003,65381.384486390016,91467.33562571445,73665.98829649811,53297.6581073602
8.2,0.698,14.55175,0.01099,CO,-4.805,0.38575,3.232,16.7534,3467.368504525317,77251.98268774882,65198.27718481641,80544.76868202112,1760.8407698769638,55143.22570190985,81482.45081969391,64891.09075304746,46223.85702466072
8.2,0.698,15.07838,0.010989,CO,-4.885,0.38595,3.231,16.9537,3311.311214825911,67444.83127971798,57713.20039009015,69636.41048846018,1334.747521968305,47499.73704680823,73347.12936836782,56128.587396067654,38946.21161434709
8.2,0.698,15.59484,0.010988,CO,-4.966,0.38612,3.23,17.1538,3162.2776601683795,58714.81784059042,51688.53263489363,59461.439928117725,1033.518294385053,41572.8933052418,66549.09693778798,47786.27275271039,32150.243351497757
8.2,0.698,16.09402,0.010987,CO,-5.046,0.38626,3.229,17.354,3019.9517204020162,50688.1884619181,46416.59256472278,49938.382836644334,815.9005407717121,36556.8951526348,60397.813815200905,39772.43768679563,25983.839023127326
8.2,0.698,16.5818,0.010986,CO,-5.126,0.38639,3.229,17.5541,2884.031503126606,43593.91067407976,41743.832147564965,41582.78129464624,661.723077149297,32303.409497761448,54724.308016028604,32600.275462708592,20832.547304842792
8.2,0.697,17.05399,0.010985,CO,-5.206,0.3865,3.228,17.7542,2754.2287033381663,37392.53396640545,37766.90382477535,34216.265009314004,542.644427454029,28832.840511419774,49716.362449827895,26214.425028631442,16396.133415479057
8.2,0.697,17.50626,0.010985,CO,-5.286,0.3866,3.228,17.9543,2630.2679918953813,31955.44699214567,34250.852248311756,27801.779907512515,447.29634300720215,25894.494042987168,45133.53451773344,20639.55534073788,12650.318020385805
8.2,0.697,17.94914,0.010984,CO,-5.366,0.38669,3.228,18.1544,2511.88643150958,27056.023712872913,30709.33813399586,22308.56704564727,369.10881880476353,23021.122919591868,40425.78105813617,15909.605492337883,9667.195859262798
8.3,0.861,0.00032,0.010886,CO,0.628,0.0,0.0,3.1707,79432.82347242821,66620572.33509045,139847544.37425962,24184441.553285714,203207068.2010501,187927740.52937043,51899456.285181,20180122.54333423,8688101.901809195
8.3,0.857,0.00037,0.010861,CO,0.546,0.0,0.0,3.3753,75857.75750291836,64198575.54746689,134602112.96531725,23348183.400782958,195009533.1529947,180962223.90496057,50063342.33245059,19487711.056022797,8394637.337769583
8.3,0.854,0.00044,0.010838,CO,0.464,0.0,0.0,3.5797,72443.59600749906,61853848.45834083,129530848.81789766,22536913.099268947,187058383.356266,174192422.45686972,48288217.547456294,18815777.367713522,8109671.689692068
8.3,0.85,0.00051,0.010815,CO,0.382,0.0,0.0,3.784,69183.09709189362,59584317.86310796,124628812.59218414,21752024.1068768,179366949.63064378,167661946.7997658,46567874.995561406,18165502.316165205,7833728.548874889
