wavelength,flux
4864.07,1.61309e-17
4865.19,2.00099e-17
4866.31,2.94787e-17
4867.43,3.01591e-17
4868.56,2.51566e-17
4869.68,3.57864e-17
4870.80,3.44042e-17
4871.92,1.84820e-17
4873.04,2.72514e-17
4874.16,3.01888e-17
4875.28,2.04996e-17
4876.41,3.37624e-17
4877.53,2.53039e-17
4878.65,1.92654e-17
4879.78,3.25262e-17
4880.90,4.24431e-17
4882.03,2.23199e-17
4883.15,5.52884e-17
4884.27,2.88224e-17
4885.40,3.13566e-17
4886.52,3.26021e-17
4887.65,2.64013e-17
4888.77,4.24285e-17
4889.90,3.00125e-17
4891.03,3.45366e-17
4892.15,2.16972e-17
4893.28,1.87701e-17
4894.40,2.75318e-17
4895.53,3.47165e-17
4896.66,3.54152e-17
4897.79,3.19276e-17
4898.92,2.08721e-17
4900.05,3.36844e-17
4901.17,2.77650e-17
4902.30,2.18872e-17
4903.43,3.27864e-17
4904.56,2.99413e-17
4905.69,3.32727e-17
4906.82,2.86839e-17
4907.95,2.71070e-17
4909.08,3.50906e-17
4910.21,2.20068e-17
4911.34,2.33728e-17
4912.47,5.02734e-17
4913.60,4.26646e-17
4914.73,2.81331e-17
4915.87,2.51285e-17
4917.00,4.15484e-17
4918.13,3.25087e-17
4919.26,4.49443e-17
4920.39,5.04870e-17
4921.53,3.81751e-17
4922.66,4.96836e-17
4923.80,4.29135e-17
4924.93,3.27994e-17
4926.06,5.13028e-17
4927.20,3.52866e-17
4928.33,3.17603e-17
4929.47,3.31783e-17
4930.60,4.99842e-17
4931.74,3.31575e-17
4932.87,3.39419e-17
4934.01,3.19392e-17
4935.15,3.65495e-17
4936.28,4.15830e-17
4937.42,4.02477e-17
4938.56,4.32153e-17
4939.69,3.64021e-17
4940.83,3.81711e-17
4941.97,3.97931e-17
4943.11,2.99799e-17
4944.24,4.55292e-17
4945.38,4.00407e-17
4946.52,2.73513e-17
4947.66,4.18046e-17
4948.80,5.17642e-17
4949.94,4.26658e-17
4951.08,3.10776e-17
4952.22,3.76506e-17
4953.36,4.37382e-17
4954.50,4.15854e-17
4955.64,3.18825e-17
4956.78,2.30938e-17
4957.93,4.27951e-17
4959.07,3.39717e-17
4960.21,4.00252e-17
4961.35,3.14381e-17
4962.49,3.88477e-17
4963.64,5.20944e-17
4964.78,4.80998e-17
4965.92,1.95323e-17
4967.07,3.19002e-17
4968.21,3.36130e-17
4969.35,4.75247e-17
4970.50,4.66109e-17
4971.64,3.03197e-17
4972.79,2.68179e-17
4973.94,3.35388e-17
4975.08,3.98809e-17
4976.22,4.06892e-17
4977.37,3.78552e-17
4978.52,4.21449e-17
4979.66,2.35533e-17
4980.81,1.81912e-17
4981.96,3.98198e-17
4983.10,4.22906e-17
4984.25,4.20715e-17
4985.40,4.44448e-17
4986.55,3.83677e-17
4987.70,3.68500e-17
4988.84,4.29641e-17
4989.99,5.33384e-17
4991.14,3.23955e-17
4992.29,4.27006e-17
4993.44,3.51896e-17
4994.59,3.23949e-17
4995.74,3.93662e-17
4996.89,4.32778e-17
4998.04,4.26724e-17
4999.19,3.17941e-17
5000.34,4.57210e-17
5001.50,4.68296e-17
5002.65,4.11138e-17
5003.80,3.93247e-17
5004.95,3.23228e-17
5006.11,4.27435e-17
5007.26,3.21989e-17
5008.41,2.90298e-17
5009.56,4.15395e-17
5010.72,3.47604e-17
5011.87,4.91831e-17
5013.03,1.70192e-17
5014.18,3.32524e-17
5015.34,3.28921e-17
5016.49,2.94938e-17
5017.65,3.23310e-17
5018.80,3.43827e-17
5019.96,2.93725e-17
5021.11,4.41140e-17
5022.27,3.33322e-17
5023.43,4.18815e-17
5024.58,4.69826e-17
5025.74,4.26892e-17
5026.90,3.07312e-17
5028.06,3.41078e-17
5029.21,3.62050e-17
5030.37,4.03749e-17
5031.53,4.36424e-17
5032.69,3.04128e-17
5033.85,2.96188e-17
5035.01,3.90360e-17
5036.17,3.72982e-17
5037.32,3.31287e-17
5038.49,4.24751e-17
5039.65,3.34808e-17
5040.81,2.59284e-17
5041.97,3.72866e-17
5043.13,3.77027e-17
5044.29,4.44770e-17
5045.45,3.24736e-17
5046.61,4.36955e-17
5047.77,3.63830e-17
5048.94,3.11703e-17
5050.10,2.30531e-17
5051.26,2.19497e-17
5052.43,2.48477e-17
5053.59,3.72160e-17
5054.75,4.10876e-17
5055.92,2.37671e-17
5057.08,3.65139e-17
5058.25,3.48351e-17
5059.41,4.03227e-17
5060.58,3.99586e-17
5061.74,5.26072e-17
5062.91,3.89009e-17
5064.07,3.81048e-17
5065.24,3.97515e-17
5066.41,2.85049e-17
5067.57,3.12935e-17
5068.74,3.39817e-17
5069.91,3.61187e-17
5071.07,3.59391e-17
5072.24,4.13499e-17
5073.41,3.77459e-17
5074.58,3.00901e-17
5075.75,2.23827e-17
5076.92,3.83086e-17
5078.08,3.29483e-17
5079.26,4.62410e-17
5080.42,3.72876e-17
5081.60,3.45796e-17
5082.76,4.49616e-17
5083.93,3.23865e-17
5085.11,3.37699e-17
5086.28,3.33141e-17
5087.45,2.95278e-17
5088.62,3.54665e-17
5089.79,3.08604e-17
5090.96,3.22772e-17
5092.14,4.43407e-17
5093.31,4.70086e-17
5094.48,5.04561e-17
5095.66,4.05725e-17
5096.83,2.73700e-17
5098.00,3.40801e-17
5099.18,3.59554e-17
5100.35,3.49930e-17
5101.52,3.60379e-17
5102.70,3.10902e-17
5103.88,4.15929e-17
5105.05,3.55024e-17
5106.23,3.40321e-17
5107.40,4.22312e-17
5108.58,3.75379e-17
5109.75,3.52822e-17
5110.93,2.78991e-17
5112.11,3.69691e-17
5113.28,3.36222e-17
5114.46,1.71405e-17
5115.64,3.49119e-17
5116.82,4.29435e-17
5118.00,3.69971e-17
5119.17,4.24434e-17
5120.35,3.96992e-17
5121.53,3.46884e-17
5122.71,3.58125e-17
5123.89,3.05550e-17
5125.07,3.56990e-17
5126.25,3.82785e-17
5127.43,3.15377e-17
5128.61,2.69048e-17
5129.79,3.62229e-17
5130.98,4.17484e-17
5132.16,3.03482e-17
5133.34,3.24535e-17
5134.52,2.57775e-17
5135.70,2.64142e-17
5136.89,2.42416e-17
5138.07,3.07023e-17
5139.25,3.56921e-17
5140.44,2.71046e-17
5141.62,5.38941e-17
5142.80,2.89551e-17
5143.99,3.50557e-17
5145.17,3.82278e-17
5146.36,3.65167e-17
5147.54,5.10802e-17
5148.73,2.78699e-17
5149.92,3.46139e-17
5151.10,2.82594e-17
5152.28,3.16113e-17
5153.47,4.83996e-17
5154.66,3.48026e-17
5155.85,3.93621e-17
5157.03,3.27416e-17
5158.22,3.61254e-17
5159.41,3.93687e-17
5160.60,3.99447e-17
5161.79,4.45090e-17
5162.97,4.63180e-17
5164.16,3.29070e-17
5165.35,3.48157e-17
5166.54,3.43127e-17
5167.73,2.82894e-17
5168.92,3.47752e-17
5170.11,3.69942e-17
5171.30,2.71528e-17
5172.49,2.85926e-17
5173.68,3.46824e-17
5174.88,3.13921e-17
5176.07,3.37509e-17
5177.26,5.03681e-17
5178.45,3.90365e-17
5179.64,3.34544e-17
5180.84,3.72225e-17
5182.03,3.32955e-17
5183.23,4.10939e-17
5184.42,2.92479e-17
5185.61,3.70256e-17
5186.81,4.10264e-17
5188.00,3.65895e-17
5189.20,4.18878e-17
5190.39,3.21500e-17
5191.59,3.88049e-17
5192.78,2.12150e-17
5193.98,3.89154e-17
5195.17,2.88816e-17
5196.37,4.83735e-17
5197.57,3.98698e-17
5198.76,2.46975e-17
5199.96,3.85374e-17
5201.16,2.49953e-17
5202.36,4.67359e-17
5203.55,2.11536e-17
5204.75,4.17230e-17
5205.95,3.68532e-17
5207.15,3.82505e-17
5208.35,2.69256e-17
5209.55,2.03775e-17
5210.75,1.97172e-17
5211.95,2.78617e-17
5213.15,3.56374e-17
5214.35,4.11444e-17
5215.55,3.34460e-17
5216.75,2.95069e-17
5217.95,3.58007e-17
5219.15,3.89273e-17
5220.35,3.50387e-17
5221.56,3.19973e-17
5222.76,4.00372e-17
5223.96,2.86440e-17
5225.17,3.63895e-17
5226.37,3.26532e-17
5227.57,4.08947e-17
5228.78,2.58826e-17
5229.98,3.60378e-17
5231.18,4.06101e-17
5232.39,3.91358e-17
5233.59,3.06447e-17
5234.80,3.57300e-17
5236.01,3.24562e-17
5237.21,3.33062e-17
5238.41,3.52461e-17
5239.62,4.55508e-17
5240.83,2.26966e-17
5242.04,2.71176e-17
5243.24,2.49543e-17
5244.45,4.05330e-17
5245.66,3.69977e-17
5246.86,3.53418e-17
5248.07,2.61303e-17
5249.28,3.59248e-17
5250.49,3.68584e-17
5251.70,3.43150e-17
5252.91,2.76561e-17
5254.12,3.64915e-17
5255.33,3.42037e-17
5256.54,4.66901e-17
5257.75,2.24591e-17
5258.96,3.63537e-17
5260.17,4.05059e-17
5261.39,3.14570e-17
5262.60,4.31915e-17
5263.81,2.12581e-17
5265.02,3.54507e-17
5266.23,2.56780e-17
5267.45,3.35972e-17
5268.66,3.82634e-17
5269.87,2.46447e-17
5271.08,3.64033e-17
5272.30,3.43882e-17
5273.51,3.24331e-17
5274.73,3.15137e-17
5275.94,2.93180e-17
5277.16,2.29881e-17
5278.37,3.38126e-17
5279.59,3.89690e-17
5280.80,3.10903e-17
5282.02,3.56443e-17
5283.23,3.12840e-17
5284.45,3.69955e-17
5285.67,3.82421e-17
5286.89,3.44958e-17
5288.10,3.01123e-17
5289.32,3.50186e-17
5290.54,3.63414e-17
5291.76,4.05713e-17
5292.98,2.99172e-17
5294.20,3.15367e-17
5295.42,2.61915e-17
5296.63,3.64086e-17
5297.86,3.92610e-17
5299.07,3.10760e-17
5300.29,2.87622e-17
5301.52,2.06379e-17
5302.74,2.36870e-17
5303.96,4.13294e-17
5305.18,4.07818e-17
5306.40,2.87324e-17
5307.62,2.56914e-17
5308.84,3.38543e-17
5310.07,3.22611e-17
5311.29,3.31350e-17
5312.51,3.33529e-17
5313.74,3.48010e-17
5314.96,3.76447e-17
5316.18,2.58491e-17
5317.41,3.37561e-17
5318.63,3.65554e-17
5319.86,3.50924e-17
5321.08,4.04801e-17
5322.31,3.12068e-17
5323.53,4.79467e-17
5324.76,3.22032e-17
5325.98,2.47643e-17
5327.21,2.97452e-17
5328.44,3.54224e-17
5329.67,3.36580e-17
5330.89,3.42293e-17
5332.12,3.15071e-17
5333.35,2.62429e-17
5334.58,2.51914e-17
5335.81,3.55947e-17
5337.03,3.09641e-17
5338.26,4.34331e-17
5339.49,3.68621e-17
5340.72,2.28071e-17
5341.95,3.98775e-17
5343.18,3.55943e-17
5344.41,1.81871e-17
5345.64,2.54808e-17
5346.88,4.69157e-17
5348.11,2.93251e-17
5349.34,2.51607e-17
5350.57,3.15841e-17
5351.80,3.07868e-17
5353.03,2.52981e-17
5354.27,3.18942e-17
5355.50,4.36361e-17
5356.73,2.53410e-17
5357.97,4.03768e-17
5359.20,2.71529e-17
5360.43,2.54668e-17
5361.67,4.03577e-17
5362.90,4.02043e-17
5364.14,2.39605e-17
5365.37,2.97978e-17
5366.61,3.75283e-17
5367.85,3.40532e-17
5369.08,2.54428e-17
5370.32,3.52284e-17
5371.55,3.44423e-17
5372.79,4.20298e-17
5374.03,3.85800e-17
5375.27,3.28041e-17
5376.50,3.12028e-17
5377.74,3.38704e-17
5378.98,2.61770e-17
5380.22,2.89693e-17
5381.46,3.21810e-17
5382.70,2.17450e-17
5383.94,2.56181e-17
5385.18,3.42617e-17
5386.42,3.03693e-17
5387.66,2.94090e-17
5388.90,2.78017e-17
5390.14,3.03945e-17
5391.38,3.39931e-17
5392.62,3.83779e-17
5393.86,2.50108e-17
5395.11,3.28968e-17
5396.35,3.22300e-17
5397.59,3.42727e-17
5398.84,2.44687e-17
5400.08,3.38546e-17
5401.32,2.47020e-17
5402.56,2.18158e-17
5403.81,3.08599e-17
5405.05,1.88114e-17
5406.30,2.44130e-17
5407.54,2.33136e-17
5408.79,3.06892e-17
5410.03,1.91643e-17
5411.28,4.19394e-17
5412.53,3.21847e-17
5413.77,3.80566e-17
5415.02,3.27175e-17
5416.27,3.84180e-17
5417.51,2.91607e-17
5418.76,3.04265e-17
5420.01,2.80249e-17
5421.26,2.92398e-17
5422.51,2.58270e-17
5423.75,5.10072e-17
5425.00,1.84743e-17
5426.25,3.63798e-17
5427.50,3.74584e-17
5428.75,3.16357e-17
5430.00,3.58917e-17
5431.25,2.49520e-17
5432.50,1.26007e-17
5433.76,3.02294e-17
5435.01,3.26296e-17
5436.26,3.11196e-17
5437.51,3.10926e-17
5438.76,2.19720e-17
5440.01,2.98306e-17
5441.27,2.77769e-17
5442.52,1.87307e-17
5443.77,3.55877e-17
5445.03,3.66665e-17
5446.28,3.34277e-17
5447.54,3.88920e-17
5448.79,2.61237e-17
5450.04,2.70474e-17
5451.30,4.10214e-17
5452.55,3.77394e-17
5453.81,3.44054e-17
5455.07,4.41992e-17
5456.32,3.52694e-17
5457.58,2.69135e-17
5458.83,3.66495e-17
5460.09,1.78855e-17
5461.35,2.09708e-17
5462.61,1.53253e-17
5463.86,3.08086e-17
5465.12,2.26410e-17
5466.38,4.98786e-17
5467.64,3.58316e-17
5468.90,3.41297e-17
5470.16,2.62062e-17
5471.42,3.40642e-17
5472.68,2.80795e-17
5473.94,2.86107e-17
5475.20,2.60481e-17
5476.46,2.70433e-17
5477.72,2.18275e-17
5478.98,3.14247e-17
5480.25,3.41198e-17
5481.51,2.59162e-17
5482.77,2.58896e-17
5484.03,2.45704e-17
5485.30,2.19739e-17
5486.56,2.98296e-17
5487.82,3.45228e-17
5489.09,2.95657e-17
5490.35,3.62933e-17
5491.61,3.20209e-17
5492.88,2.19483e-17
5494.15,1.78551e-17
5495.41,2.83921e-17
5496.67,3.66850e-17
5497.94,4.01447e-17
5499.21,2.74369e-17
5500.47,1.87945e-17
5501.74,3.33185e-17
5503.01,3.12019e-17
5504.27,2.88732e-17
5505.54,2.89303e-17
5506.81,3.52852e-17
5508.08,2.97923e-17
5509.35,3.15716e-17
5510.61,3.93201e-17
5511.88,2.07857e-17
5513.15,2.87048e-17
5514.42,2.68849e-17
5515.69,2.99492e-17
5516.96,3.06031e-17
5518.23,2.73194e-17
5519.50,3.06068e-17
5520.78,2.65805e-17
5522.05,2.64426e-17
5523.32,3.14191e-17
5524.59,1.50626e-17
5525.86,1.86678e-17
5527.14,3.00121e-17
5528.41,3.05197e-17
5529.68,2.89778e-17
5530.95,2.49728e-17
5532.23,1.90571e-17
5533.50,2.38504e-17
5534.77,4.20619e-17
5536.05,3.16414e-17
5537.32,3.30078e-17
5538.60,3.06328e-17
5539.88,2.40731e-17
5541.15,2.91898e-17
5542.43,3.21905e-17
5543.70,4.61587e-17
5544.98,1.73127e-17
5546.26,1.75283e-17
5547.54,2.58005e-17
5548.81,3.10662e-17
5550.09,2.01419e-17
5551.37,2.32545e-17
5552.65,2.96344e-17
5553.93,2.26613e-17
5555.20,3.27732e-17
5556.48,4.04041e-17
5557.76,2.05664e-17
5559.04,3.03057e-17
5560.32,2.83003e-17
5561.60,3.35040e-17
5562.89,2.63125e-17
5564.16,2.75438e-17
5565.45,2.71188e-17
5566.73,2.55644e-17
5568.01,3.57174e-17
5569.29,3.02264e-17
5570.57,2.80902e-17
5571.86,3.75544e-17
5573.14,2.24927e-17
5574.43,3.29467e-17
5575.71,3.19230e-17
5576.99,4.93660e-17
5578.28,6.40188e-18
5579.56,1.20086e-18
5580.85,4.20421e-17
5582.13,2.60765e-17
5583.42,2.86069e-17
5584.70,2.37338e-17
5585.99,2.73317e-17
5587.27,4.13461e-17
5588.56,1.73217e-17
5589.85,2.71426e-17
5591.14,2.54554e-17
5592.42,2.34041e-17
5593.71,3.25500e-17
5595.00,2.85844e-17
5596.29,1.86679e-17
5597.57,2.87125e-17
5598.87,3.17268e-17
5600.15,1.83929e-17
5601.44,3.05445e-17
5602.73,2.38313e-17
5604.03,3.02383e-17
5605.31,1.72010e-17
5606.60,2.53737e-17
5607.90,3.32814e-17
5609.19,2.56677e-17
5610.48,2.00956e-17
5611.77,1.46527e-17
5613.07,2.68465e-17
5614.36,3.04155e-17
5615.65,3.72074e-17
5616.94,1.92970e-17
5618.24,3.37887e-17
5619.53,2.74523e-17
5620.82,2.78603e-17
5622.12,3.36030e-17
5623.41,3.60853e-17
5624.71,3.57481e-17
5626.00,3.43973e-17
5627.30,3.30545e-17
5628.60,2.15618e-17
5629.89,3.15673e-17
5631.19,2.60451e-17
5632.48,2.13971e-17
5633.78,1.74137e-17
5635.08,2.33749e-17
5636.38,1.82328e-17
5637.68,3.43352e-17
5638.97,2.38188e-17
5640.27,2.89656e-17
5641.57,3.59859e-17
5642.87,2.81851e-17
5644.17,2.17876e-17
5645.47,2.87256e-17
5646.77,2.21994e-17
5648.07,2.59610e-17
5649.37,2.48948e-17
5650.67,3.68907e-17
5651.97,2.01051e-17
5653.27,2.52392e-17
5654.57,1.59262e-17
5655.88,2.78010e-17
5657.18,2.21823e-17
5658.48,3.27157e-17
5659.79,2.41539e-17
5661.09,2.09349e-17
5662.39,1.69358e-17
5663.70,1.42859e-17
5665.00,2.52757e-17
5666.31,9.66915e-18
5667.61,2.93924e-17
5668.92,2.35971e-17
5670.22,2.57852e-17
5671.53,1.92457e-17
5672.83,2.87969e-17
5674.14,2.03786e-17
5675.45,2.33306e-17
5676.75,2.88983e-17
5678.06,2.27007e-17
5679.37,3.77000e-17
5680.68,3.11727e-17
5681.98,3.11943e-17
5683.29,2.70476e-17
5684.60,2.50858e-17
5685.91,2.14760e-17
5687.22,3.82281e-17
5688.53,2.46193e-17
5689.84,3.99527e-17
5691.15,3.26656e-17
5692.46,4.97087e-18
5693.77,2.86902e-17
5695.08,4.11251e-17
5696.39,1.72161e-17
5697.71,1.12240e-17
5699.02,2.78418e-17
5700.33,2.62428e-17
5701.64,2.38291e-17
5702.95,2.95629e-17
5704.27,2.62685e-17
5705.58,6.07415e-18
5706.90,2.41309e-17
5708.21,2.76256e-17
5709.52,1.59150e-17
5710.84,2.80799e-17
5712.15,2.60750e-17
5713.47,3.66066e-17
5714.79,2.51134e-17
5716.10,1.01756e-17
5717.42,4.00222e-17
5718.73,1.39103e-17
5720.05,8.07041e-18
5721.37,1.68802e-17
5722.69,2.30074e-17
5724.00,1.75850e-17
5725.32,1.59600e-17
5726.64,1.79216e-17
5727.96,2.67656e-17
5729.28,1.30702e-17
5730.60,1.57755e-17
5731.92,2.39397e-17
5733.24,4.44114e-17
5734.56,1.87695e-17
5735.88,2.38310e-17
5737.20,2.48117e-17
5738.52,2.90893e-17
5739.84,2.94857e-17
5741.17,1.75387e-17
5742.49,9.79959e-18
5743.81,1.16552e-17
5745.13,1.49758e-17
5746.45,2.40546e-17
5747.78,2.08535e-17
5749.10,1.44135e-17
5750.43,1.39076e-17
5751.75,3.03228e-17
5753.08,1.05932e-17
5754.40,2.58067e-17
5755.72,2.27285e-17
5757.05,1.96694e-17
5758.37,3.08361e-17
5759.70,1.82908e-17
5761.03,2.44542e-17
5762.36,2.06801e-17
5763.68,3.40935e-17
5765.01,2.33857e-17
5766.34,2.10641e-17
5767.66,2.06075e-17
5768.99,2.56483e-17
5770.32,2.29765e-17
5771.65,1.46711e-17
5772.98,2.37350e-17
5774.31,1.25577e-17
5775.64,2.41682e-17
5776.97,1.50188e-17
5778.30,2.32822e-17
5779.63,2.52487e-17
5780.96,2.91609e-17
5782.29,3.34264e-17
5783.62,1.79814e-17
5784.96,2.93585e-17
5786.29,2.21366e-17
5787.62,2.48451e-17
5788.95,2.42612e-17
5790.29,1.73314e-17
5791.62,2.11896e-17
5792.95,2.51446e-17
5794.29,3.05249e-17
5795.62,3.58232e-17
5796.96,2.22694e-17
5798.29,3.21909e-17
5799.63,1.11471e-17
5800.96,1.36390e-17
5802.30,1.67566e-17
5803.63,2.14238e-17
5804.97,3.07873e-17
5806.31,2.97910e-17
5807.64,2.22860e-17
5808.98,1.47155e-17
5810.32,1.81982e-17
5811.66,3.20954e-17
5813.00,3.10278e-17
5814.33,3.35614e-17
5815.67,3.54747e-17
5817.01,3.08446e-17
5818.35,3.08739e-17
5819.69,2.71502e-17
5821.03,1.82417e-17
5822.37,2.18928e-17
5823.71,3.35959e-17
5825.06,2.89978e-17
5826.40,1.56836e-17
5827.74,7.27451e-18
5829.08,2.08403e-17
5830.42,2.12247e-17
5831.76,2.09455e-17
5833.11,2.14102e-17
5834.45,1.45397e-17
5835.79,1.72314e-17
5837.14,2.21708e-17
5838.48,1.54596e-17
5839.83,2.56233e-17
5841.17,2.07617e-17
5842.52,1.81520e-17
5843.86,1.78194e-17
5845.21,1.78988e-17
5846.56,2.90093e-17
5847.90,3.23031e-17
5849.25,1.96807e-17
5850.59,2.27908e-17
5851.94,2.94925e-17
5853.29,2.21904e-17
5854.64,2.75474e-17
5855.99,1.99615e-17
5857.33,2.78368e-17
5858.68,2.87862e-17
5860.03,1.54752e-17
5861.38,2.49457e-17
5862.73,3.01349e-17
5864.08,1.53018e-17
5865.43,1.34798e-17
5866.78,2.65508e-17
5868.14,3.31729e-17
5869.48,3.66437e-17
5870.84,2.15688e-17
5872.19,3.20202e-17
5873.54,1.01141e-17
5874.89,3.04423e-17
5876.25,1.72811e-17
5877.60,1.95623e-17
5878.95,2.91646e-17
5880.31,1.40341e-17
5881.66,2.59318e-17
5883.01,4.30609e-17
5884.37,2.20179e-17
5885.72,2.98495e-17
5887.08,3.44145e-17
5888.44,5.18386e-17
5889.79,8.97704e-18
5891.15,1.07617e-17
5892.50,3.89317e-17
5893.86,3.75495e-17
5895.22,2.49680e-17
5896.58,3.29336e-17
5897.94,3.19992e-17
5899.30,4.05212e-17
5900.65,1.63457e-17
5902.01,2.67462e-17
5903.37,3.22070e-17
5904.73,2.85738e-17
5906.09,1.94745e-17
5907.45,2.98865e-17
5908.81,1.97456e-17
5910.17,1.63580e-17
5911.53,3.35379e-17
5912.89,1.80939e-17
5914.25,1.66350e-17
5915.62,2.07137e-17
5916.98,1.38620e-17
5918.34,2.77220e-17
5919.70,1.95801e-17
5921.07,2.14465e-17
5922.43,1.58769e-17
5923.79,2.40519e-17
5925.16,2.74465e-17
5926.52,2.15753e-17
5927.89,2.73233e-17
5929.25,2.92215e-17
5930.62,3.11875e-17
5931.98,3.72981e-17
5933.35,1.72696e-17
5934.72,2.59030e-17
5936.08,1.75541e-17
5937.45,2.50374e-17
5938.82,2.20010e-17
5940.18,1.67037e-17
5941.55,1.68937e-17
5942.92,1.92228e-17
5944.29,1.73062e-17
5945.66,1.20356e-17
5947.03,3.01692e-17
5948.40,2.79720e-17
5949.77,2.23528e-17
5951.14,2.65033e-17
5952.51,2.34589e-17
5953.88,2.69876e-17
5955.25,2.24921e-17
5956.62,2.69897e-17
5957.99,3.58650e-17
5959.36,2.66842e-17
5960.74,2.03741e-17
5962.11,2.87200e-17
5963.48,2.33841e-17
5964.86,2.50336e-17
5966.23,1.06237e-17
5967.60,3.01242e-17
5968.98,2.59116e-17
5970.35,1.23221e-17
5971.73,1.29661e-17
5973.10,2.09453e-17
5974.48,2.48488e-17
5975.86,2.01949e-17
5977.23,1.26861e-17
5978.61,1.84394e-17
5979.98,2.39976e-17
5981.36,1.79158e-17
5982.74,2.74776e-17
5984.11,3.00136e-17
5985.49,1.42838e-17
5986.87,2.14458e-17
5988.25,1.66024e-17
5989.63,2.48945e-17
5991.01,2.68567e-17
5992.39,1.65373e-17
5993.77,2.48161e-17
5995.15,2.27385e-17
5996.53,2.48524e-17
5997.91,2.63694e-17
5999.29,2.72770e-17
6000.67,2.13708e-17
6002.06,2.20906e-17
6003.44,1.39852e-17
6004.82,2.16606e-17
6006.20,2.55785e-17
6007.59,1.87949e-17
6008.97,1.97868e-17
6010.35,2.35475e-17
6011.74,1.85191e-17
6013.12,2.48288e-17
6014.51,2.37642e-17
6015.89,2.26486e-17
6017.28,1.70784e-17
6018.66,8.67429e-18
6020.05,2.10602e-17
6021.44,2.29359e-17
6022.82,2.03013e-17
6024.21,1.41929e-17
6025.60,1.38067e-17
6026.98,2.34521e-17
6028.37,1.35002e-17
6029.76,1.17523e-17
6031.15,2.64261e-17
6032.54,1.79385e-17
6033.93,2.55965e-17
6035.32,2.15062e-17
6036.71,1.57461e-17
6038.10,2.50453e-17
6039.48,2.22655e-17
6040.88,1.85988e-17
6042.27,1.78553e-17
6043.66,1.10018e-17
6045.05,1.69844e-17
6046.44,3.46696e-17
6047.84,1.96497e-17
6049.23,1.67166e-17
6050.62,2.47152e-17
6052.01,2.16932e-17
6053.41,1.09248e-17
6054.80,2.19594e-17
6056.20,2.19576e-17
6057.59,2.07711e-17
6058.99,3.46310e-17
6060.38,2.83384e-17
6061.78,6.60135e-18
6063.17,2.26053e-17
6064.57,2.49540e-17
6065.97,2.36118e-17
6067.36,2.12742e-17
6068.76,2.02700e-17
6070.16,1.91008e-17
6071.55,2.87381e-17
6072.95,3.29851e-17
6074.35,2.59039e-17
6075.75,1.72490e-17
6077.15,1.91226e-17
6078.55,1.86516e-17
6079.95,1.04038e-17
6081.35,2.05503e-17
6082.75,1.69706e-17
6084.15,1.21838e-17
6085.55,2.23656e-17
6086.95,2.22993e-17
6088.35,2.23956e-17
6089.76,1.67547e-17
6091.16,1.82851e-17
6092.56,1.76538e-17
6093.97,1.72408e-17
6095.37,2.08511e-17
6096.77,2.28746e-17
6098.18,2.09780e-17
6099.58,1.76724e-17
6100.98,1.90053e-17
6102.39,1.39310e-17
6103.80,1.05876e-17
6105.20,1.38032e-17
6106.61,2.38580e-17
6108.02,2.13666e-17
6109.42,2.15933e-17
6110.83,2.72529e-17
6112.23,2.21194e-17
6113.64,2.05756e-17
6115.05,2.50898e-17
6116.46,1.40493e-17
6117.87,1.51513e-17
6119.28,1.95061e-17
6120.68,1.37165e-17
6122.09,1.28477e-17
6123.50,2.93520e-17
6124.91,1.31822e-17
6126.32,2.11215e-17
6127.74,1.61973e-17
6129.15,2.51298e-17
6130.56,2.47866e-17
6131.97,1.74537e-17
6133.38,2.51565e-17
6134.80,1.55856e-17
6136.21,1.09989e-17
6137.62,1.88878e-17
6139.03,7.55263e-18
6140.45,2.10014e-17
6141.86,2.02199e-17
6143.27,1.38612e-17
6144.69,1.75699e-17
6146.10,1.92871e-17
6147.52,2.84352e-17
6148.94,2.47394e-17
6150.35,1.55113e-17
6151.77,1.95623e-17
6153.18,2.11110e-17
6154.60,2.15316e-17
6156.02,2.02729e-17
6157.44,1.88126e-17
6158.86,3.06408e-17
6160.27,2.42503e-17
6161.69,7.93733e-18
6163.11,2.96145e-17
6164.53,1.95198e-17
6165.95,1.94796e-17
6167.37,2.41561e-17
6168.79,2.07051e-17
6170.21,1.92928e-17
6171.63,1.86926e-17
6173.05,2.26808e-17
6174.48,2.32522e-17
6175.90,2.66150e-17
6177.32,2.23974e-17
6178.74,2.83167e-17
6180.16,1.77787e-17
6181.59,1.73547e-17
6183.01,2.13952e-17
6184.44,2.79377e-17
6185.86,3.07674e-17
6187.28,1.90368e-17
6188.71,7.63300e-18
6190.13,1.44568e-17
6191.56,1.99607e-17
6192.98,9.77103e-18
6194.41,2.02874e-17
6195.84,2.33665e-17
6197.27,1.95809e-17
6198.69,1.99513e-17
6200.12,1.48136e-17
6201.55,1.62660e-17
6202.97,1.11548e-17
6204.40,1.62668e-17
6205.83,1.59387e-17
6207.26,2.05262e-17
6208.69,2.58781e-17
6210.12,1.88352e-17
6211.55,1.70343e-17
6212.98,1.28159e-17
6214.41,1.54752e-17
6215.84,2.29979e-17
6217.27,2.08219e-17
6218.71,1.93776e-17
6220.14,1.61407e-17
6221.57,1.50789e-17
6223.00,1.85605e-17
6224.44,2.15397e-17
6225.87,2.24204e-17
6227.30,2.16749e-17
6228.74,2.20083e-17
6230.17,1.95391e-17
